Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date,Wind
,"Olowu, Paige",FR-1,4.90m,"16' 1""",Cornell College Invitational,"Apr 6, 2019",0.8
,"Bresnahan, Cara",SR-4,4.86m,"15' 11.5""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019",1.5
,"Bresnahan, Cara",SR-4,4.73m,"15' 6.25""",Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019",0.0
,"McCabe, Madeline",FR-1,4.71m,"15' 5.5""",Mustang Open,"Apr 13, 2019",1.7
,"McCabe, Madeline",FR-1,4.61m,"15' 1.5""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019",1.1
,"Bresnahan, Cara",SR-4,4.59m,"15' 0.75""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019",1.0
,"Bresnahan, Cara",SR-4,4.57m,"15' 0""",Mustang Open,"Apr 13, 2019",1.8
,"Bresnahan, Cara",SR-4,4.53m,"14' 10.5""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019",0.6
,"Bresnahan, Cara",SR-4,4.53m,"14' 10.5""",Cornell College Invitational,"Apr 6, 2019",0.1
,"McCabe, Madeline",FR-1,4.52m,"14' 10""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019",1.0
,"Bresnahan, Cara",SR-4,4.50m,"14' 9.25""",Cornell College Invitational,"Apr 6, 2019",0.7
,"McCabe, Madeline",FR-1,4.47m,"14' 8""",Cornell College Invitational,"Apr 6, 2019",0.4
,"Bresnahan, Cara",SR-4,4.43m,"14' 6.5""",Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019",0.3
,"McCabe, Madeline",FR-1,4.42m,"14' 6""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019",1.3
,"McCabe, Madeline",FR-1,4.31m,"14' 1.75""",Cornell College Invitational,"Apr 6, 2019",1.0
,"McCabe, Madeline",FR-1,4.21m,"13' 9.75""",Mustang Open,"Apr 13, 2019",1.2
