Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Kopf, Sarina",FR-1,3.36m,"11' 0.25""",2019 Dick Young Invite,"Apr 20, 2019"
,"Kopf, Sarina",FR-1,3.30m,"10' 10""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Kopf, Sarina",FR-1,3.30m,"10' 10""",Emory Classic,"Mar 29, 2019"
,"Kopf, Sarina",FR-1,3.23m,"10' 7""",NCC Gregory Final Qualifier,"May 15, 2019"
,"Kopf, Sarina",FR-1,3.20m,"10' 6""",Cornell College Invitational,"Apr 6, 2019"
,"Kopf, Sarina",FR-1,3.20m,"10' 6""",2019 Viking Classic,"Apr 26, 2019"
,"Kopf, Sarina",FR-1,3.20m,"10' 6""",Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
,"Kopf, Sarina",FR-1,3.15m,"10' 4""",Emory Classic,"Mar 29, 2019"
,"Kopf, Sarina",FR-1,3.15m,"10' 4""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Kopf, Sarina",FR-1,3.05m,"10' 0""",Mustang Open,"Apr 13, 2019"
,"Kopf, Sarina",FR-1,3.05m,"10' 0""",Cornell College Invitational,"Apr 6, 2019"
,"Kopf, Sarina",FR-1,3.00m,"9' 10""",Emory Classic,"Mar 29, 2019"
,"Kopf, Sarina",FR-1,3.00m,"9' 10""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Kopf, Sarina",FR-1,2.90m,"9' 6.25""",Cornell College Invitational,"Apr 6, 2019"
,"Kopf, Sarina",FR-1,2.90m,"9' 6.25""",Mustang Open,"Apr 13, 2019"
,"Eure, Maria",FR-1,2.45m,"8' 0.5""",Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
,"Eure, Maria",FR-1,2.30m,"7' 6.5""",2019 Viking Classic,"Apr 26, 2019"
,"Eure, Maria",FR-1,2.30m,"7' 6.5""",Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
,"Eure, Maria",FR-1,2.16m,"7' 1""",2019 Dick Young Invite,"Apr 20, 2019"
