0,1,2
POINTS,2,Simpson (9/20/2011) Knox College (10/30/2011)
GOALS,1,Saint Mary's (9/10/2011) Principia (Ill.) (9/17/2011) Simpson (9/20/2011) Lake Forest College (10/8/2011) Illinois College (10/15/2011) Knox College (10/30/2011)
ASSISTS,1,Saint Mary's (9/10/2011) Coe (9/11/2011) Principia (Ill.) (9/17/2011) Central College (9/28/2011) Lake Forest College (10/8/2011) Illinois College (10/15/2011) Augustana College (9/3/2101)
SHOTS,4,St. Norbert College (10/1/2011) Lake Forest College (10/8/2011)
SHOTS ON GOAL,3,Cornell College (9/1/2011) Saint Mary's (9/10/2011) St. Norbert College (10/1/2011) Lake Forest College (10/8/2011)
SAVES,1,Coe (9/11/2011) North Central (9/18/2011) Central College (9/28/2011) Carroll University (10/23/2011) Augustana College (9/3/2101)
FOULS,4,Lake Forest College (10/8/2011)
CORNER KICKS,1,Coe (9/11/2011) Principia (Ill.) (9/17/2011) Lake Forest College (10/8/2011) Illinois College (10/15/2011) Knox College (10/30/2011)
