Date,Opponent,Score,G,A,PTS,SH,Shot%,SOG,SOG%,YC-RC,GW,PK-ATT,Min
9/1/2011,vs Cornell College,1-0,1,2,4,22,0.045,10,0.455,0-0,1,0-0,986
9/10/2011,at Saint Mary's,0-1,0,0,0,11,0.0,5,0.455,0-0,0,0-0,1025
9/11/2011,at Coe,1-2,1,0,2,13,0.077,2,0.154,0-0,0,0-0,1009
9/17/2011,at Principia (Ill.),2-1,2,3,7,8,0.25,6,0.75,1-0,1,0-0,1050
9/18/2011,at North Central,0-5,0,0,0,4,0.0,2,0.5,1-0,0,0-0,1011
9/20/2011,at Simpson,1-1,1,1,3,18,0.056,9,0.5,1-0,0,0-0,1164
9/24/2011,at Lawrence University,1-2,1,1,3,8,0.125,8,1.0,0-0,0,0-0,0
9/28/2011,at Central College,0-2,0,0,0,5,0.0,2,0.4,0-0,0,0-0,992
10/1/2011,vs St. Norbert College,0-2,0,0,0,7,0.0,4,0.571,0-0,0,0-0,1002
10/8/2011,vs Lake Forest College,2-1,2,0,4,10,0.2,6,0.6,0-0,1,0-0,1189
10/11/2011,at Monmouth College,1-2,1,1,3,22,0.045,14,0.636,1-0,0,0-0,0
10/15/2011,at Illinois College,0-1,0,0,0,23,0.0,16,0.696,2-0,0,0-0,948
10/23/2011,at Beloit College,2-2,2,2,6,16,0.125,11,0.688,2-0,0,0-0,0
10/23/2011,at Carroll University,0-4,0,0,0,2,0.0,1,0.5,0-0,0,0-0,1021
10/29/2011,vs Ripon College,3-2,3,4,10,14,0.214,7,0.5,1-0,1,0-0,1148
10/30/2011,vs Knox College,8-1,8,7,23,35,0.229,19,0.543,1-0,1,0-0,971
9/3/2101,vs Augustana College,0-2,0,0,0,3,0.0,1,0.333,0-0,0,0-0,981
Total,,22-31,22,21,65,221,0.1,123,0.557,10-0,5,0-0,14497
Opponent,,-,31,23,85,262,0.118,141,0.538,19-2,10,-,14564
