0,1,2
POINTS,5,Knox College (10/30/2011)
GOALS,2,Lake Forest College (10/8/2011) Beloit College (10/23/2011) Knox College (10/30/2011)
ASSISTS,2,Ripon College (10/29/2011)
SHOTS,8,Monmouth College (10/11/2011) Beloit College (10/23/2011)
SHOTS ON GOAL,6,Monmouth College (10/11/2011) Beloit College (10/23/2011)
SAVES,14,Simpson (9/20/2011)
