Statistic,High,Player,Opponent
POINTS,5,Rockne Decoster,Knox College (10/30/2011)
GOALS,2,Omeed Kashef Evan Wright Rockne Decoster,Lake Forest College (10/8/2011) Beloit College (10/23/2011) Knox College (10/30/2011)
ASSISTS,2,Reed Caron,Ripon College (10/29/2011)
SHOTS,8,Joseph Brown Evan Wright,Monmouth College (10/11/2011) Beloit College (10/23/2011)
SHOTS ON GOAL,6,Joseph Brown Evan Wright,Monmouth College (10/11/2011) Beloit College (10/23/2011)
SAVES,14,Greg Fox,Simpson (9/20/2011)
