Statistic,High,Opponent
POINTS,23,Knox College (10/30/2011)
GOALS,8,Knox College (10/30/2011)
ASSISTS,7,Knox College (10/30/2011)
SHOTS,35,Knox College (10/30/2011)
SHOTS ON GOAL,19,Knox College (10/30/2011)
SAVES,14,Simpson (9/20/2011)
FOULS,11,Cornell College (9/1/2011) North Central (9/18/2011) Ripon College (10/29/2011)
CORNER KICKS,13,Beloit College (10/23/2011)
