Unnamed: 0,Time,Athletes,Meet,Meet Date
,4:18.64,"Olowu, Staker, Garcia, Frasca",Midwest Conference Indoor Championships,"Feb 25, 2022"
,4:19.98,"Olowu, Garcia, Staker, Frasca",Darren Young Invitational,"Feb 12, 2022"
,4:30.82,"Staker, Garcia, Reid, Elliott-Rude",Grinnell Invitational,"Jan 29, 2022"
,4:36.42,"Staker, Garcia, Reid, Kaczmarczyk",Hilltop Invitational,"Jan 22, 2022"
,4:42.83,"Daney, Elliott-Rude, Rabbani, Mullen",Darren Young Invitational,"Feb 12, 2022"
,4:46.17,"Rabbani, Mullen, Ford, LeBlanc",Luther College Invitational,"Feb 5, 2022"
,4:47.79,"Mullen, Klassen, DonTigny, Smith",Liz Wuertz Invite,"Feb 19, 2022"
,4:53.54,"Daney, Elliott-Rude, Timmermans, Rabbani",Hilltop Invitational,"Jan 22, 2022"
,5:05.02,"Kaczmarczyk, Diamond-Berman, Timmermans, Smith",Luther College Invitational,"Feb 5, 2022"
