Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Berhane, Arsema",SR-4,10.27m,"33' 8.5""",Midwest Conference Indoor Championships,"Feb 25, 2022"
,"Berhane, Arsema",SR-4,10.14m,"33' 3.25""",Hilltop Invitational,"Jan 22, 2022"
,"Berhane, Arsema",SR-4,10.09m,"33' 1.25""",Grinnell Holiday Indoor Triangular,"Dec 10, 2021"
,"Berhane, Arsema",SR-4,9.99m,"32' 9.5""",Midwest Conference Indoor Championships,"Feb 25, 2022"
,"Berhane, Arsema",SR-4,9.97m,"32' 8.5""",Grinnell Holiday Indoor Triangular,"Dec 10, 2021"
,"Berhane, Arsema",SR-4,9.96m,"32' 8.25""",Grinnell Invitational,"Jan 29, 2022"
,"Berhane, Arsema",SR-4,9.93m,"32' 7""",Midwest Conference Indoor Championships,"Feb 25, 2022"
,"Berhane, Arsema",SR-4,9.93m,"32' 7""",Grinnell Holiday Indoor Triangular,"Dec 10, 2021"
,"Berhane, Arsema",SR-4,9.83m,"32' 3""",Grinnell Invitational,"Jan 29, 2022"
,"Berhane, Arsema",SR-4,9.69m,"31' 9.5""",Grinnell Invitational,"Jan 29, 2022"
,"Berhane, Arsema",SR-4,9.66m,"31' 8.5""",Luther College Invitational,"Feb 5, 2022"
,"Berhane, Arsema",SR-4,9.55m,"31' 4""",Grinnell Holiday Indoor Triangular,"Dec 10, 2021"
,"Berhane, Arsema",SR-4,8.98m,"29' 5.5""",Luther College Invitational,"Feb 5, 2022"
,"Berhane, Arsema",SR-4,8.77m,"28' 9.25""",Liz Wuertz Invite,"Feb 19, 2022"
,"Berhane, Arsema",SR-4,8.75m,"28' 8.5""",Hilltop Invitational,"Jan 22, 2022"
,"Berhane, Arsema",SR-4,8.27m,"27' 1.75""",Darren Young Invitational,"Feb 12, 2022"
,"Berhane, Arsema",SR-4,8.22m,"26' 11.75""",Luther College Invitational,"Feb 5, 2022"
,"Berhane, Arsema",SR-4,8.15m,"26' 9""",Darren Young Invitational,"Feb 12, 2022"
,"Berhane, Arsema",SR-4,7.13m,"23' 4.75""",Liz Wuertz Invite,"Feb 19, 2022"
