Unnamed: 0,Time,Athletes,Meet,Meet Date
,13:15.05,"Daney, Rabbani, Elliott-Rude, Schaefer",Midwest Conference Indoor Championships,"Feb 25, 2022"
,14:26.12,"Daney, Reid, Timmermans, Rabbani",Grinnell Invitational,"Jan 29, 2022"
,14:55.60,"Elliott-Rude, Kaczmarczyk, Mullen, Klassen",Grinnell Invitational,"Jan 29, 2022"
