Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Booher, Sara",FR-1,11.45m,"37' 6.75""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Booher, Sara",FR-1,11.25m,"36' 11""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Booher, Sara",FR-1,10.79m,"35' 5""",Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Booher, Sara",FR-1,10.78m,"35' 4.5""",Dick Young Invitational,"Apr 23, 2022"
,"Booher, Sara",FR-1,10.62m,"34' 10.25""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Booher, Sara",FR-1,10.58m,"34' 8.5""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Filkins, Andrea",FR-1,10.46m,"34' 4""",Dick Young Invitational,"Apr 23, 2022"
,"Booher, Sara",FR-1,10.44m,"34' 3""",Dick Young Invitational,"Apr 23, 2022"
,"Booher, Sara",FR-1,10.44m,"34' 3""",Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Booher, Sara",FR-1,10.42m,"34' 2.25""",Dick Young Invitational,"Apr 23, 2022"
,"Booher, Sara",FR-1,10.41m,"34' 2""",Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Booher, Sara",FR-1,10.33m,"33' 10.75""",Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Filkins, Andrea",FR-1,10.07m,"33' 0.5""",Dick Young Invitational,"Apr 23, 2022"
,"Booher, Sara",FR-1,10.05m,"32' 11.75""",Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Booher, Sara",FR-1,10.05m,"32' 11.75""",Cornell College Invitational,"Apr 2, 2022"
,"Filkins, Andrea",FR-1,10.02m,"32' 10.5""",Mustang Open,"Apr 9, 2022"
,"Filkins, Andrea",FR-1,9.88m,"32' 5""",Dick Young Invitational,"Apr 23, 2022"
,"Filkins, Andrea",FR-1,9.87m,"32' 4.75""",Dick Young Invitational,"Apr 23, 2022"
,"Booher, Sara",FR-1,9.85m,"32' 3.75""",2022 Kip Janvrin Open,"Apr 28, 2022"
,"Filkins, Andrea",FR-1,9.79m,"32' 1.5""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Booher, Sara",FR-1,9.73m,"31' 11.25""",Cornell College Invitational,"Apr 2, 2022"
,"Filkins, Andrea",FR-1,9.72m,"31' 10.75""",Emory Thrills in the Hills Open,"Mar 25, 2022"
,"Filkins, Andrea",FR-1,9.69m,"31' 9.5""",2022 Kip Janvrin Open,"Apr 28, 2022"
,"Booher, Sara",FR-1,9.69m,"31' 9.5""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Filkins, Andrea",FR-1,9.69m,"31' 9.5""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Filkins, Andrea",FR-1,9.68m,"31' 9.25""",Emory Thrills in the Hills Open,"Mar 25, 2022"
,"Booher, Sara",FR-1,9.65m,"31' 8""",Dick Young Invitational,"Apr 23, 2022"
,"Booher, Sara",FR-1,9.64m,"31' 7.5""",Cornell College Invitational,"Apr 2, 2022"
,"Filkins, Andrea",FR-1,9.63m,"31' 7.25""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Myers-Rafferty, Emma",FR-1,9.59m,"31' 5.75""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Filkins, Andrea",FR-1,9.51m,"31' 2.5""",Emory Thrills in the Hills Open,"Mar 25, 2022"
,"Booher, Sara",FR-1,9.47m,"31' 1""",Mustang Open,"Apr 9, 2022"
,"Booher, Sara",FR-1,9.44m,"30' 11.75""",2022 Kip Janvrin Open,"Apr 28, 2022"
,"Myers-Rafferty, Emma",FR-1,9.43m,"30' 11.25""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Booher, Sara",FR-1,9.42m,"30' 11""",Dick Young Invitational,"Apr 23, 2022"
,"Filkins, Andrea",FR-1,9.40m,"30' 10.25""",Mustang Open,"Apr 9, 2022"
,"Booher, Sara",FR-1,9.39m,"30' 9.75""",2022 Kip Janvrin Open,"Apr 28, 2022"
,"Filkins, Andrea",FR-1,9.35m,"30' 8.25""",Dick Young Invitational,"Apr 23, 2022"
,"Booher, Sara",FR-1,9.32m,"30' 7""",Dick Young Invitational,"Apr 23, 2022"
,"Myers-Rafferty, Emma",FR-1,9.30m,"30' 6.25""",Dick Young Invitational,"Apr 23, 2022"
,"Filkins, Andrea",FR-1,9.29m,"30' 5.75""",Mustang Open,"Apr 9, 2022"
,"Myers-Rafferty, Emma",FR-1,9.23m,"30' 3.5""",Dick Young Invitational,"Apr 23, 2022"
,"Myers-Rafferty, Emma",FR-1,9.20m,"30' 2.25""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Myers-Rafferty, Emma",FR-1,9.13m,"29' 11.5""",Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Filkins, Andrea",FR-1,9.10m,"29' 10.25""",Cornell College Invitational,"Apr 2, 2022"
,"Myers-Rafferty, Emma",FR-1,9.10m,"29' 10.25""",Dick Young Invitational,"Apr 23, 2022"
,"Booher, Sara",FR-1,9.09m,"29' 10""",Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Filkins, Andrea",FR-1,9.08m,"29' 9.5""",Cornell College Invitational,"Apr 2, 2022"
,"Booher, Sara",FR-1,9.07m,"29' 9.25""",Mustang Open,"Apr 9, 2022"
