Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Filkins, Andrea",FR-1,9.06m,"29' 8.75""",Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Myers-Rafferty, Emma",FR-1,8.96m,"29' 4.75""",Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Filkins, Andrea",FR-1,8.94m,"29' 4""",2022 Kip Janvrin Open,"Apr 28, 2022"
,"Filkins, Andrea",FR-1,8.89m,"29' 2""",Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Filkins, Andrea",FR-1,8.77m,"28' 9.25""",Cornell College Invitational,"Apr 2, 2022"
,"Booher, Sara",FR-1,8.71m,"28' 7""",Mustang Open,"Apr 9, 2022"
,"Filkins, Andrea",FR-1,8.71m,"28' 7""",Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Myers-Rafferty, Emma",FR-1,8.64m,"28' 4.25""",Mustang Open,"Apr 9, 2022"
,"Myers-Rafferty, Emma",FR-1,8.60m,"28' 2.75""",2022 Kip Janvrin Open,"Apr 28, 2022"
,"Myers-Rafferty, Emma",FR-1,8.55m,"28' 0.75""",2022 Kip Janvrin Open,"Apr 28, 2022"
,"Filkins, Andrea",FR-1,8.45m,"27' 8.75""",2022 Kip Janvrin Open,"Apr 28, 2022"
,"Myers-Rafferty, Emma",FR-1,8.30m,"27' 2.75""",Mustang Open,"Apr 9, 2022"
,"Myers-Rafferty, Emma",FR-1,8.29m,"27' 2.5""",Emory Thrills in the Hills Open,"Mar 25, 2022"
,"Myers-Rafferty, Emma",FR-1,8.28m,"27' 2""",Emory Thrills in the Hills Open,"Mar 25, 2022"
,"Myers-Rafferty, Emma",FR-1,8.11m,"26' 7.25""",Mustang Open,"Apr 9, 2022"
,"Myers-Rafferty, Emma",FR-1,8.09m,"26' 6.5""",2022 Kip Janvrin Open,"Apr 28, 2022"
,"Myers-Rafferty, Emma",FR-1,8.07m,"26' 5.75""",Emory Thrills in the Hills Open,"Mar 25, 2022"
