Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Filkins, Andrea",FR-1,30.71m,"100' 9""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Berhane, Arsema",SR-4,30.33m,"99' 6""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Berhane, Arsema",SR-4,29.94m,"98' 3""",Emory Thrills in the Hills Open,"Mar 25, 2022"
,"Berhane, Arsema",SR-4,29.91m,"98' 1""",Dick Young Invitational,"Apr 23, 2022"
,"Filkins, Andrea",FR-1,29.43m,"96' 7""",Dick Young Invitational,"Apr 23, 2022"
,"Filkins, Andrea",FR-1,29.32m,"96' 2""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Filkins, Andrea",FR-1,29.22m,"95' 10""",Dick Young Invitational,"Apr 23, 2022"
,"Berhane, Arsema",SR-4,29.16m,"95' 8""",Mustang Open,"Apr 9, 2022"
,"Berhane, Arsema",SR-4,29.10m,"95' 6""",Emory Thrills in the Hills Open,"Mar 25, 2022"
,"Berhane, Arsema",SR-4,29.02m,"95' 2""",Emory Thrills in the Hills Open,"Mar 25, 2022"
,"Filkins, Andrea",FR-1,28.85m,"94' 8""",Dick Young Invitational,"Apr 23, 2022"
,"Berhane, Arsema",SR-4,28.49m,"93' 6""",2022 Kip Janvrin Open,"Apr 28, 2022"
,"Filkins, Andrea",FR-1,28.33m,"92' 11""",Cornell College Invitational,"Apr 2, 2022"
,"Berhane, Arsema",SR-4,28.06m,"92' 1""",Dick Young Invitational,"Apr 23, 2022"
,"Berhane, Arsema",SR-4,27.79m,"91' 2""",2022 Kip Janvrin Open,"Apr 28, 2022"
,"Filkins, Andrea",FR-1,27.44m,"90' 0""",Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Berhane, Arsema",SR-4,27.19m,"89' 2""",Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Berhane, Arsema",SR-4,27.18m,"89' 2""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Berhane, Arsema",SR-4,26.53m,"87' 0""",Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Filkins, Andrea",FR-1,26.32m,"86' 4""",Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Berhane, Arsema",SR-4,26.23m,"86' 1""",Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Berhane, Arsema",SR-4,23.09m,"75' 9""",Dick Young Invitational,"Apr 23, 2022"
,"Berhane, Arsema",SR-4,22.50m,"73' 10""",Dick Young Invitational,"Apr 23, 2022"
,"Berhane, Arsema",SR-4,19.37m,"63' 6""",Mustang Open,"Apr 9, 2022"
