Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Marsh, Grace",FR-1,30.72m,"100' 9""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Marsh, Grace",FR-1,28.07m,"92' 1""",Dick Young Invitational,"Apr 23, 2022"
,"Marsh, Grace",FR-1,27.57m,"90' 5""",Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Marsh, Grace",FR-1,27.50m,"90' 3""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Marsh, Grace",FR-1,27.02m,"88' 8""",Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Marsh, Grace",FR-1,26.93m,"88' 4""",2022 Kip Janvrin Open,"Apr 28, 2022"
,"Marsh, Grace",FR-1,26.78m,"87' 10""",Mustang Open,"Apr 9, 2022"
,"Marsh, Grace",FR-1,26.76m,"87' 9""",Mustang Open,"Apr 9, 2022"
,"Marsh, Grace",FR-1,26.39m,"86' 7""",Mustang Open,"Apr 9, 2022"
,"Marsh, Grace",FR-1,26.07m,"85' 6""",Dick Young Invitational,"Apr 23, 2022"
,"Marsh, Grace",FR-1,25.75m,"84' 6""",2022 Kip Janvrin Open,"Apr 28, 2022"
,"Marsh, Grace",FR-1,25.55m,"83' 10""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Marsh, Grace",FR-1,25.50m,"83' 8""",Mustang Open,"Apr 9, 2022"
,"Marsh, Grace",FR-1,25.36m,"83' 2""",Dick Young Invitational,"Apr 23, 2022"
,"Marsh, Grace",FR-1,24.98m,"81' 11""",Dick Young Invitational,"Apr 23, 2022"
,"Marsh, Grace",FR-1,24.83m,"81' 5""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Marsh, Grace",FR-1,24.50m,"80' 4""",Dick Young Invitational,"Apr 23, 2022"
,"Marsh, Grace",FR-1,24.45m,"80' 2""",2022 Kip Janvrin Open,"Apr 28, 2022"
,"Marsh, Grace",FR-1,24.41m,"80' 1""",Mustang Open,"Apr 9, 2022"
,"Marsh, Grace",FR-1,24.29m,"79' 8""",Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Marsh, Grace",FR-1,23.40m,"76' 9""",Dick Young Invitational,"Apr 23, 2022"
,"Rockwell, Aiyana",FR-1,22.94m,"75' 3""",Mustang Open,"Apr 9, 2022"
,"Smith, Abbie",SO-2,22.78m,"74' 9""",Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Smith, Abbie",SO-2,22.70m,"74' 6""",Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Marsh, Grace",FR-1,22.58m,"74' 1""",Mustang Open,"Apr 9, 2022"
,"Marsh, Grace",FR-1,22.53m,"73' 11""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Smith, Abbie",SO-2,22.36m,"73' 4""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Rockwell, Aiyana",FR-1,22.05m,"72' 4""",2022 Kip Janvrin Open,"Apr 28, 2022"
,"Smith, Abbie",SO-2,21.84m,"71' 8""",2022 Kip Janvrin Open,"Apr 28, 2022"
,"Smith, Abbie",SO-2,21.69m,"71' 2""",Dick Young Invitational,"Apr 23, 2022"
,"Smith, Abbie",SO-2,21.56m,"70' 9""",2022 Kip Janvrin Open,"Apr 28, 2022"
,"Smith, Abbie",SO-2,21.38m,"70' 2""",Dick Young Invitational,"Apr 23, 2022"
,"Smith, Abbie",SO-2,21.29m,"69' 10""",Dick Young Invitational,"Apr 23, 2022"
,"Rockwell, Aiyana",FR-1,21.11m,"69' 3""",Mustang Open,"Apr 9, 2022"
,"Smith, Abbie",SO-2,20.96m,"68' 9""",Mustang Open,"Apr 9, 2022"
,"Smith, Abbie",SO-2,20.61m,"67' 7""",2022 Kip Janvrin Open,"Apr 28, 2022"
,"Rockwell, Aiyana",FR-1,20.55m,"67' 5""",Dick Young Invitational,"Apr 23, 2022"
,"Smith, Abbie",SO-2,20.54m,"67' 5""",Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Rockwell, Aiyana",FR-1,19.78m,"64' 11""",2022 Kip Janvrin Open,"Apr 28, 2022"
,"Smith, Abbie",SO-2,19.51m,"64' 0""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Rockwell, Aiyana",FR-1,19.16m,"62' 10""",Dick Young Invitational,"Apr 23, 2022"
,"Smith, Abbie",SO-2,18.96m,"62' 2""",Dick Young Invitational,"Apr 23, 2022"
,"Rockwell, Aiyana",FR-1,18.95m,"62' 2""",Dick Young Invitational,"Apr 23, 2022"
,"Rockwell, Aiyana",FR-1,18.76m,"61' 6""",2022 Kip Janvrin Open,"Apr 28, 2022"
,"Rockwell, Aiyana",FR-1,17.59m,"57' 8""",Dick Young Invitational,"Apr 23, 2022"
,"Rockwell, Aiyana",FR-1,16.01m,"52' 6""",Dick Young Invitational,"Apr 23, 2022"
