Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Rockwell, Aiyana",FR-1,38.64m,"126' 9""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Rockwell, Aiyana",FR-1,37.39m,"122' 8""",2022 Kip Janvrin Open,"Apr 28, 2022"
,"Rockwell, Aiyana",FR-1,37.17m,"121' 11""",2022 Kip Janvrin Open,"Apr 28, 2022"
,"Rockwell, Aiyana",FR-1,36.67m,"120' 4""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Rockwell, Aiyana",FR-1,36.30m,"119' 1""",Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Rockwell, Aiyana",FR-1,35.31m,"115' 10""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Rockwell, Aiyana",FR-1,34.98m,"114' 9""",Dick Young Invitational,"Apr 23, 2022"
,"Rockwell, Aiyana",FR-1,34.76m,"114' 0""",Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Rockwell, Aiyana",FR-1,34.23m,"112' 4""",Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Rockwell, Aiyana",FR-1,34.09m,"111' 10""",Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Rockwell, Aiyana",FR-1,33.09m,"108' 7""",Dick Young Invitational,"Apr 23, 2022"
,"Filkins, Andrea",FR-1,32.78m,"107' 6""",Dick Young Invitational,"Apr 23, 2022"
,"Filkins, Andrea",FR-1,32.35m,"106' 2""",Dick Young Invitational,"Apr 23, 2022"
,"Filkins, Andrea",FR-1,31.90m,"104' 8""",Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Filkins, Andrea",FR-1,31.58m,"103' 7""",Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Filkins, Andrea",FR-1,31.53m,"103' 5""",Cornell College Invitational,"Apr 2, 2022"
,"Filkins, Andrea",FR-1,31.45m,"103' 2""",Dick Young Invitational,"Apr 23, 2022"
