Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Filkins, Andrea",FR-1,31.39m,"103' 0""",Cornell College Invitational,"Apr 2, 2022"
,"Filkins, Andrea",FR-1,31.12m,"102' 1""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Filkins, Andrea",FR-1,31.12m,"102' 1""",Mustang Open,"Apr 9, 2022"
,"Filkins, Andrea",FR-1,31.02m,"101' 9""",Cornell College Invitational,"Apr 2, 2022"
,"Filkins, Andrea",FR-1,30.71m,"100' 9""",Mustang Open,"Apr 9, 2022"
,"Filkins, Andrea",FR-1,30.48m,"100' 0""",Mustang Open,"Apr 9, 2022"
,"Filkins, Andrea",FR-1,30.40m,"99' 9""",Mustang Open,"Apr 9, 2022"
,"Filkins, Andrea",FR-1,29.30m,"96' 1""",Mustang Open,"Apr 9, 2022"
,"Rockwell, Aiyana",FR-1,29.15m,"95' 8""",Dick Young Invitational,"Apr 23, 2022"
,"Filkins, Andrea",FR-1,28.87m,"94' 9""",Mustang Open,"Apr 9, 2022"
,"Filkins, Andrea",FR-1,28.27m,"92' 9""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Filkins, Andrea",FR-1,28.18m,"92' 5""",2022 Kip Janvrin Open,"Apr 28, 2022"
,"Filkins, Andrea",FR-1,28.01m,"91' 11""",2022 Kip Janvrin Open,"Apr 28, 2022"
,"Rockwell, Aiyana",FR-1,27.95m,"91' 8""",Mustang Open,"Apr 9, 2022"
,"Berhane, Arsema",SR-4,27.52m,"90' 3""",Dick Young Invitational,"Apr 23, 2022"
,"Filkins, Andrea",FR-1,27.06m,"88' 9""",Dick Young Invitational,"Apr 23, 2022"
,"Berhane, Arsema",SR-4,26.63m,"87' 4""",Dick Young Invitational,"Apr 23, 2022"
,"Berhane, Arsema",SR-4,26.08m,"85' 7""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Filkins, Andrea",FR-1,25.56m,"83' 10""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Booher, Sara",FR-1,24.48m,"80' 4""",Mustang Open,"Apr 9, 2022"
,"Berhane, Arsema",SR-4,24.35m,"79' 11""",Mustang Open,"Apr 9, 2022"
,"Berhane, Arsema",SR-4,23.61m,"77' 5""",Mustang Open,"Apr 9, 2022"
,"Berhane, Arsema",SR-4,23.28m,"76' 4""",Emory Thrills in the Hills Open,"Mar 25, 2022"
,"Berhane, Arsema",SR-4,22.52m,"73' 11""",2022 Kip Janvrin Open,"Apr 28, 2022"
,"Berhane, Arsema",SR-4,22.41m,"73' 6""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Booher, Sara",FR-1,22.11m,"72' 6""",Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Booher, Sara",FR-1,21.96m,"72' 0""",Mustang Open,"Apr 9, 2022"
,"Marsh, Grace",FR-1,21.88m,"71' 9""",Dick Young Invitational,"Apr 23, 2022"
,"Berhane, Arsema",SR-4,21.84m,"71' 8""",Emory Thrills in the Hills Open,"Mar 25, 2022"
,"Berhane, Arsema",SR-4,21.20m,"69' 7""",2022 Kip Janvrin Open,"Apr 28, 2022"
,"Booher, Sara",FR-1,20.97m,"68' 9""",Dick Young Invitational,"Apr 23, 2022"
,"Myers-Rafferty, Emma",FR-1,20.60m,"67' 7""",Emory Thrills in the Hills Open,"Mar 25, 2022"
,"Booher, Sara",FR-1,20.57m,"67' 6""",Dick Young Invitational,"Apr 23, 2022"
,"Berhane, Arsema",SR-4,20.43m,"67' 0""",Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Marsh, Grace",FR-1,19.90m,"65' 3""",Dick Young Invitational,"Apr 23, 2022"
,"Berhane, Arsema",SR-4,19.60m,"64' 4""",Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Booher, Sara",FR-1,18.54m,"60' 10""",Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Myers-Rafferty, Emma",FR-1,18.39m,"60' 4""",Emory Thrills in the Hills Open,"Mar 25, 2022"
,"Booher, Sara",FR-1,17.74m,"58' 2""",Dick Young Invitational,"Apr 23, 2022"
,"Myers-Rafferty, Emma",FR-1,17.12m,"56' 2""",Emory Thrills in the Hills Open,"Mar 25, 2022"
,"Berhane, Arsema",SR-4,17.02m,"55' 10""",Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Berhane, Arsema",SR-4,16.87m,"55' 4""",Dick Young Invitational,"Apr 23, 2022"
,"Myers-Rafferty, Emma",FR-1,16.02m,"52' 7""",Mustang Open,"Apr 9, 2022"
,"Myers-Rafferty, Emma",FR-1,14.16m,"46' 5""",Mustang Open,"Apr 9, 2022"
,"Myers-Rafferty, Emma",FR-1,12.34m,"40' 6""",Dick Young Invitational,"Apr 23, 2022"
,"Myers-Rafferty, Emma",FR-1,12.15m,"39' 10""",Dick Young Invitational,"Apr 23, 2022"
,"Myers-Rafferty, Emma",FR-1,10.23m,"33' 7""",Dick Young Invitational,"Apr 23, 2022"
,"Berhane, Arsema",SR-4,2.22m,"7' 3""",2022 Kip Janvrin Open,"Apr 28, 2022"
