Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 31, 2019 (Saturday)",TBA,Away,University of Wisconsin-Whitewater Tournament,"Whitewater, WI",,,,2nd/8 Teams,RecapResults
"September 7, 2019 (Saturday)",9:00 a.m.,Home,Lawrence University,"Grinnell, IA/10th Avenue Courts",,,,"W,9-0",RecapResults
"September 7, 2019 (Saturday)",3:00 p.m.,Home,St. Norbert College,"Grinnell, IA/10th Avenue Courts",,,,"W,9-0",RecapResults
"September 8, 2019 (Sunday)",2:30 p.m.,Home,Ripon College,"Grinnell, IA/10th Avenue Courts",,,,"W,9-0",RecapResults
"September 14, 2019 (Saturday)",9:00 a.m.,Home,Beloit College,"Grinnell, IA/10th Avenue Courts",,,,"W,9-0",RecapResults
"September 14, 2019 (Saturday)",3:00 p.m.,Home,Lake Forest College,"Grinnell, IA/10th Avenue Courts",,,,"W,6-3",RecapResults
"September 20, 2019 (Friday)",TBA,Neutral,ITA Midwest Regional,"St. Peter, Minn.",,,,No Team Score,RecapResults
"September 20, 2019 (Friday)",TBA,Neutral,Gustavus Fall Invite,"St. Peter, Minn.",,,,No Team Score,Results
"October 5, 2019 (Saturday)",9:00 a.m.,Away,Illinois College,"Jacksonville, IL",,,,"W,9-0",RecapResults
"October 5, 2019 (Saturday)",3:00 p.m.,Away,Monmouth College,"Monmouth, IL",,,,"W,9-0",RecapResults
"October 6, 2019 (Sunday)",9:00 a.m.,Away,Knox College,"Galesburg, IL (at Galesburg HS)",,,,"W,9-0",RecapResults
"October 12, 2019 (Saturday)",9:30 a.m.,Home,Bethel University,"Grinnell, IA",,,,"W,5-4",RecapResults
"October 12, 2019 (Saturday)",3:00 p.m.,Home,Cornell College,"Grinnell, IA",,,,"W,9-0",RecapResults
"October 19, 2019 (Saturday)",TBA,Neutral,Midwest Conference Individual Tournament,"Madison, WI",,,,No Team Score,RecapResults
"March 1, 2020 (Sunday)",2:00 p.m.,Home,University of St. Thomas,"Grinnell, IA",,,,"W,7-2",RecapResults
"March 8, 2020 (Sunday)",2:00 p.m.,Home,Concordia University (Neb.),"Grinnell, IA",,,,"W,9-0",RecapResults
"March 16, 2020 (Monday)",3:00 p.m.,Neutral,Mount Holyoke College,"Orlando, FL (Doubles Courts 15-18, Singles Courts 15-20)",,,,Canceled,
"March 17, 2020 (Tuesday)",8:00 a.m.,Neutral,St. Lawrence University,"Orlando, FL (Doubles Courts 9-12, Singles Courts 9-14)",,,,Canceled,
"March 18, 2020 (Wednesday)",3:00 p.m.,Neutral,Salisbury University,"Orlando, FL (Doubles Courts 9-12, Singles Courts 15-20)",,,,Canceled,
"March 20, 2020 (Friday)",11:30 a.m.,Neutral,Hope College,"Orlando, FL (Doubles Courts 15-18, Singles Courts 15-20)",,,,Canceled,
"March 20, 2020 (Friday)",3:00 p.m.,Neutral,Kalamazoo College,"Orlando, FL (Doubles Courts 7-10, Singles Courts 7-12)",,,,Canceled,
"April 4, 2020 (Saturday)",10:00 a.m.,Home,Central College,"Grinnell, IA",,,,Canceled,
"April 5, 2020 (Sunday)",9:00 a.m.,Home,Augustana College (IL),"Grinnell, IA",,,,Canceled,
"April 5, 2020 (Sunday)",Noon,Neutral,Augustana College (IL) vs. Iowa Central CC,"Grinnell, IA",,,,Canceled,
"April 5, 2020 (Sunday)",3:00 p.m.,Home,Iowa Central CC,"Grinnell, IA",,,,Canceled,
"April 18, 2020 (Saturday)",11:30 a.m.,Neutral,Coe College,"Eau Claire, WI",,,,Canceled,
"April 18, 2020 (Saturday)",3:00 p.m.,Away,University of Wisconsin-Eau Claire,"Eau Claire, WI",,,,Canceled,
"April 23, 2020 (Thursday)",11:30 a.m.,Neutral,Lawrence University (Semifinal),"Madison, WI",,,2020 Midwest Conference Team Tournament,Canceled,
