Year,Gender,Sport,School,Expense
2008,Men,Tennis,Illinois Col,9419.0
2008,Women,Basketball,Illinois Col,85043.0
2008,Women,Golf,Illinois Col,38970.0
2008,Women,Soccer,Illinois Col,33201.0
2008,Women,Softball,Illinois Col,40631.0
2008,Women,Tennis,Illinois Col,10170.0
2008,Women,Volleyball,Illinois Col,39120.0
2009,Men,Baseball,Illinois Col,100018.0
2009,Men,Basketball,Illinois Col,98037.0
2009,Men,Football,Illinois Col,264668.0
2009,Men,Golf,Illinois Col,37923.0
2009,Men,Soccer,Illinois Col,29692.0
2009,Men,Tennis,Illinois Col,10820.0
2009,Women,Basketball,Illinois Col,80759.0
2009,Women,Golf,Illinois Col,25799.0
2009,Women,Soccer,Illinois Col,30996.0
2009,Women,Softball,Illinois Col,59273.0
2009,Women,Tennis,Illinois Col,12686.0
2009,Women,Volleyball,Illinois Col,51827.0
2010,Men,Baseball,Illinois Col,91571.0
2010,Men,Basketball,Illinois Col,107714.0
2010,Men,Football,Illinois Col,293785.0
2010,Men,Golf,Illinois Col,49533.0
2010,Men,Soccer,Illinois Col,44268.0
2010,Men,Tennis,Illinois Col,8281.0
2010,Women,Basketball,Illinois Col,82524.0
2010,Women,Golf,Illinois Col,36693.0
2010,Women,Soccer,Illinois Col,44581.0
2010,Women,Softball,Illinois Col,60826.0
2010,Women,Tennis,Illinois Col,10688.0
2010,Women,Volleyball,Illinois Col,57205.0
2011,Men,Baseball,Illinois Col,122523.0
2011,Men,Basketball,Illinois Col,88225.0
2011,Men,Football,Illinois Col,288201.0
2011,Men,Golf,Illinois Col,34163.0
2011,Men,Soccer,Illinois Col,55055.0
2011,Men,Tennis,Illinois Col,22222.0
2011,Women,Basketball,Illinois Col,80496.0
2011,Women,Golf,Illinois Col,44212.0
2011,Women,Soccer,Illinois Col,60427.0
2011,Women,Softball,Illinois Col,66342.0
2011,Women,Volleyball,Illinois Col,40666.0
2012,Men,Baseball,Illinois Col,126131.0
2012,Men,Basketball,Illinois Col,125952.0
2012,Men,Football,Illinois Col,298744.0
2012,Men,Golf,Illinois Col,32998.0
2012,Men,Soccer,Illinois Col,60419.0
2012,Men,Tennis,Illinois Col,16301.0
2012,Women,Basketball,Illinois Col,87489.0
2012,Women,Golf,Illinois Col,36980.0
2012,Women,Soccer,Illinois Col,62667.0
2012,Women,Softball,Illinois Col,56730.0
2012,Women,Tennis,Illinois Col,29944.0
2012,Women,Volleyball,Illinois Col,47678.0
2013,Men,Baseball,Illinois Col,142962.0
2013,Men,Basketball,Illinois Col,148800.0
2013,Men,Football,Illinois Col,354518.0
2013,Men,Golf,Illinois Col,29304.0
2013,Men,Soccer,Illinois Col,59136.0
2013,Men,Tennis,Illinois Col,21524.0
2013,Women,Basketball,Illinois Col,83331.0
2013,Women,Golf,Illinois Col,42720.0
2013,Women,Soccer,Illinois Col,58348.0
2013,Women,Softball,Illinois Col,65329.0
2013,Women,Tennis,Illinois Col,33514.0
2013,Women,Volleyball,Illinois Col,48153.0
2014,Men,Baseball,Illinois Col,175427.0
2014,Men,Basketball,Illinois Col,163545.0
2014,Men,Football,Illinois Col,362695.0
2014,Men,Golf,Illinois Col,24584.0
2014,Men,Soccer,Illinois Col,71501.0
2014,Men,Tennis,Illinois Col,36224.0
2014,Women,Basketball,Illinois Col,107733.0
2014,Women,Golf,Illinois Col,29017.0
2014,Women,Soccer,Illinois Col,90287.0
2014,Women,Softball,Illinois Col,77285.0
2014,Women,Tennis,Illinois Col,24633.0
2014,Women,Volleyball,Illinois Col,67920.0
2015,Men,Baseball,Illinois Col,164796.0
2015,Men,Basketball,Illinois Col,146718.0
2015,Men,Football,Illinois Col,380039.0
2015,Men,Golf,Illinois Col,32381.0
2015,Men,Soccer,Illinois Col,107468.0
2015,Men,Tennis,Illinois Col,25705.0
2015,Women,Basketball,Illinois Col,115867.0
2015,Women,Golf,Illinois Col,31029.0
2015,Women,Soccer,Illinois Col,119785.0
2015,Women,Softball,Illinois Col,91686.0
2015,Women,Tennis,Illinois Col,26553.0
2015,Women,Volleyball,Illinois Col,124482.0
2016,Men,Baseball,Illinois Col,166698.0
2016,Men,Basketball,Illinois Col,139542.0
2016,Men,Football,Illinois Col,398359.0
2016,Men,Golf,Illinois Col,31575.0
2016,Men,Soccer,Illinois Col,108473.0
2016,Men,Tennis,Illinois Col,25481.0
2016,Women,Basketball,Illinois Col,138332.0
2016,Women,Golf,Illinois Col,30463.0
2016,Women,Soccer,Illinois Col,109284.0
2016,Women,Softball,Illinois Col,96093.0
2016,Women,Tennis,Illinois Col,25015.0
2016,Women,Volleyball,Illinois Col,123774.0
2017,Men,Baseball,Illinois Col,183174.0
2017,Men,Basketball,Illinois Col,105240.0
2017,Men,Football,Illinois Col,375873.0
2017,Men,Golf,Illinois Col,40417.0
2017,Men,Soccer,Illinois Col,114228.0
2017,Men,Tennis,Illinois Col,31077.0
2017,Women,Basketball,Illinois Col,134645.0
2017,Women,Golf,Illinois Col,40445.0
2017,Women,Soccer,Illinois Col,112996.0
2017,Women,Softball,Illinois Col,111079.0
2017,Women,Tennis,Illinois Col,26056.0
2017,Women,Volleyball,Illinois Col,144185.0
2018,Men,Baseball,Illinois Col,149558.0
2018,Men,Basketball,Illinois Col,154353.0
2018,Men,Football,Illinois Col,381111.0
2018,Men,Golf,Illinois Col,37655.0
2018,Men,Soccer,Illinois Col,108698.0
2018,Men,Tennis,Illinois Col,26056.0
2018,Women,Basketball,Illinois Col,150674.0
2018,Women,Golf,Illinois Col,39565.0
2018,Women,Soccer,Illinois Col,112328.0
2018,Women,Softball,Illinois Col,117413.0
2018,Women,Tennis,Illinois Col,28139.0
2018,Women,Volleyball,Illinois Col,127417.0
2019,Men,Baseball,Illinois Col,130195.0
2019,Men,Basketball,Illinois Col,154688.0
2019,Men,Football,Illinois Col,343448.0
2019,Men,Golf,Illinois Col,38356.0
2019,Men,Soccer,Illinois Col,103032.0
2019,Men,Tennis,Illinois Col,23822.0
2019,Women,Basketball,Illinois Col,149457.0
2019,Women,Golf,Illinois Col,46678.0
2019,Women,Soccer,Illinois Col,83316.0
2019,Women,Softball,Illinois Col,86354.0
2019,Women,Tennis,Illinois Col,25967.0
2019,Women,Volleyball,Illinois Col,113139.0
2020,Men,Baseball,Illinois Col,129794.0
2020,Men,Basketball,Illinois Col,101496.0
2020,Men,Football,Illinois Col,252474.0
2020,Men,Golf,Illinois Col,36521.0
2020,Men,Soccer,Illinois Col,113145.0
2020,Men,Tennis,Illinois Col,12318.0
2020,Women,Basketball,Illinois Col,113548.0
2020,Women,Golf,Illinois Col,33396.0
2020,Women,Soccer,Illinois Col,101822.0
2020,Women,Softball,Illinois Col,95326.0
2020,Women,Tennis,Illinois Col,13855.0
2020,Women,Volleyball,Illinois Col,96944.0
2021,Men,Baseball,Illinois Col,215268.0
2021,Men,Basketball,Illinois Col,182194.0
2021,Men,Football,Illinois Col,438125.0
2021,Men,Golf,Illinois Col,55768.0
2021,Men,Soccer,Illinois Col,145106.0
2021,Men,Tennis,Illinois Col,33478.0
2021,Women,Basketball,Illinois Col,178399.0
2021,Women,Golf,Illinois Col,50997.0
2021,Women,Soccer,Illinois Col,147169.0
2021,Women,Softball,Illinois Col,153051.0
2021,Women,Tennis,Illinois Col,32136.0
2021,Women,Volleyball,Illinois Col,159179.0
2022,Men,Baseball,Illinois Col,214566.0
2022,Men,Basketball,Illinois Col,197437.0
2022,Men,Football,Illinois Col,535309.0
2022,Men,Golf,Illinois Col,34615.0
2022,Men,Soccer,Illinois Col,165788.0
2022,Men,Tennis,Illinois Col,37496.0
2022,Women,Basketball,Illinois Col,200856.0
2022,Women,Golf,Illinois Col,31506.0
2022,Women,Soccer,Illinois Col,176367.0
2022,Women,Softball,Illinois Col,176354.0
2022,Women,Tennis,Illinois Col,30101.0
2022,Women,Volleyball,Illinois Col,155213.0
2003,Men,Baseball,Grinnell,52839.0
2003,Men,Basketball,Grinnell,56971.0
2003,Men,Cross Country,Grinnell,27762.0
2003,Men,Football,Grinnell,116388.0
2003,Men,Golf,Grinnell,37954.0
2003,Men,Soccer,Grinnell,38038.0
2003,Men,Swimming and Diving,Grinnell,48755.0
2003,Men,Tennis,Grinnell,32454.0
2003,Men,Track and Fields,Grinnell,73778.0
2003,Women,Basketball,Grinnell,54590.0
2003,Women,Cross Country,Grinnell,22490.0
2003,Women,Golf,Grinnell,31197.0
2003,Women,Soccer,Grinnell,39651.0
2003,Women,Softball,Grinnell,49678.0
2003,Women,Swimming and Diving,Grinnell,47338.0
2003,Women,Tennis,Grinnell,17436.0
2003,Women,Track and Fields,Grinnell,47122.0
2003,Women,Volleyball,Grinnell,41775.0
2004,Men,Baseball,Grinnell,55167.0
2004,Men,Basketball,Grinnell,54290.0
2004,Men,Cross Country,Grinnell,38502.0
2004,Men,Football,Grinnell,118807.0
2004,Men,Golf,Grinnell,41413.0
2004,Men,Soccer,Grinnell,32805.0
2004,Men,Swimming and Diving,Grinnell,51173.0
2004,Men,Tennis,Grinnell,33511.0
2004,Men,Track and Fields,Grinnell,62374.0
2004,Women,Basketball,Grinnell,43691.0
2004,Women,Cross Country,Grinnell,34126.0
2004,Women,Golf,Grinnell,31783.0
2004,Women,Soccer,Grinnell,35506.0
2004,Women,Softball,Grinnell,57472.0
2004,Women,Swimming and Diving,Grinnell,52469.0
2004,Women,Tennis,Grinnell,29115.0
2004,Women,Track and Fields,Grinnell,55077.0
2004,Women,Volleyball,Grinnell,60755.0
2005,Men,Baseball,Grinnell,59021.0
2005,Men,Basketball,Grinnell,56541.0
2005,Men,Cross Country,Grinnell,42456.0
2005,Men,Football,Grinnell,128112.0
2005,Men,Golf,Grinnell,47759.0
2005,Men,Soccer,Grinnell,35952.0
2005,Men,Swimming and Diving,Grinnell,53950.0
2005,Men,Tennis,Grinnell,35816.0
2005,Men,Track and Fields,Grinnell,62898.0
2005,Women,Basketball,Grinnell,47993.0
2005,Women,Cross Country,Grinnell,36551.0
2005,Women,Golf,Grinnell,33984.0
2005,Women,Soccer,Grinnell,47598.0
2005,Women,Softball,Grinnell,61237.0
2005,Women,Swimming and Diving,Grinnell,55559.0
2005,Women,Tennis,Grinnell,27196.0
2005,Women,Track and Fields,Grinnell,60302.0
2005,Women,Volleyball,Grinnell,39428.0
2006,Men,Baseball,Grinnell,70001.0
2006,Men,Basketball,Grinnell,67173.0
2006,Men,Cross Country,Grinnell,43578.0
2006,Men,Football,Grinnell,139432.0
2006,Men,Golf,Grinnell,31829.0
2006,Men,Soccer,Grinnell,38605.0
2006,Men,Swimming and Diving,Grinnell,56008.0
2006,Men,Tennis,Grinnell,38307.0
2006,Men,Track and Fields,Grinnell,55255.0
2006,Women,Basketball,Grinnell,51461.0
2006,Women,Cross Country,Grinnell,39414.0
2006,Women,Golf,Grinnell,36888.0
2006,Women,Soccer,Grinnell,47384.0
2006,Women,Softball,Grinnell,62883.0
2006,Women,Swimming and Diving,Grinnell,56888.0
2006,Women,Tennis,Grinnell,26457.0
2006,Women,Track and Fields,Grinnell,48524.0
2006,Women,Volleyball,Grinnell,43920.0
2007,Men,Baseball,Grinnell,87815.0
2007,Men,Basketball,Grinnell,86295.0
2007,Men,Cross Country,Grinnell,74229.0
2007,Men,Football,Grinnell,224058.0
2007,Men,Golf,Grinnell,43972.0
2007,Men,Soccer,Grinnell,76005.0
2007,Men,Swimming and Diving,Grinnell,91522.0
2007,Men,Tennis,Grinnell,50494.0
2007,Men,Track and Fields,Grinnell,133534.0
2007,Women,Basketball,Grinnell,57885.0
2007,Women,Cross Country,Grinnell,79423.0
2007,Women,Golf,Grinnell,43695.0
2007,Women,Soccer,Grinnell,71336.0
2007,Women,Softball,Grinnell,63757.0
2007,Women,Swimming and Diving,Grinnell,92805.0
2007,Women,Tennis,Grinnell,46876.0
2007,Women,Track and Fields,Grinnell,120562.0
2007,Women,Volleyball,Grinnell,57692.0
2008,Men,Baseball,Grinnell,114952.0
2008,Men,Basketball,Grinnell,83251.0
2008,Men,Cross Country,Grinnell,66583.0
2008,Men,Football,Grinnell,188566.0
2008,Men,Golf,Grinnell,50725.0
2008,Men,Soccer,Grinnell,68783.0
2008,Men,Swimming and Diving,Grinnell,74816.0
2008,Men,Tennis,Grinnell,57926.0
2008,Men,Track and Fields,Grinnell,84643.0
2008,Women,Basketball,Grinnell,57725.0
2008,Women,Cross Country,Grinnell,56314.0
2008,Women,Golf,Grinnell,50800.0
2008,Women,Soccer,Grinnell,68738.0
2008,Women,Softball,Grinnell,52421.0
2008,Women,Swimming and Diving,Grinnell,74530.0
2008,Women,Tennis,Grinnell,54870.0
2008,Women,Track and Fields,Grinnell,74450.0
2008,Women,Volleyball,Grinnell,63974.0
2009,Men,Baseball,Grinnell,101648.0
2009,Men,Basketball,Grinnell,91166.0
2009,Men,Cross Country,Grinnell,61486.0
2009,Men,Football,Grinnell,164049.0
2009,Men,Golf,Grinnell,49792.0
2009,Men,Soccer,Grinnell,69209.0
2009,Men,Swimming and Diving,Grinnell,84727.0
2009,Men,Tennis,Grinnell,55466.0
2009,Men,Track and Fields,Grinnell,90873.0
2009,Women,Basketball,Grinnell,67155.0
2009,Women,Cross Country,Grinnell,53634.0
2009,Women,Golf,Grinnell,55758.0
2009,Women,Soccer,Grinnell,74503.0
2009,Women,Softball,Grinnell,55561.0
2009,Women,Swimming and Diving,Grinnell,85504.0
2009,Women,Tennis,Grinnell,53745.0
2009,Women,Track and Fields,Grinnell,57355.0
2009,Women,Volleyball,Grinnell,54222.0
2010,Men,Baseball,Grinnell,100104.0
2010,Men,Basketball,Grinnell,91893.0
2010,Men,Cross Country,Grinnell,62809.0
2010,Men,Football,Grinnell,179693.0
2010,Men,Golf,Grinnell,45158.0
2010,Men,Soccer,Grinnell,63638.0
2010,Men,Swimming and Diving,Grinnell,84408.0
2010,Men,Tennis,Grinnell,62241.0
2010,Men,Track and Fields,Grinnell,110112.0
2010,Women,Basketball,Grinnell,61937.0
2010,Women,Cross Country,Grinnell,52842.0
2010,Women,Golf,Grinnell,58224.0
2010,Women,Soccer,Grinnell,56160.0
2010,Women,Softball,Grinnell,53742.0
2010,Women,Swimming and Diving,Grinnell,85608.0
2010,Women,Tennis,Grinnell,58573.0
2010,Women,Track and Fields,Grinnell,99288.0
2010,Women,Volleyball,Grinnell,75237.0
2011,Men,Baseball,Grinnell,117511.0
2011,Men,Basketball,Grinnell,100155.0
2011,Men,Cross Country,Grinnell,65604.0
2011,Men,Football,Grinnell,185006.0
2011,Men,Golf,Grinnell,52248.0
2011,Men,Soccer,Grinnell,73076.0
2011,Men,Swimming and Diving,Grinnell,103991.0
2011,Men,Tennis,Grinnell,66576.0
2011,Men,Track and Fields,Grinnell,114082.0
2011,Women,Basketball,Grinnell,74299.0
2011,Women,Cross Country,Grinnell,61853.0
2011,Women,Golf,Grinnell,60932.0
2011,Women,Soccer,Grinnell,73346.0
2011,Women,Softball,Grinnell,50252.0
2011,Women,Swimming and Diving,Grinnell,104260.0
2011,Women,Tennis,Grinnell,65410.0
2011,Women,Track and Fields,Grinnell,114674.0
2011,Women,Volleyball,Grinnell,60136.0
2012,Men,Baseball,Grinnell,113224.0
2012,Men,Basketball,Grinnell,100408.0
2012,Men,Cross Country,Grinnell,63435.0
2012,Men,Football,Grinnell,195034.0
2012,Men,Golf,Grinnell,51912.0
2012,Men,Soccer,Grinnell,68071.0
2012,Men,Swimming and Diving,Grinnell,107755.0
2012,Men,Tennis,Grinnell,63911.0
2012,Men,Track and Fields,Grinnell,120173.0
2012,Women,Basketball,Grinnell,75949.0
2012,Women,Cross Country,Grinnell,65838.0
2012,Women,Golf,Grinnell,59431.0
2012,Women,Soccer,Grinnell,80367.0
2012,Women,Softball,Grinnell,53006.0
2012,Women,Swimming and Diving,Grinnell,107667.0
2012,Women,Tennis,Grinnell,62385.0
2012,Women,Track and Fields,Grinnell,117168.0
2012,Women,Volleyball,Grinnell,55575.0
2013,Men,Baseball,Grinnell,118281.0
2013,Men,Basketball,Grinnell,105060.0
2013,Men,Cross Country,Grinnell,65963.0
2013,Men,Football,Grinnell,191553.0
2013,Men,Golf,Grinnell,56307.0
2013,Men,Soccer,Grinnell,70627.0
2013,Men,Swimming and Diving,Grinnell,96097.0
2013,Men,Tennis,Grinnell,67375.0
2013,Men,Track and Fields,Grinnell,107902.0
2013,Women,Basketball,Grinnell,86529.0
2013,Women,Cross Country,Grinnell,68455.0
2013,Women,Golf,Grinnell,60346.0
2013,Women,Soccer,Grinnell,54540.0
2013,Women,Softball,Grinnell,67022.0
2013,Women,Swimming and Diving,Grinnell,98709.0
2013,Women,Tennis,Grinnell,67323.0
2013,Women,Track and Fields,Grinnell,107540.0
2013,Women,Volleyball,Grinnell,66191.0
2014,Men,Baseball,Grinnell,117523.0
2014,Men,Basketball,Grinnell,105712.0
2014,Men,Cross Country,Grinnell,67909.0
2014,Men,Football,Grinnell,215679.0
2014,Men,Golf,Grinnell,60143.0
2014,Men,Soccer,Grinnell,73531.0
2014,Men,Swimming and Diving,Grinnell,99985.0
2014,Men,Tennis,Grinnell,80877.0
2014,Men,Track and Fields,Grinnell,110919.0
2014,Women,Basketball,Grinnell,107577.0
2014,Women,Cross Country,Grinnell,66163.0
2014,Women,Golf,Grinnell,71430.0
2014,Women,Soccer,Grinnell,65368.0
2014,Women,Softball,Grinnell,67602.0
2014,Women,Swimming and Diving,Grinnell,101173.0
2014,Women,Tennis,Grinnell,73327.0
2014,Women,Track and Fields,Grinnell,105168.0
2014,Women,Volleyball,Grinnell,96157.0
2015,Men,Baseball,Grinnell,161582.0
2015,Men,Basketball,Grinnell,118157.0
2015,Men,Cross Country,Grinnell,85251.0
2015,Men,Football,Grinnell,226499.0
2015,Men,Golf,Grinnell,58804.0
2015,Men,Soccer,Grinnell,80359.0
2015,Men,Swimming and Diving,Grinnell,120105.0
2015,Men,Tennis,Grinnell,78698.0
2015,Men,Track and Fields,Grinnell,129523.0
2015,Women,Basketball,Grinnell,118945.0
2015,Women,Cross Country,Grinnell,71169.0
2015,Women,Golf,Grinnell,84120.0
2015,Women,Soccer,Grinnell,71278.0
2015,Women,Softball,Grinnell,73730.0
2015,Women,Swimming and Diving,Grinnell,122712.0
2015,Women,Tennis,Grinnell,76152.0
2015,Women,Track and Fields,Grinnell,116387.0
2015,Women,Volleyball,Grinnell,75219.0
2016,Men,Baseball,Grinnell,234970.0
2016,Men,Basketball,Grinnell,157008.0
2016,Men,Cross Country,Grinnell,107835.0
2016,Men,Football,Grinnell,269786.0
2016,Men,Golf,Grinnell,84938.0
2016,Men,Soccer,Grinnell,102228.0
2016,Men,Swimming and Diving,Grinnell,150814.0
2016,Men,Tennis,Grinnell,68291.0
2016,Men,Track and Fields,Grinnell,162553.0
2016,Women,Basketball,Grinnell,130850.0
2016,Women,Cross Country,Grinnell,93916.0
2016,Women,Golf,Grinnell,97277.0
2016,Women,Soccer,Grinnell,80122.0
2016,Women,Softball,Grinnell,116610.0
2016,Women,Swimming and Diving,Grinnell,149415.0
2016,Women,Tennis,Grinnell,67586.0
2016,Women,Track and Fields,Grinnell,153969.0
2016,Women,Volleyball,Grinnell,80685.0
2017,Men,Baseball,Grinnell,205592.0
2017,Men,Basketball,Grinnell,164664.0
2017,Men,Cross Country,Grinnell,111272.0
2017,Men,Football,Grinnell,295901.0
2017,Men,Golf,Grinnell,83343.0
2017,Men,Soccer,Grinnell,106485.0
2017,Men,Swimming and Diving,Grinnell,152772.0
2017,Men,Tennis,Grinnell,72099.0
2017,Men,Track and Fields,Grinnell,177691.0
2017,Women,Basketball,Grinnell,151432.0
2017,Women,Cross Country,Grinnell,97571.0
2017,Women,Golf,Grinnell,98572.0
2017,Women,Soccer,Grinnell,101678.0
2017,Women,Softball,Grinnell,146350.0
2017,Women,Swimming and Diving,Grinnell,153640.0
2017,Women,Tennis,Grinnell,68515.0
2017,Women,Track and Fields,Grinnell,167671.0
2017,Women,Volleyball,Grinnell,85771.0
2018,Men,Baseball,Grinnell,203034.0
2018,Men,Basketball,Grinnell,125755.0
2018,Men,Cross Country,Grinnell,115004.0
2018,Men,Football,Grinnell,332888.0
2018,Men,Golf,Grinnell,82075.0
2018,Men,Soccer,Grinnell,105196.0
2018,Men,Swimming and Diving,Grinnell,161114.0
2018,Men,Tennis,Grinnell,77004.0
2018,Men,Track and Fields,Grinnell,192474.0
2018,Women,Basketball,Grinnell,138202.0
2018,Women,Cross Country,Grinnell,96923.0
2018,Women,Golf,Grinnell,66355.0
2018,Women,Soccer,Grinnell,87011.0
2018,Women,Softball,Grinnell,147873.0
2018,Women,Swimming and Diving,Grinnell,164872.0
2018,Women,Tennis,Grinnell,74514.0
2018,Women,Track and Fields,Grinnell,184078.0
2018,Women,Volleyball,Grinnell,122868.0
2019,Men,Baseball,Grinnell,155223.0
2019,Men,Basketball,Grinnell,117672.0
2019,Men,Cross Country,Grinnell,112939.0
2019,Men,Football,Grinnell,372562.0
2019,Men,Golf,Grinnell,58620.0
2019,Men,Soccer,Grinnell,118306.0
2019,Men,Swimming and Diving,Grinnell,163634.0
2019,Men,Tennis,Grinnell,60712.0
2019,Men,Track and Fields,Grinnell,152292.0
2019,Women,Basketball,Grinnell,151888.0
2019,Women,Cross Country,Grinnell,100639.0
2019,Women,Golf,Grinnell,66249.0
2019,Women,Soccer,Grinnell,90249.0
2019,Women,Softball,Grinnell,111295.0
2019,Women,Swimming and Diving,Grinnell,161267.0
2019,Women,Tennis,Grinnell,61487.0
2019,Women,Track and Fields,Grinnell,157734.0
2019,Women,Volleyball,Grinnell,131001.0
2020,Men,Baseball,Grinnell,145590.0
2020,Men,Golf,Grinnell,64300.0
2020,Men,Tennis,Grinnell,33026.0
2020,Men,Track and Fields,Grinnell,49822.0
2020,Women,Golf,Grinnell,55752.0
2020,Women,Softball,Grinnell,95227.0
2020,Women,Tennis,Grinnell,31305.0
2020,Women,Track and Fields,Grinnell,61426.0
2021,Men,Baseball,Grinnell,257680.0
2021,Men,Basketball,Grinnell,130999.0
2021,Men,Cross Country,Grinnell,37920.0
2021,Men,Football,Grinnell,468784.0
2021,Men,Golf,Grinnell,81045.0
2021,Men,Soccer,Grinnell,133338.0
2021,Men,Swimming and Diving,Grinnell,153318.0
2021,Men,Tennis,Grinnell,84396.0
2021,Men,Track and Fields,Grinnell,152688.0
2021,Women,Basketball,Grinnell,150627.0
2021,Women,Cross Country,Grinnell,38520.0
2021,Women,Golf,Grinnell,74673.0
2021,Women,Soccer,Grinnell,84580.0
2021,Women,Softball,Grinnell,155180.0
2021,Women,Swimming and Diving,Grinnell,158099.0
2021,Women,Tennis,Grinnell,90754.0
2021,Women,Track and Fields,Grinnell,160292.0
2021,Women,Volleyball,Grinnell,142055.0
2022,Men,Baseball,Grinnell,325050.0
2022,Men,Basketball,Grinnell,140454.0
2022,Men,Cross Country,Grinnell,48740.0
2022,Men,Football,Grinnell,500148.0
2022,Men,Golf,Grinnell,128794.0
2022,Men,Soccer,Grinnell,134072.0
2022,Men,Swimming and Diving,Grinnell,169843.0
2022,Men,Tennis,Grinnell,86944.0
2022,Men,Track and Fields,Grinnell,169686.0
2022,Women,Basketball,Grinnell,194253.0
2022,Women,Cross Country,Grinnell,51805.0
2022,Women,Golf,Grinnell,117587.0
2022,Women,Soccer,Grinnell,113952.0
2022,Women,Softball,Grinnell,195682.0
2022,Women,Swimming and Diving,Grinnell,170753.0
2022,Women,Tennis,Grinnell,88699.0
2022,Women,Track and Fields,Grinnell,166937.0
2022,Women,Volleyball,Grinnell,184544.0
2003,Men,Baseball,Cornell College,58701.0
2003,Men,Basketball,Cornell College,70259.0
2003,Men,Cross Country,Cornell College,67597.0
2003,Men,Football,Cornell College,200198.0
2003,Men,Golf,Cornell College,9794.0
2003,Men,Soccer,Cornell College,17576.0
2003,Men,Tennis,Cornell College,8845.0
2003,Women,Basketball,Cornell College,54944.0
2003,Women,Cross Country,Cornell College,66751.0
2003,Women,Golf,Cornell College,9948.0
2003,Women,Soccer,Cornell College,18778.0
2003,Women,Softball,Cornell College,39657.0
2003,Women,Tennis,Cornell College,20007.0
2003,Women,Volleyball,Cornell College,44027.0
2004,Men,Baseball,Cornell College,40506.0
2004,Men,Basketball,Cornell College,99375.0
2004,Men,Football,Cornell College,186912.0
2004,Men,Golf,Cornell College,12854.0
2004,Men,Soccer,Cornell College,18442.0
2004,Men,Tennis,Cornell College,9252.0
2004,Women,Basketball,Cornell College,64261.0
2004,Women,Golf,Cornell College,7920.0
2004,Women,Soccer,Cornell College,18654.0
2004,Women,Softball,Cornell College,40832.0
2004,Women,Tennis,Cornell College,15410.0
2004,Women,Volleyball,Cornell College,54084.0
2005,Men,Baseball,Cornell College,71708.0
2005,Men,Basketball,Cornell College,108588.0
2005,Men,Football,Cornell College,227203.0
2005,Men,Golf,Cornell College,11144.0
2005,Men,Soccer,Cornell College,18586.0
2005,Men,Tennis,Cornell College,6916.0
2005,Women,Basketball,Cornell College,97759.0
2005,Women,Golf,Cornell College,13402.0
2005,Women,Soccer,Cornell College,17571.0
2005,Women,Softball,Cornell College,28020.0
2005,Women,Tennis,Cornell College,20952.0
2005,Women,Volleyball,Cornell College,64907.0
2006,Men,Baseball,Cornell College,72367.0
2006,Men,Basketball,Cornell College,92981.0
2006,Men,Football,Cornell College,227665.0
2006,Men,Golf,Cornell College,10284.0
2006,Men,Soccer,Cornell College,13279.0
2006,Men,Tennis,Cornell College,5272.0
2006,Women,Basketball,Cornell College,138246.0
2006,Women,Golf,Cornell College,8156.0
2006,Women,Soccer,Cornell College,16330.0
2006,Women,Softball,Cornell College,61997.0
2006,Women,Tennis,Cornell College,19259.0
2006,Women,Volleyball,Cornell College,67929.0
2007,Men,Baseball,Cornell College,91959.0
2007,Men,Basketball,Cornell College,147264.0
2007,Men,Cross Country,Cornell College,23378.0
2007,Men,Football,Cornell College,284079.0
2007,Men,Golf,Cornell College,8438.0
2007,Men,Soccer,Cornell College,12654.0
2007,Men,Tennis,Cornell College,28074.0
2007,Men,Track and Fields,Cornell College,42216.0
2007,Women,Basketball,Cornell College,138087.0
2007,Women,Cross Country,Cornell College,23378.0
2007,Women,Golf,Cornell College,8129.0
2007,Women,Soccer,Cornell College,17787.0
2007,Women,Softball,Cornell College,70543.0
2007,Women,Tennis,Cornell College,32588.0
2007,Women,Track and Fields,Cornell College,41722.0
2007,Women,Volleyball,Cornell College,66579.0
2008,Men,Baseball,Cornell College,83142.0
2008,Men,Basketball,Cornell College,131731.0
2008,Men,Cross Country,Cornell College,27410.0
2008,Men,Football,Cornell College,280676.0
2008,Men,Golf,Cornell College,12096.0
2008,Men,Soccer,Cornell College,33888.0
2008,Men,Tennis,Cornell College,35825.0
2008,Men,Track and Fields,Cornell College,57502.0
2008,Women,Basketball,Cornell College,139560.0
2008,Women,Cross Country,Cornell College,25176.0
2008,Women,Golf,Cornell College,9771.0
2008,Women,Soccer,Cornell College,42568.0
2008,Women,Softball,Cornell College,93164.0
2008,Women,Tennis,Cornell College,34711.0
2008,Women,Track and Fields,Cornell College,57586.0
2008,Women,Volleyball,Cornell College,90843.0
2009,Men,Baseball,Cornell College,86380.0
2009,Men,Basketball,Cornell College,131880.0
2009,Men,Cross Country,Cornell College,22357.0
2009,Men,Football,Cornell College,297638.0
2009,Men,Golf,Cornell College,11348.0
2009,Men,Soccer,Cornell College,30244.0
2009,Men,Tennis,Cornell College,39076.0
2009,Men,Track and Fields,Cornell College,51538.0
2009,Women,Basketball,Cornell College,135560.0
2009,Women,Cross Country,Cornell College,20287.0
2009,Women,Golf,Cornell College,6401.0
2009,Women,Soccer,Cornell College,32149.0
2009,Women,Softball,Cornell College,75481.0
2009,Women,Tennis,Cornell College,27886.0
2009,Women,Track and Fields,Cornell College,47382.0
