Year,Gender,Sport,School,Expense,Accumulative Growth,Yearly Change
2021,Men,Baseball,Knox,134302.0,6.273156149283012,0.18402863490496174
2022,Men,Baseball,Knox,283340.0,13.234620953804475,1.1097228633974177
2003,Men,Basketball,Knox,52316.0,1.0,0.0
2004,Men,Basketball,Knox,55557.0,1.0619504549277468,0.06195045492774677
2005,Men,Basketball,Knox,71372.0,1.3642480311950456,0.28466259877243194
2006,Men,Basketball,Knox,104561.0,1.9986428626041746,0.4650142913187244
2007,Men,Basketball,Knox,95013.0,1.8161365547824757,-0.09131511749122521
2008,Men,Basketball,Knox,86339.0,1.650336417157275,-0.09129277046298928
2009,Men,Basketball,Knox,83068.0,1.587812523893264,-0.03788554419208005
2010,Men,Basketball,Knox,120799.0,2.3090259194127993,0.4542182308470169
2011,Men,Basketball,Knox,123356.0,2.3579019802737213,0.021167393769815974
2012,Men,Basketball,Knox,112458.0,2.1495909473201316,-0.088345925613671
2013,Men,Basketball,Knox,136932.0,2.617401942044499,0.217627914421384
2014,Men,Basketball,Knox,176943.0,3.382196651120116,0.2921961265445623
2015,Men,Basketball,Knox,132097.0,2.524982796849912,-0.25344885075984924
2016,Men,Basketball,Knox,189041.0,3.6134452175242755,0.43107716299386056
2017,Men,Basketball,Knox,146371.0,2.7978247572444377,-0.22571823043678355
2018,Men,Basketball,Knox,143804.0,2.7487575502714274,-0.01753762698895273
2019,Men,Basketball,Knox,151363.0,2.8932448963988073,0.05256460181914272
2020,Men,Basketball,Knox,116349.0,2.2239658995336034,-0.23132469625998428
2021,Men,Basketball,Knox,183861.0,3.51443153146265,0.580254235103009
2022,Men,Basketball,Knox,256384.0,4.900680480159034,0.39444471638901124
2003,Women,Basketball,Knox,32075.0,1.0,0.0
2004,Women,Basketball,Knox,31222.0,0.9734060795011691,-0.026593920498830866
2005,Women,Basketball,Knox,51286.0,1.5989399844115355,0.6426237909166613
2006,Women,Basketball,Knox,44249.0,1.379547934528449,-0.13721093475802362
2007,Women,Basketball,Knox,60724.0,1.8931878409976617,0.37232479830052656
2008,Women,Basketball,Knox,95955.0,2.9915822291504286,0.5801824649232593
2009,Women,Basketball,Knox,86207.0,2.687669524551832,-0.10158928664478141
2010,Women,Basketball,Knox,78966.0,2.4619173811379578,-0.08399549920540095
2011,Women,Basketball,Knox,93989.0,2.9302883865939204,0.19024643517463213
2012,Women,Basketball,Knox,123707.0,3.85680436477007,0.31618593665216144
2013,Women,Basketball,Knox,119622.0,3.7294466095089636,-0.03302157517359568
2014,Women,Basketball,Knox,137550.0,4.288386593920499,0.14987209710588353
2015,Women,Basketball,Knox,132746.0,4.138612626656275,-0.034925481643038894
2016,Women,Basketball,Knox,138687.0,4.323834762275916,0.044754644207735075
2017,Women,Basketball,Knox,147382.0,4.594918160561185,0.06269513364626822
2018,Women,Basketball,Knox,146490.0,4.567108339828527,-0.006052299466691997
2019,Women,Basketball,Knox,142860.0,4.453936087295402,-0.024779848453819375
2020,Women,Basketball,Knox,119840.0,3.7362431800467655,-0.16113677726445472
2021,Women,Basketball,Knox,175346.0,5.466749805144193,0.46316755674232307
2022,Women,Basketball,Knox,287873.0,8.974996102883866,0.6417426117504819
2006,Men,Cross Country,Knox,46825.0,1.0,
2012,Men,Cross Country,Knox,22121.0,0.472418579818473,-0.527581420181527
2013,Men,Cross Country,Knox,16915.0,0.3612386545648692,-0.23534198273134127
2014,Men,Cross Country,Knox,33917.0,0.7243352909770422,1.0051433638782146
2015,Men,Cross Country,Knox,20823.0,0.44469834490122795,-0.38606008786154433
2016,Men,Cross Country,Knox,23116.0,0.4936679124399359,0.11011861883494213
2017,Men,Cross Country,Knox,17404.0,0.37168179391350775,-0.2471015746668974
2018,Men,Cross Country,Knox,18579.0,0.3967752269087026,0.06751321535279246
2019,Men,Cross Country,Knox,30823.0,0.6582594767752269,0.6590236288282469
2021,Men,Cross Country,Knox,32619.0,0.6966150560597971,0.05826817636180774
2022,Men,Cross Country,Knox,51909.0,1.108574479444741,0.5913731260921549
2006,Women,Cross Country,Knox,37967.0,1.0,
2012,Women,Cross Country,Knox,17513.0,0.4612689967603445,-0.5387310032396555
2013,Women,Cross Country,Knox,17061.0,0.4493639213000764,-0.025809398732370238
2014,Women,Cross Country,Knox,22168.0,0.5838754708035926,0.2993376707109783
2015,Women,Cross Country,Knox,19901.0,0.524165722864593,-0.10226452544207867
2016,Women,Cross Country,Knox,23658.0,0.6231200779624411,0.1887844831917994
2017,Women,Cross Country,Knox,18048.0,0.4753601812099982,-0.23712908952574183
2018,Women,Cross Country,Knox,19179.0,0.5051492085231912,0.06266622340425532
2019,Women,Cross Country,Knox,29968.0,0.7893170384807859,0.5625423640440065
2021,Women,Cross Country,Knox,33222.0,0.8750230463297074,0.10858248798718634
2022,Women,Cross Country,Knox,46901.0,1.2353096109779544,0.4117452290650774
2003,Men,Football,Knox,125595.0,1.0,0.0
2004,Men,Football,Knox,100728.0,0.8020064493013257,-0.1979935506986743
2005,Men,Football,Knox,120114.0,0.9563597276961663,0.19245889921372408
2006,Men,Football,Knox,151312.0,1.2047613360404474,0.25973658357893337
2007,Men,Football,Knox,199992.0,1.5923563836139973,0.3217193613196574
2008,Men,Football,Knox,216624.0,1.7247820375014928,0.08316332653306133
2009,Men,Football,Knox,218410.0,1.7390023488196187,0.008244700494866681
2010,Men,Football,Knox,193770.0,1.5428161949122179,-0.11281534728263358
2011,Men,Football,Knox,255064.0,2.0308451769576816,0.31632347628631885
2012,Men,Football,Knox,242868.0,1.9337394004538397,-0.04781545023993978
2013,Men,Football,Knox,338348.0,2.6939607468450175,0.39313536571306223
2014,Men,Football,Knox,340547.0,2.711469405629205,0.0064992256493314575
2015,Men,Football,Knox,275259.0,2.1916397945778097,-0.1917150936581441
2016,Men,Football,Knox,326779.0,2.601847207293284,0.18716917521316287
2017,Men,Football,Knox,355700.0,2.8321191130220154,0.08850323919223696
2018,Men,Football,Knox,293069.0,2.3334448027389625,-0.1760781557492269
2019,Men,Football,Knox,315925.0,2.515426569529042,0.07798846005548181
2021,Men,Football,Knox,435300.0,3.4659023050280666,0.3778586689878927
2022,Men,Football,Knox,610950.0,4.864445240654485,0.40351481736733286
2003,Men,Golf,Knox,18679.0,1.0,0.0
2004,Men,Golf,Knox,29365.0,1.5720863001231329,0.5720863001231329
2005,Men,Golf,Knox,21150.0,1.132287595695701,-0.2797548101481355
2006,Men,Golf,Knox,21175.0,1.133625997109053,0.001182033096926714
2007,Men,Golf,Knox,24824.0,1.328979067401895,0.1723258559622196
2008,Men,Golf,Knox,27675.0,1.481610364580545,0.1148485336770867
2009,Men,Golf,Knox,37830.0,2.025269018684084,0.36693766937669375
2010,Men,Golf,Knox,34369.0,1.8399807270196478,-0.09148823684906159
2011,Men,Golf,Knox,43401.0,2.3235183896354195,0.26279496057493673
2012,Men,Golf,Knox,13588.0,0.7274479361850206,-0.6869196562291191
2013,Men,Golf,Knox,14714.0,0.7877295358423898,0.08286723579629085
2014,Men,Golf,Knox,8398.0,0.44959580277316774,-0.429251053418513
2015,Men,Golf,Knox,37634.0,2.0147759516034047,3.481305072636342
2016,Men,Golf,Knox,36539.0,1.956153969698592,-0.029096030185470585
2017,Men,Golf,Knox,73894.0,3.9559933615289897,1.022332302471332
2018,Men,Golf,Knox,97575.0,5.223780716312437,0.32047256881478875
2019,Men,Golf,Knox,60737.0,3.2516194657101556,-0.3775352293107866
2020,Men,Golf,Knox,56325.0,3.015418384281814,-0.07264105899204767
2021,Men,Golf,Knox,73850.0,3.9536377750414906,0.31114070128717264
2022,Men,Golf,Knox,122908.0,6.580009636490177,0.6642924847664184
2003,Women,Golf,Knox,10921.0,1.0,0.0
2004,Women,Golf,Knox,9977.0,0.9135610292097793,-0.08643897079022067
2005,Women,Golf,Knox,9578.0,0.8770259133778958,-0.03999198155758244
2006,Women,Golf,Knox,11316.0,1.0361688490065013,0.18145750678638548
2007,Women,Golf,Knox,21782.0,1.9945059976192656,0.9248851184164015
2008,Women,Golf,Knox,24200.0,2.2159142935628604,0.11100909007437333
2009,Women,Golf,Knox,23084.0,2.1137258492812014,-0.04611570247933884
2010,Women,Golf,Knox,26899.0,2.463052833989561,0.1652659850979033
2011,Women,Golf,Knox,30856.0,2.8253822909989927,0.14710584036581287
2012,Women,Golf,Knox,13506.0,1.2366999359033055,-0.5622893440497796
2013,Women,Golf,Knox,13152.0,1.204285321856973,-0.02621057307863172
2014,Women,Golf,Knox,8712.0,0.7977291456826298,-0.3375912408759124
2016,Women,Golf,Knox,31030.0,2.8413148979031226,2.5617539026629936
2017,Women,Golf,Knox,42692.0,3.9091658273051917,0.37582984208830167
2018,Women,Golf,Knox,51895.0,4.7518542258034975,0.2155673194041038
2019,Women,Golf,Knox,50776.0,4.649391081402802,-0.021562770979863186
2020,Women,Golf,Knox,42751.0,3.914568262979581,-0.15804710887033244
2021,Women,Golf,Knox,46048.0,4.216463693800934,0.07712100301747328
2022,Women,Golf,Knox,44501.0,4.074809999084333,-0.0335953787352328
2003,Men,Soccer,Knox,18771.0,1.0,0.0
2004,Men,Soccer,Knox,16013.0,0.853071226892547,-0.14692877310745298
2005,Men,Soccer,Knox,18728.0,0.997709232326461,0.1695497408355711
2006,Men,Soccer,Knox,20630.0,1.0990357466304406,0.10155916275096112
2007,Men,Soccer,Knox,24838.0,1.3232113366363008,0.2039747939893359
2008,Men,Soccer,Knox,21538.0,1.1474082361088913,-0.1328609388839681
2009,Men,Soccer,Knox,25356.0,1.3508070960524212,0.17726808431609248
2010,Men,Soccer,Knox,19452.0,1.0362793671088382,-0.23284429720776148
2011,Men,Soccer,Knox,54009.0,2.8772574716317725,1.77652683528686
2012,Men,Soccer,Knox,85810.0,4.571413350380907,0.5888092725286527
2013,Men,Soccer,Knox,105787.0,5.635661392573651,0.2328050343782776
2014,Men,Soccer,Knox,111118.0,5.919663310425657,0.0503937156739486
2015,Men,Soccer,Knox,123560.0,6.582494273080816,0.11197105779441674
2016,Men,Soccer,Knox,123945.0,6.603004634809014,0.00311589511168663
2017,Men,Soccer,Knox,144282.0,7.686431197059294,0.1640808423090887
2018,Men,Soccer,Knox,160732.0,8.562783016355016,0.11401283597399536
2019,Men,Soccer,Knox,144339.0,7.689467796068404,-0.10198964736331284
2020,Men,Soccer,Knox,96275.0,5.1289222737201,-0.33299385474473286
2021,Men,Soccer,Knox,153672.0,8.186670928560012,0.5961776162035834
2022,Men,Soccer,Knox,202172.0,10.770443769644665,0.31560726742672707
2003,Women,Soccer,Knox,26678.0,1.0,0.0
2004,Women,Soccer,Knox,26814.0,1.005097833420796,0.005097833420796161
2005,Women,Soccer,Knox,38470.0,1.4420121448384438,0.4346982919370478
2006,Women,Soccer,Knox,35164.0,1.3180898118299722,-0.08593709383935534
2007,Women,Soccer,Knox,54763.0,2.052740085463678,0.5573597997952452
2008,Women,Soccer,Knox,41236.0,1.5456930804408127,-0.24700984241184742
2009,Women,Soccer,Knox,50198.0,1.8816253092435715,0.21733436802793676
2010,Women,Soccer,Knox,46577.0,1.7458954944148737,-0.07213434798199131
2011,Women,Soccer,Knox,68817.0,2.5795411949921285,0.4774888893659961
2012,Women,Soccer,Knox,67230.0,2.5200539770597494,-0.02306116221282532
2013,Women,Soccer,Knox,81408.0,3.0515031111777495,0.2108879964301651
2014,Women,Soccer,Knox,95135.0,3.5660469300547266,0.16861979166666666
2015,Women,Soccer,Knox,114883.0,4.306282330009746,0.20757870394702266
2016,Women,Soccer,Knox,136815.0,5.128382937251668,0.19090727087558645
2017,Women,Soccer,Knox,121299.0,4.546780118449659,-0.11340861747615393
2018,Women,Soccer,Knox,138972.0,5.209236074668266,0.1456978210867361
2019,Women,Soccer,Knox,120260.0,4.507834170477547,-0.13464582793656277
2020,Women,Soccer,Knox,93479.0,3.5039733113426794,-0.22269249958423415
2021,Women,Soccer,Knox,139770.0,5.239148361946173,0.49520213095989474
2022,Women,Soccer,Knox,152815.0,5.728128045580628,0.09333190241110395
2003,Women,Softball,Knox,30237.0,1.0,0.0
2004,Women,Softball,Knox,28953.0,0.9575354697886695,-0.04246453021133049
2005,Women,Softball,Knox,36491.0,1.2068326884280849,0.2603529858736573
2006,Women,Softball,Knox,40174.0,1.3286371002414261,0.10092899619084157
2007,Women,Softball,Knox,54256.0,1.7943579058769057,0.35052521531338676
2008,Women,Softball,Knox,88739.0,2.9347818897377387,0.6355610439398408
2009,Women,Softball,Knox,50787.0,1.679630915765453,-0.4276811773853661
2010,Women,Softball,Knox,45917.0,1.5185699639514503,-0.09589068068600233
2011,Women,Softball,Knox,61582.0,2.036643846942488,0.3411590478472026
2012,Women,Softball,Knox,59418.0,1.9650759003869431,-0.03514013835211588
2013,Women,Softball,Knox,79147.0,2.6175546515858055,0.3320374297350971
2014,Women,Softball,Knox,70996.0,2.3479842576975227,-0.10298558378713028
2015,Women,Softball,Knox,74174.0,2.4530872771769685,0.04476308524423911
2016,Women,Softball,Knox,92134.0,3.0470615471111553,0.24213336209453448
2017,Women,Softball,Knox,114574.0,3.7891986638886133,0.24355829552608158
2018,Women,Softball,Knox,83776.0,2.7706452359691767,-0.26880444079808685
2019,Women,Softball,Knox,77929.0,2.577272877600291,-0.06979325821237586
2020,Women,Softball,Knox,85478.0,2.826933888944009,0.09687022802807684
2021,Women,Softball,Knox,109071.0,3.607203095545193,0.2760125412386813
2022,Women,Softball,Knox,175303.0,5.79763204021563,0.6072374875081369
2004,Men,Swimming and Diving,Knox,6407.0,1.0,
2005,Men,Swimming and Diving,Knox,6012.0,0.938348681130014,-0.061651318869985955
2006,Men,Swimming and Diving,Knox,7179.0,1.12049321055096,0.19411177644710578
2007,Men,Swimming and Diving,Knox,8741.0,1.3642890588418917,0.21757905000696476
2008,Men,Swimming and Diving,Knox,9756.0,1.5227095364445138,0.1161194371353392
2009,Men,Swimming and Diving,Knox,15408.0,2.4048696737942876,0.5793357933579336
2010,Men,Swimming and Diving,Knox,7647.0,1.1935383174652723,-0.5036993769470405
2011,Men,Swimming and Diving,Knox,10448.0,1.630716403933198,0.3662874329802537
2014,Men,Swimming and Diving,Knox,10888.0,1.699391290775714,0.04211332312404288
2018,Men,Swimming and Diving,Knox,12141.0,1.8949586389886062,0.11508082292432036
2004,Women,Swimming and Diving,Knox,8747.0,1.0,
2005,Women,Swimming and Diving,Knox,6916.0,0.7906710872299074,-0.2093289127700926
2006,Women,Swimming and Diving,Knox,8860.0,1.012918714987996,0.28108733371891265
2007,Women,Swimming and Diving,Knox,10997.0,1.2572310506459357,0.24119638826185102
2008,Women,Swimming and Diving,Knox,9990.0,1.1421058648679547,-0.0915704282986269
2009,Women,Swimming and Diving,Knox,16415.0,1.8766434206013491,0.6431431431431431
2010,Women,Swimming and Diving,Knox,9972.0,1.1400480164627873,-0.39250685348766373
2011,Women,Swimming and Diving,Knox,14930.0,1.7068709271750315,0.4971921379863618
2014,Women,Swimming and Diving,Knox,13235.0,1.5130902023550932,-0.11352980576021433
2018,Women,Swimming and Diving,Knox,14995.0,1.714302046415914,0.13298073290517567
2019,Women,Swimming and Diving,Knox,18993.0,2.171373042185892,0.2666222074024675
2003,Men,Tennis,Knox,9930.0,1.0,0.0
2004,Men,Tennis,Knox,7536.0,0.7589123867069486,-0.24108761329305137
2005,Men,Tennis,Knox,10960.0,1.1037260825780464,0.4543524416135881
2006,Men,Tennis,Knox,29859.0,3.0069486404833836,1.7243613138686131
2007,Men,Tennis,Knox,29979.0,3.0190332326283986,0.004018888777253089
2008,Men,Tennis,Knox,19074.0,1.920845921450151,-0.36375462823976784
2009,Men,Tennis,Knox,22381.0,2.253877139979859,0.17337737233931005
2010,Men,Tennis,Knox,32872.0,3.3103726082578047,0.46874581117912517
2011,Men,Tennis,Knox,27282.0,2.7474320241691843,-0.1700535410075444
2012,Men,Tennis,Knox,32741.0,3.2971802618328296,0.2000953009310168
2013,Men,Tennis,Knox,49301.0,4.964853977844914,0.5057878500962096
2014,Men,Tennis,Knox,38996.0,3.927089627391742,-0.20902212936857265
2015,Men,Tennis,Knox,34034.0,3.4273917421953675,-0.12724381987896194
2016,Men,Tennis,Knox,32857.0,3.3088620342396777,-0.0345830639948287
2017,Men,Tennis,Knox,27340.0,2.7532729103726084,-0.1679094256931552
2018,Men,Tennis,Knox,34599.0,3.4842900302114805,0.265508412582297
2019,Men,Tennis,Knox,30375.0,3.0589123867069485,-0.12208445330789908
2003,Women,Tennis,Knox,30408.0,1.0,0.0
2004,Women,Tennis,Knox,32599.0,1.0720534069981584,0.07205340699815838
2005,Women,Tennis,Knox,38916.0,1.2797947908445146,0.1937789502745483
2006,Women,Tennis,Knox,20001.0,0.6577545382794001,-0.4860468701819303
2007,Women,Tennis,Knox,21016.0,0.6911339121283873,0.050747462626868654
2008,Women,Tennis,Knox,45937.0,1.5106879768481978,1.1858108108108107
2009,Women,Tennis,Knox,8388.0,0.27584846093133386,-0.8174020941724536
2010,Women,Tennis,Knox,9861.0,0.3242896606156275,0.1756080114449213
2011,Women,Tennis,Knox,11153.0,0.3667784793475401,0.13102119460500963
2012,Women,Tennis,Knox,27077.0,0.8904564588266246,1.427777279655698
2013,Women,Tennis,Knox,37424.0,1.230728755590634,0.38213243712375816
2014,Women,Tennis,Knox,38658.0,1.271310181531176,0.032973492945703294
2015,Women,Tennis,Knox,36622.0,1.2043541173375427,-0.0526669770810699
2016,Women,Tennis,Knox,40785.0,1.3412588792423046,0.11367484025995303
2017,Women,Tennis,Knox,30985.0,1.0189752696658774,-0.24028441829103836
2018,Women,Tennis,Knox,35797.0,1.1772230991844252,0.155300952073584
2019,Women,Tennis,Knox,34546.0,1.1360826098395158,-0.034947062603011426
2012,Men,Track and Fields,Knox,44542.0,1.0,
2013,Men,Track and Fields,Knox,42310.0,0.9498899914687261,-0.050110008531273856
2014,Men,Track and Fields,Knox,40815.0,0.9163261640698667,-0.035334436303474354
2015,Men,Track and Fields,Knox,55213.0,1.239571640249652,0.35276246478010537
2016,Men,Track and Fields,Knox,63377.0,1.4228593237842935,0.14786372774527737
2017,Men,Track and Fields,Knox,65742.0,1.4759552781644292,0.03731637660349969
2018,Men,Track and Fields,Knox,61106.0,1.3718737371469625,-0.0705180858507499
2019,Men,Track and Fields,Knox,59410.0,1.333797314893808,-0.027755048604065066
2020,Men,Track and Fields,Knox,80242.0,1.801490727852364,0.3506480390506649
2021,Men,Track and Fields,Knox,83682.0,1.878721206950743,0.042870317290197156
2022,Men,Track and Fields,Knox,104716.0,2.350949665484262,0.2513563251356325
2012,Women,Track and Fields,Knox,47824.0,1.0,
2013,Women,Track and Fields,Knox,40005.0,0.8365046838407494,-0.1634953161592506
2014,Women,Track and Fields,Knox,40654.0,0.8500752760120441,0.01622297212848394
2015,Women,Track and Fields,Knox,54229.0,1.1339285714285714,0.3339154818714026
2016,Women,Track and Fields,Knox,61967.0,1.2957301773168284,0.14269117999594313
2017,Women,Track and Fields,Knox,60132.0,1.2573603211776514,-0.029612535704487873
2018,Women,Track and Fields,Knox,57220.0,1.1964703914352626,-0.048426794385684827
2019,Women,Track and Fields,Knox,56873.0,1.1892146202743392,-0.006064313177210765
2020,Women,Track and Fields,Knox,82688.0,1.729006356641017,0.4539060714222918
2021,Women,Track and Fields,Knox,70732.0,1.479006356641017,-0.14459171826625386
2022,Women,Track and Fields,Knox,99418.0,2.078830712612914,0.4055590114799525
2003,Women,Volleyball,Knox,21568.0,1.0,0.0
2004,Women,Volleyball,Knox,35600.0,1.650593471810089,0.650593471810089
2005,Women,Volleyball,Knox,42316.0,1.961980712166172,0.18865168539325844
2006,Women,Volleyball,Knox,39566.0,1.8344770029673592,-0.06498723886945836
2007,Women,Volleyball,Knox,65748.0,3.048405044510386,0.6617297679826113
