Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 1, 2021 (Wednesday)",7:00 pm,Home,Lincoln Christian University,"Monmouth, Ill./Glennie Gymnasium",,,,"W,3-0",Box Score2021 Volleyball Game Notes Sep1
"September 3, 2021 (Friday)",4:00 pm,Neutral,Olivet College,"Jacksonville, IL",,,Illinois College Invitational,"L,2-3",Box Score2021 Volleyball Game Notes Sep1
"September 3, 2021 (Friday)",7:45 pm,Neutral,Rose-Hulman Institute of Technology,"Jacksonville, IL",,,Illinois College Invitational,"W,3-1",Box Score2021 Volleyball Game Notes Sep1
"September 4, 2021 (Saturday)",2:30 pm,Neutral,Blackburn College,"Jacksonville, IL",,,Illinois College Invitational,"W,3-2",Box ScoreRecap2021 Volleyball Game Notes Sep1
"September 4, 2021 (Saturday)",4:00 pm,Neutral,Concordia University Chicago,"Jacksonville, IL",,,Illinois College Invitational,"W,3-1",Box ScoreRecap2021 Volleyball Game Notes Sep1
"September 8, 2021 (Wednesday)",7:00 pm,Home,Eureka College,"Monmouth, Ill./Glennie Gymnasium",,,,"W,3-0",Box ScoreRecap2021 Volleyball Game Notes Sep 8
"September 10, 2021 (Friday)",4:30 pm,Neutral,Illinois Wesleyan University,"Bloomington, IL",,,Illinois Wesleyan Invitational,"L,0-3",Box ScoreRecap
"September 11, 2021 (Saturday)",12:00 pm,Neutral,Ohio Northern University,"Bloomington, IL",,,Illinois Wesleyan Invitational,"L,0-3",Box ScoreRecap
"September 11, 2021 (Saturday)",2:00 pm,Neutral,Earlham College,"Bloomington, IL",,,Illinois Wesleyan Invitational,"L,1-3",Box ScoreRecap
"September 15, 2021 (Wednesday)",7:00 pm,Home,Augustana College (IL),"Monmouth, Ill./Glennie Gymnasium",,,,"L,0-3",Box ScoreRecap2021 Volleyball Game Notes Sep 15
"September 17, 2021 (Friday)",1:30 pm,Neutral,Marian University,"Decatur, IL",,,Millikin Tournament,"L,0-3",Box ScoreRecap
"September 17, 2021 (Friday)",5:30 pm,Neutral,Blackburn College,"Decatur, IL",,,Millikin Tournament,"W,3-1",Box ScoreRecap
"September 18, 2021 (Saturday)",10:00 am,Neutral,Greenville University,"Decatur, IL",,,Millikin Tournament,"L,0-3",Box ScoreRecap
"September 18, 2021 (Saturday)",2:00 pm,Neutral,DePauw University,"Decatur, IL",,,Millikin Tournament,"W,3-0",Box ScoreRecap
"September 24, 2021 (Friday)",7:00 pm,Away,Grinnell College,"Grinnell, IA",,,,"L,1-3",Box ScoreRecap2021 Volleyball Game Notes Sep 24
"September 25, 2021 (Saturday)",1:00 pm,Away,Cornell College,"Mount Vernon, IA",,,,"L,0-3",Box ScoreRecap2021 Volleyball Game Notes Sep 24
"October 2, 2021 (Saturday)",2:00 p.m.,Away,Lake Forest College,"Lake Forest, IL",,,,"W,3-1",Box ScoreRecap2021 Volleyball Game Notes Oct2
"October 8, 2021 (Friday)",7:00 pm,Away,Illinois College,"Jacksonville, IL",,,,"L,0-3",Box Score
"October 9, 2021 (Saturday)",11:00 am,Home,Webster University,"Monmouth, Ill./Glennie Gymnasium",,,,"L,2-3",Box Score
"October 13, 2021 (Wednesday)",7:00 pm,Home,Knox College,"Monmouth, Ill./Glennie Gymnasium",,,,"W,3-0",Box ScoreRecap
"October 16, 2021 (Saturday)",11:00 am,Home,Beloit College,"Monmouth, Ill./Glennie Gymnasium",,,,"W,3-0",Box ScoreRecap
"October 16, 2021 (Saturday)",3:00 pm,Home,Greenville University,"Monmouth, Ill./Glennie Gymnasium",,,,"L,0-3",Box Score
"October 19, 2021 (Tuesday)",7:00 pm,Away,Blackburn College,"Carlinville, IL",,,,Canceled,
"October 22, 2021 (Friday)",7:00 pm,Home,Lawrence University,"Monmouth, Ill./Glennie Gymnasium",,,,"W,3-0",Box ScoreRecap
"October 23, 2021 (Saturday)",11:30 am,Home,Ripon College,"Monmouth, Ill./Glennie Gymnasium",,,,"W,3-0",Box ScoreRecap
"October 26, 2021 (Tuesday)",7:00 pm,Away,Loras College,"Dubuque, IA",,,,"L,0-3",Box Score
"October 29, 2021 (Friday)",7:30 pm,Neutral,Nebraska Wesleyan University,"Pella, IA",,,Central College Tournament,"W,3-0",Box ScoreRecap
"October 30, 2021 (Saturday)",10:00 am,Neutral,Iowa Wesleyan University,"Pella, IA",,,Central College Tournament,"W,3-0",Box ScoreRecap
"October 30, 2021 (Saturday)",12:30 pm,Away,Central College,"Pella, IA",,,Central College Tournament,"W,3-0",Box ScoreRecap
"November 5, 2021 (Friday)",7:00 PM,Neutral,Cornell College,"Mount Vernon, IA",,,Midwest Conference Championships,"L,0-3",Box ScoreRecapGame Notes MWC
