Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Kopf, Sarina",FR-1,3.28m,"10' 9""",Luther Alumni Meet,"Feb 2, 2019"
,"Kopf, Sarina",FR-1,3.22m,"10' 6.75""",Wartburg Indoor Invite,"Feb 16, 2019"
,"Kopf, Sarina",FR-1,3.15m,"10' 4""",Hilltop Invitational,"Jan 19, 2019"
,"Kopf, Sarina",FR-1,3.10m,"10' 2""",Midwest Conference Indoor Championships,"Feb 22, 2019"
,"Kopf, Sarina",FR-1,3.07m,"10' 0.75""",Wartburg Indoor Invite,"Feb 16, 2019"
,"Kopf, Sarina",FR-1,3.06m,"10' 0.5""",2019 Darren Young Indoor Invitational,"Feb 9, 2019"
,"Kopf, Sarina",FR-1,3.05m,"10' 0""",Luther Alumni Meet,"Feb 2, 2019"
,"Kopf, Sarina",FR-1,3.05m,"10' 0""",2019 Grinnell Indoor Invitational,"Jan 26, 2019"
,"Kopf, Sarina",FR-1,2.95m,"9' 8""",Midwest Conference Indoor Championships,"Feb 22, 2019"
,"Kopf, Sarina",FR-1,2.90m,"9' 6.25""",2019 Grinnell Indoor Invitational,"Jan 26, 2019"
,"Kopf, Sarina",FR-1,2.90m,"9' 6.25""",Luther Alumni Meet,"Feb 2, 2019"
,"Kopf, Sarina",FR-1,2.83m,"9' 3.25""",Hilltop Invitational,"Jan 19, 2019"
