Unnamed: 0,Time,Athletes,Meet,Meet Date
,4:18.83,"Olowu, Soderberg, Dalla Betta, Villa",Midwest Conference Indoor Championships,"Feb 22, 2019"
,4:29.85,"Olowu, Maddaus, Cottrell, Villa",2019 Darren Young Indoor Invitational,"Feb 9, 2019"
,4:30.87,"Olowu, Maddaus, Cottrell, Villa",Luther Alumni Meet,"Feb 2, 2019"
,4:42.13,"Daney, Schaefer, Maddaus, Beisner",Wartburg Indoor Invite,"Feb 16, 2019"
,4:45.91,,2019 Grinnell Indoor Invitational,"Jan 26, 2019"
,4:46.27,"Dalla Betta, McCabe, Oluwu, Tesar",Hilltop Invitational,"Jan 19, 2019"
,4:47.06,"Daney, Beisner, Schaefer, Howe",2019 Darren Young Indoor Invitational,"Feb 9, 2019"
,4:50.32,"Schaefer, Bresnahan, Beisner, Daney",Luther Alumni Meet,"Feb 2, 2019"
