Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Villa, Rebecca",SO-2,2:26.60,Wartburg Indoor Invite,"Feb 16, 2019"
,"Villa, Rebecca",SO-2,2:27.60,2019 Darren Young Indoor Invitational,"Feb 9, 2019"
,"Daney, Micaela",SO-2,2:27.80,Wartburg Indoor Invite,"Feb 16, 2019"
,"Villa, Rebecca",SO-2,2:28.36,Luther Alumni Meet,"Feb 2, 2019"
,"Daney, Micaela",SO-2,2:30.33,Luther Alumni Meet,"Feb 2, 2019"
,"Cottrell, Allison",SO-2,2:31.98,Luther Alumni Meet,"Feb 2, 2019"
,"Cottrell, Allison",SO-2,2:32.10,Wartburg Indoor Invite,"Feb 16, 2019"
,"Villa, Rebecca",SO-2,2:32.61,2019 Grinnell Indoor Invitational,"Jan 26, 2019"
,"Villa, Rebecca",SO-2,2:34.22,Midwest Conference Indoor Championships,"Feb 22, 2019"
,"Villa, Rebecca",SO-2,2:34.64,Hilltop Invitational,"Jan 19, 2019"
,"Howe, Madison",SO-2,2:41.74,Wartburg Indoor Invite,"Feb 16, 2019"
,"Daney, Micaela",SO-2,2:41.77,2019 Grinnell Indoor Invitational,"Jan 26, 2019"
,"Howe, Madison",SO-2,2:42.23,Midwest Conference Indoor Championships,"Feb 22, 2019"
,"Keane, Lily",SO-2,2:42.52,Hilltop Invitational,"Jan 19, 2019"
,"Howe, Madison",SO-2,2:46.91,2019 Grinnell Indoor Invitational,"Jan 26, 2019"
,"Howe, Madison",SO-2,2:48.87,Luther Alumni Meet,"Feb 2, 2019"
,"Miller, Lauren",SO-2,2:49.88,Luther Alumni Meet,"Feb 2, 2019"
,"Beisner, Sarah",FR-1,2:50.14,Midwest Conference Indoor Championships,"Feb 22, 2019"
,"Beisner, Sarah",SO-2,2:53.34,2019 Darren Young Indoor Invitational,"Feb 9, 2019"
,"Schmidt, Alisa",SO-2,2:56.33,2019 Grinnell Indoor Invitational,"Jan 26, 2019"
,"Davis, Addison",SO-2,2:56.46,Hilltop Invitational,"Jan 19, 2019"
,"Beisner, Sarah",SO-2,2:57.90,2019 Grinnell Indoor Invitational,"Jan 26, 2019"
,"Schmidt, Ailsa",FR-1,2:58.41,Midwest Conference Indoor Championships,"Feb 22, 2019"
,"Schmidt, Alisa",SO-2,2:59.53,2019 Darren Young Indoor Invitational,"Feb 9, 2019"
,"Keane, Lily",SO-2,3:05.70,Luther Alumni Meet,"Feb 2, 2019"
