Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"December 7, 1942 (Monday)",,Home,Iowa State,"Grinnell, IA",,,"W,37-30",
"December 12, 1942 (Saturday)",,Home,Cornell,"Grinnell, IA",,,"L,31-39",
"December 14, 1942 (Monday)",,Home,Drake,"Grinnell, IA",,,"L,32-35",
"December 16, 1942 (Wednesday)",,Away,Iowa State Teachers,"Cedar Falls, IA",,,"L,28-44",
"January 9, 1943 (Saturday)",,Home,Augustana,"Grinnell, IA",,,"L,31-33",
"January 14, 1943 (Thursday)",,Home,Iowa State Teachers,"Grinnell, IA",,,"L,23-53",
"January 23, 1943 (Saturday)",,Home,Navy Pre-Flight,"Grinnell, IA",,,"L,32-41",
"January 29, 1943 (Friday)",,Home,Knox,"Grinnell, IA",,,"W,39-37",
"January 30, 1943 (Saturday)",,Home,Ripon,"Grinnell, IA",,,"L,27-42",
"February 5, 1943 (Friday)",,Away,Coe,"Cedar Rapids, IA",,,"W,45-30",
"February 6, 1943 (Saturday)",,Away,Cornell,"Mount Vernon, IA",,,"L,42-45",
"February 12, 1943 (Friday)",,Home,Monmouth,"Grinnell, IA",,,"W,48-42",
"February 19, 1943 (Friday)",,Away,Augustana,"Rock Island, IL",,,"L,42-44",
"February 20, 1943 (Saturday)",,Away,St. Ambrose,"Davenport, IA",,,"L,27-50",
"February 27, 1943 (Saturday)",,Home,Coe,"Grinnell, IA",,,"W,44-39",
"March 2, 1943 (Tuesday)",,Away,Drake,"Des Moines, IA",,,"L,33-51",
