Statistic,High,Opponent
PUTOUTS,24,Illinois Col. (5/13/2023)
ASSISTS,13,Cornell College (4/29/2023); Wis.-La Crosse (5/19/2023)
ERRORS,6,Central College (3/28/2023)
PASSED BALLS,3,Knox (4/2/2023)
DPS TURNED,3,Colby (3/21/2023)
