#,Player,C,PO,A,E,FLD%,DP,SBA,CSB,PB,CI,Bio Link
17.0,"Oda, Jasmine 17 Oda, Jasmine",56,54,2,0,1.0,4,0,0,0,0,View Bio
2.0,"Okada, Alexa 2 Okada, Alexa",40,23,17,0,1.0,4,0,0,0,0,View Bio
88.0,"Chu, Samantha 88 Chu, Samantha",33,10,23,0,1.0,0,0,0,0,0,View Bio
13.0,"Killion, Kyra 13 Killion, Kyra",32,26,6,0,1.0,0,2,2,3,0,View Bio
26.0,"Anson, Kambria 26 Anson, Kambria",24,24,0,0,1.0,0,0,0,0,0,View Bio
12.0,"Nelson, Emma 12 Nelson, Emma",14,12,2,0,1.0,0,0,0,0,0,View Bio
3.0,"DiGiacomo-Zahller, Emma 3 DiGiacomo-Zahller, Emma",12,11,1,0,1.0,0,0,0,0,0,View Bio
11.0,"Vermeulen, Kathryn 11 Vermeulen, Kathryn",6,3,3,0,1.0,0,1,0,0,0,View Bio
19.0,"O'Bryan, Maddy 19 O'Bryan, Maddy",5,2,3,0,1.0,1,0,1,0,0,View Bio
15.0,"Hartman, Christin 15 Hartman, Christin",3,0,3,0,1.0,0,0,2,0,0,View Bio
18.0,"DiCarlo, Sofia 18 DiCarlo, Sofia",2,2,0,0,1.0,0,0,0,0,0,View Bio
8.0,"Kohler, Lane 8 Kohler, Lane",2,0,2,0,1.0,0,0,0,0,0,View Bio
14.0,"Trani, Emma 14 Trani, Emma",1,0,1,0,1.0,0,1,0,0,0,View Bio
22.0,"Webb, Mary 22 Webb, Mary",49,43,5,1,0.98,3,0,0,0,0,View Bio
5.0,"Vermeulen, Lizzy 5 Vermeulen, Lizzy",40,38,1,1,0.975,0,0,1,1,0,View Bio
10.0,"Ramirez, Amanda 10 Ramirez, Amanda",66,17,47,2,0.97,6,0,0,0,0,View Bio
4.0,"Dykstra, Hannah 4 Dykstra, Hannah",19,18,0,1,0.947,0,0,0,0,0,View Bio
23.0,"Durak, Taylor 23 Durak, Taylor",6,5,0,1,0.833,0,0,0,0,0,View Bio
1.0,"Nesbeth, Bella 1 Nesbeth, Bella",0,0,0,0,0.0,0,0,0,0,0,View Bio
20.0,"Becker, Anne 20 Becker, Anne",0,0,0,0,0.0,0,0,0,0,0,View Bio
,Totals,410,288,116,6,0.985,18,4,6,4,0,
,Opponents,379,272,83,24,0.937,9,32,8,6,0,
