Statistic,High,Player,Opponent
PUTOUTS,11,Mary Webb,Wis.-La Crosse (5/19/2023)
ASSISTS,7,A. Ramirez,Lake Forest (4/15/2023)
ERRORS,2,Lizzy Vermeulen; Samantha Chu,Central College (3/28/2023); Central College (5/18/2023)
PASSED BALLS,3,Kyra Killion,Knox (4/2/2023)
DPS TURNED,2,A. Ramirez; Alexa Okada; Jasmine Oda,Lake Forest (4/15/2023); Colby (3/21/2023); Lawrence University (4/22/2023)
