Player,2,3,4,5+,Total
"Durak, Taylor",7,6,-,-,13
"Chu, Samantha",9,1,2,-,12
"Ramirez, Amanda",6,-,1,-,7
"Oda, Jasmine",5,-,-,-,5
"Anson, Kambria",3,-,1,-,4
"Okada, Alexa",2,-,-,-,2
"DiGiacomo-Zahller, Emma",1,1,-,-,2
"Dykstra, Hannah",2,-,-,-,2
"Killion, Kyra",1,-,1,-,2
"DiCarlo, Sofia",2,-,-,-,2
"Vermeulen, Lizzy",1,-,-,-,1
"Nelson, Emma",1,-,-,-,1
"Becker, Anne",1,-,-,-,1
TEAM,41,8,5,0,54
