#,Player,ERA,WHIP,W-L,APP-GS,CG,SHO,SV,IP,H,R,ER,BB,SO,2B,3B,HR,AB,B/AVG,WP,HBP,BK,SFA,SHA,Bio Link
15.0,"Hartman, Christin 15Hartman, Christin",2.7,1.3,16-7,25-20,13,4-0,0,124.2,144,60,48,18,73,26,3,3,496,0.29,0,8,0,3,13,View Bio
11.0,"Vermeulen, Kathryn 11Vermeulen, Kathryn",3.64,1.54,10-5,22-14,10,3-2,1,100.0,115,59,52,39,64,22,0,5,398,0.289,11,9,0,1,9,View Bio
8.0,"Kohler, Lane 8Kohler, Lane",1.17,1.5,0-0,5-2,0,0-1,1,6.0,6,3,1,3,3,1,0,1,24,0.25,2,0,0,0,0,View Bio
19.0,"O'Bryan, Maddy 19O'Bryan, Maddy",4.33,1.76,4-1,9-7,0,0-2,0,32.1,43,22,20,14,16,7,1,4,127,0.339,6,0,0,1,2,View Bio
14.0,"Trani, Emma 14Trani, Emma",4.67,1.56,0-1,6-1,0,0-0,1,9.0,13,6,6,1,3,1,1,0,38,0.342,0,2,0,0,1,View Bio
,Totals,3.27,1.46,30-14,67-44,23,10,3,272.0,321,150,127,75,159,57,5,13,1083,0.296,19,19,0,5,25,
,Opponents,5.63,2.0,14-30,87-44,13,3,3,266.0,386,262,214,146,182,64,19,13,1180,0.327,42,25,0,13,18,
