Player,Longest,Current
"Durak, Taylor",19,19
"Ramirez, Amanda",17,-
"Anson, Kambria",12,-
"Okada, Alexa",10,-
"Chu, Samantha",10,4
"Dykstra, Hannah",9,-
"Oda, Jasmine",9,9
"Nelson, Emma",7,-
"DiGiacomo-Zahller, Emma",6,-
"Vermeulen, Lizzy",6,-
"DiCarlo, Sofia",5,-
"Killion, Kyra",4,-
"Webb, Mary",4,2
"Vermeulen, Kathryn",2,2
"Becker, Anne",2,-
"O'Bryan, Maddy",1,1
