Player,Longest,Current
"Ramirez, Amanda",15,-
"Anson, Kambria",12,-
"Durak, Taylor",11,-
"DiGiacomo-Zahller, Emma",6,-
"Chu, Samantha",6,4
"Okada, Alexa",5,-
"Dykstra, Hannah",5,-
"DiCarlo, Sofia",5,-
"Oda, Jasmine",4,1
"Vermeulen, Lizzy",3,-
"Nelson, Emma",3,-
"Killion, Kyra",3,-
"Webb, Mary",3,2
"Vermeulen, Kathryn",2,1
"Becker, Anne",2,-
"O'Bryan, Maddy",1,1
