Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 2, 2022 (Friday)",6 p.m.,Home,Marian University,"Grinnell, IA/Darby Gymnasium",,,Grinnell College/Central College Tournament,"W,3-1(25-18, 19-25, 25-12, 25-17)",Box ScoreRecap
"September 2, 2022 (Friday)",8 p.m.,Home,Saint Mary's University (Minn.),"Grinnell, IA/Darby Gymnasium",,,Grinnell College/Central College Tournament,"W,3-2(25-22, 17-25, 25-22, 21-25, 16-14)",Box ScoreRecap
"September 3, 2022 (Saturday)",11 a.m.,Home,Concordia College (Minn.),"Grinnell, IA/Darby Gymnasium",,,Grinnell College/Central College Tournament,"W,3-2(25-16, 19-25, 25-17, 23-25, 20-18)",Box ScoreRecap
"September 3, 2022 (Saturday)",3 p.m.,Home,Greenville University,"Grinnell, IA/Darby Gymnasium",,,Grinnell College/Central College Tournament,"L,1-3(25-21, 18-25, 20-25, 25-20)",Box ScoreRecap
"September 6, 2022 (Tuesday)",7:00 p.m.,Away,Buena Vista University,"Storm Lake, IA",,,,"W,3-1(19-25, 25-22, 25-21, 25-20)",Box ScoreRecap
"September 10, 2022 (Saturday)",Noon,Away,Hamline University,"St. Paul, MN",,,,"W,3-1(25-15, 23-25, 25-23, 25-19)",Box ScoreRecap
"September 10, 2022 (Saturday)",2:00 p.m.,Neutral,University of Northwestern (MN),"St. Paul, MN",,,,"L,1-3(10-25, 15-25, 26-24, 16-25)",Box ScoreRecap
"September 13, 2022 (Tuesday)",7:00 p.m.,Home,Central College,"Grinnell, IA/Darby Gymnasium",,,,"W,3-0(25-17, 25-19, 25-20)",Box ScoreRecap
"September 16, 2022 (Friday)",7:00 p.m.,Away,University of Dubuque,"Dubuque, IA",,,,"L,1-3(21-25, 25-20, 22-25, 23-25)",Box ScoreRecap
"September 17, 2022 (Saturday)",Noon,Neutral,Gustavus Adolphus College,"Dubuque, IA",,,Loras Tournament,"L,0-3(19-25, 21-25, 13-25)",Box ScoreRecap
"September 17, 2022 (Saturday)",2 p.m.,Neutral,Saint Mary's University (Minn.),"Dubuque, IA",,,Loras Tournament,"W,3-2(19-25, 25-20, 25-17, 16-25, 15-11)",Box ScoreRecap
"September 23, 2022 (Friday)",7:00 p.m.,Away,Monmouth College,"Monmouth, IL",,,,"W,3-0(25-23, 25-21, 25-21)",Box ScoreRecap
"September 24, 2022 (Saturday)",1:00 p.m.,Away,Illinois College,"Jacksonville, IL",,,,"W,3-2(23-25, 25-23, 25-21, 22-25, 15-8)",Box ScoreRecap
"September 27, 2022 (Tuesday)",7:00 p.m.,Away,Wartburg College,"Waverly, IA",,,,"L,0-3(15-25, 27-29, 19-25)",Box ScoreRecap
"September 30, 2022 (Friday)",7:00 p.m.,Home,Beloit College,"Grinnell, IA/Darby Gymnasium",,,,"W,3-0(25-10, 25-17, 25-18)",Box ScoreRecap
"October 1, 2022 (Saturday)",1:00 p.m.,Neutral,Loras College,"Rock Island, IL (at Augustana College)",,,,"W,3-1(17-25, 25-15, 26-24, 25-23)",Box ScoreRecap
"October 1, 2022 (Saturday)",3:00 p.m.,Away,Augustana College (IL),"Rock Island, IL",,,,"W,3-1(25-17, 21-25, 25-21, 25-19)",Box ScoreRecap
"October 5, 2022 (Wednesday)",7:00 p.m.,Home,Simpson College,"Grinnell, IA/Darby Gymnasium",,,,"L,1-3(20-25, 19-25, 25-18, 13-25)",Box ScoreRecap
"October 7, 2022 (Friday)",7:00 p.m.,Home,Lawrence University,"Grinnell, IA/Darby Gymnasium",,,,"W,3-0(25-8, 25-15, 25-14)",Box ScoreRecap
"October 8, 2022 (Saturday)",1:00 p.m.,Home,Ripon College,"Grinnell, IA/Darby Gymnasium",,,,"W,3-0(25-17, 25-23, 25-15)",Box ScoreRecap
"October 13, 2022 (Thursday)",7:00 p.m.,Home,Knox College,"Grinnell, IA/Darby Gymnasium",,,,"W,3-0(25-16, 25-18, 25-17)",Box ScoreRecap
"October 19, 2022 (Wednesday)",5:00 p.m.,Away,Eureka College,"Eureka, IL",,,,"W,3-0(25-18, 25-19, 25-17)",Box ScoreRecap
"October 21, 2022 (Friday)",7:00 p.m.,Neutral,Earlham College,"St. Louis, MO",,,Washington University Tournament,"W,3-0(26-24, 25-16, 25-21)",Box ScoreRecap
"October 22, 2022 (Saturday)",10:30 a.m.,Neutral,University of Wisconsin-Platteville,"St. Louis, MO",,,Washington University Tournament,"L,1-3(22-25, 17-25, 25-20, 11-25)",Box ScoreRecap
"October 22, 2022 (Saturday)",1:00 p.m.,Away,Washington University in St. Louis,"St. Louis, MO",,,Washington University Tournament,"L,1-3(8-25, 17-25, 25-22, 17-25)",Box ScoreRecap
"October 26, 2022 (Wednesday)",7:00 p.m.,Away,Cornell College,"Mount Vernon, IA",,,,"L,1-3(18-25, 25-23, 21-25, 23-25)",Box ScoreRecap
"October 29, 2022 (Saturday)",1:00 p.m.,Away,Lake Forest College,"Lake Forest, IL",,,,"L,1-3(25-19, 25-27, 16-25, 27-29)",Box ScoreRecap
"November 4, 2022 (Friday)",4:30 p.m.,Neutral,Lake Forest College (Semifinal),"Mount Vernon, IA",,,2022 Midwest Conference Tournament,"L,1-3(23-25, 25-21, 21-25, 21-25)",Box ScoreRecap
