Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 22, 2015 (Saturday)",12:00 p.m.,Away,College of St. Scholastica (Scrimmage),"Duluth, MN",,,,,History
"August 22, 2015 (Saturday)",2:00 p.m.,Away,College of St. Scholastica (Scrimmage),"Duluth, MN",,,,,History
"September 1, 2015 (Tuesday)",7:00 p.m.,Away,University of Wisconsin-Stout,"Menomonie, WI",,,,"T,0-0",Box ScoreRecap
"September 5, 2015 (Saturday)",4:30 p.m.,Home,University of Wisconsin-Stevens Point,"St. Paul, Minn./ Macalester Stadium",,,,"W,1-0",Box ScoreRecap
"September 15, 2015 (Tuesday)",7:30 p.m.,Home,Gustavus Adolphus College,"St. Paul, Minn./ Macalester Stadium",,,,"L,0-2",Box ScoreRecap
"September 19, 2015 (Saturday)",1:00 p.m.,Away,Concordia College (Minn.),"Moorhead, MN",,,,"W,2-0",Box ScoreRecap
"September 23, 2015 (Wednesday)",7:00 p.m.,Away,Wartburg College,"Waverly, IA",,,,"L,1-3",Box ScoreRecap
"September 26, 2015 (Saturday)",3:30 p.m.,Away,Hamline University,"St. Paul, MN",,,,"T,1-12OT",Box ScoreRecap
"September 30, 2015 (Wednesday)",7:30 p.m.,Home,St. Catherine University,"St. Paul, Minn./ Macalester Stadium",,,,"W,2-0",Box ScoreRecap
"October 3, 2015 (Saturday)",3:30 p.m.,Home,St. Olaf College,"St. Paul, Minn./ Macalester Stadium",,,,"T,1-12OT",Box ScoreRecap
"October 7, 2015 (Wednesday)",7:30 p.m.,Home,University of Wisconsin-Superior,"St. Paul, Minn./ Macalester Stadium",,,,"W,3-0",Box ScoreRecap
"October 10, 2015 (Saturday)",3:30 p.m.,Away,University of St. Thomas,"St. Paul, MN",,,,"T,1-12OT",Box ScoreRecap
"October 13, 2015 (Tuesday)",7:30 p.m.,Home,Saint Mary's University (Minn.),"St. Paul, Minn./ Macalester Stadium",,,,"W,2-0",Box ScoreRecap
"October 17, 2015 (Saturday)",3:30 p.m.,Away,Carleton College,"Northfield, MN",,,,"W,2-1",Box ScoreRecap
"October 20, 2015 (Tuesday)",4:30 p.m.,Home,Luther College,"St. Paul, Minn./ Macalester Stadium",,,,"W,1-0",Box ScoreRecap
"October 24, 2015 (Saturday)",7:30 p.m.,Home,Augsburg College,"St. Paul, Minn./ Macalester Stadium",,,,"W,2-0",Box ScoreRecap
"October 28, 2015 (Wednesday)",7:30 p.m.,Home,College of Saint Benedict,"St. Paul, Minn./ Macalester Stadium",,,,"W,1-0",Box ScoreRecap
"October 31, 2015 (Saturday)",3:30 p.m.,Away,Bethel University,"St. Paul, MN",,,,"W,2-0",Box ScoreRecap
"November 3, 2015 (Tuesday)",2:00 PM,Home,Concordia College (Minn.),"St. Paul, Minn./ Macalester Stadium",,,MIAC Playoffs,"L,0-1",Box ScoreRecap
