Statistic,High,Player,Opponent
PUTOUTS,16,Matt Hammond,Illinois College (4/19/2014)
ASSISTS,9,Niko Takayesu,Simpson College (4/2/2014)
ERRORS,4,Teague Towner,Illinois College (4/19/2014)
PASSED BALLS,2,Matt Hammond,Illinois College (4/20/2014)
DPS TURNED,4,Walker Bell,St. Norbert (5/9/2014)
