Player,2,3,4,5+,Total
"Hammond, Matt",2,1,4,-,7
"Mack, Anthony",3,2,-,1,6
"Godinsky, Matt",5,1,-,-,6
"Penaflor, Ryan",3,3,-,-,6
"Inafuku, Kainoa",2,2,1,-,5
"Beecher, Jacob",4,1,-,-,5
"Takayesu, Niko",3,-,-,-,3
"Towner, Teague",2,1,-,-,3
"Freese, Eli",2,-,-,-,2
"Kawahara, Yuki",-,-,1,-,1
"Petritis, Steven",1,-,-,-,1
TEAM,27,11,6,1,45
