Player,Longest,Current
"Mack, Anthony",10,-
"Beecher, Jacob",9,1
"Bell, Walker",8,-
"Godinsky, Matt",8,1
"Schaeffer, Matt",6,2
"Towner, Teague",6,-
"Hammond, Matt",6,6
"Takayesu, Niko",5,-
"Penaflor, Ryan",4,4
"Freese, Eli",3,-
"Inafuku, Kainoa",3,1
11,2,1
"Petritis, Steven",2,-
"Kawahara, Yuki",1,-
"Voelker, Ross",1,-
"Monigal, Conor",1,1
