Player,2,3,4,5+,Total
"Mack, Anthony",14,3,3,-,20
"Takayesu, Niko",9,1,-,1,11
"Godinsky, Matt",8,2,-,-,10
"Penaflor, Ryan",4,6,-,-,10
"Bell, Walker",6,2,-,-,8
"Inafuku, Kainoa",5,3,-,-,8
"Beecher, Jacob",4,3,-,-,7
"Hammond, Matt",4,1,2,-,7
"Towner, Teague",5,-,1,-,6
"Kawahara, Yuki",1,-,-,-,1
"Freese, Eli",-,1,-,-,1
"Petritis, Steven",1,-,-,-,1
TEAM,61,22,6,1,90
