Player,Longest,Current
"Mack, Anthony",25,-
"Godinsky, Matt",16,1
"Takayesu, Niko",15,15
"Bell, Walker",14,-
"Beecher, Jacob",13,4
"Hammond, Matt",9,6
"Inafuku, Kainoa",8,1
"Schaeffer, Matt",7,3
"Penaflor, Ryan",7,4
"Towner, Teague",6,-
"Freese, Eli",4,1
"Kawahara, Yuki",3,-
11,3,1
"Petritis, Steven",3,-
"Renfro, Adam",1,-
"Klar, Coby",1,1
"Voelker, Ross",1,-
"Monigal, Conor",1,1
