0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
The Dual at Central,9/14/2015,1,78,+8,t-14th/34
Univ. of Dubuque Men's Invite,9/19-20/2015,2,76-77=153,+13,t-16th/63
Augustana Invitational,4/08-09/2016,2,83-78=161,+19,t-44th/144
Pima Community College Dual,3/11/2016,1,79,+8,4th/10
Simpson Spring Invitational,4/17-18/2016,2,77-76=153,+11,t-21st/65
Fighting Scot Invitational,4/23-24/2016,2,74-72=146,+4,5th/66
MWC Championship,4/28-30/2016,3,82-78-78=238,+22,t-5th/47
SEASON TOTALS,SEASON TOTALS,13,1008 Avg. 77.5,+7,-
