0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
The Dual at Central,9/14/2015,1,79,+9,t-17th/34
Univ. of Dubuque Men's Invite,9/19-20/2015,2,85-81=166,+26,t-42nd/63
Augustana Invitational,4/08-09/2016,2,86-81=167,+25,t-80th/144
Kirkwood Community College,3/28/2016,2,86-83=169,+25,t-32nd/42
Simpson Spring Invitational,4/17-18/2016,2,77-75=152,+10,t-17th/65
Fighting Scot Invitational,4/23-24/2016,2,77-79=156,+14,t-19th/66
MWC Championship,4/28-30/2016,3,81-87-83=251,+35,t-26th/47
SEASON TOTALS,SEASON TOTALS,14,1140 Avg. 81.4,+10,-
