Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2021 (Wednesday)",7:00 PM,Home,Webster University,"Jacksonville, Ill.",,,"L,1-4",Box ScoreRecap
"September 4, 2021 (Saturday)",5:00 PM,Home,Westminster College (MO),"Jacksonville, Ill.",,,"W,1-0",Box ScoreRecap
"September 7, 2021 (Tuesday)",6:30 PM,Away,Greenville University,"Greenville, IL",,,"L,1-2",Box ScoreRecap
"September 10, 2021 (Friday)",4:00 PM,Away,Blackburn College,"Carlinville, IL",,,"W,2-1",Box ScoreRecap
"September 17, 2021 (Friday)",5:00 PM,Away,Coe College,"Cedar Rapids, IA",,,"W,1-0",Box ScoreRecap
"September 19, 2021 (Sunday)",1:30 PM,Home,Buena Vista University,"Jacksonville, Ill.",,,"W,5-0",Box ScoreRecap
"September 22, 2021 (Wednesday)",7:00 PM,Home,Millikin University,"Jacksonville, Ill.",,,"W,2-1",Box ScoreRecap
"September 26, 2021 (Sunday)",2:00 PM,Away,Grinnell College,"Grinnell, IA",,,"L,1-2OT",Box ScoreRecap
"September 28, 2021 (Tuesday)",7:00 PM,Home,Finlandia University,"Jacksonville, Ill.",,,"W,7-2",Box ScoreRecap
"September 29, 2021 (Wednesday)",4:00 PM,Away,Lincoln Christian University,"Lincoln, IL",,,"W,3-1",Box ScoreRecap
"October 2, 2021 (Saturday)",1:30 PM,Home,Lawrence University,"Jacksonville, Ill.",,,"L,3-4OT",Box ScoreRecap
"October 5, 2021 (Tuesday)",7:00 PM,Home,Illinois Wesleyan University,"Jacksonville, Ill.",,,"T,0-02OT",Box ScoreRecap
"October 9, 2021 (Saturday)",1:30 PM,Away,Lake Forest College,"Lake Forest, IL",,,"L,1-2",Box ScoreRecap
"October 11, 2021 (Monday)",7:00 PM,Home,Cornell College,"Jacksonville, Ill.",,,"L,0-3",Box ScoreRecap
"October 16, 2021 (Saturday)",4:00 PM,Away,Beloit College,"Beloit, WI",,,"W,3-0",Box ScoreRecap
"October 20, 2021 (Wednesday)",7:00 PM,Home,Monmouth College,"Jacksonville, Ill.",,,"W,4-0",Box ScoreRecap
"October 27, 2021 (Wednesday)",8:00 PM,Home,Knox College,"Jacksonville, Ill.",,,"L,1-2",Box ScoreRecap
"October 30, 2021 (Saturday)",1:30 PM,Away,Ripon College,"Ripon, WI",,,"W,2-1",Box ScoreRecap
