Unnamed: 0,Time,Athletes,Meet,Meet Date
,4:20.96,"Ong, Staker, Roark, Leonard",Midwest Conference Indoor Championships,"Feb 23, 2024"
,4:31.94,"Thompson, Goodman, Kreeger, Staker",Darren Young Classic,"Feb 10, 2024"
,4:40.47,"Thompson, Kreeger, Ong, Rabbani",Grinnell Invitational,"Jan 27, 2024"
,4:50.41,"Barba, Harrison, Karow, Roth",Grinnell Invitational,"Jan 27, 2024"
