Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Henderson, Erik",JR-3,1.83m,"6' 0""",Monmouth College Fighting Scots Outdoor Invitational,"May 5, 2018"
,"Huelskamp, Ethan",SO-2,1.80m,"5' 10.75""",Emory Classic,"Mar 30, 2018"
,"Henderson, Erik",JR-3,1.80m,"5' 10.75""",Emory Classic,"Mar 30, 2018"
,"Henderson, Erik",JR-3,1.78m,"5' 10""",Midwest Conference Outdoor Championships,"May 11, 2018"
,"Henderson, Erik",JR-3,1.78m,"5' 10""",Monmouth College Fighting Scots Outdoor Invitational,"May 5, 2018"
,"Huelskamp, Ethan",SO-2,1.77m,"5' 9.75""",Cornell Invitational,"Apr 4, 2018"
,"Henderson, Erik",JR-3,1.75m,"5' 8.75""",Emory Classic,"Mar 30, 2018"
,"Huelskamp, Ethan",SO-2,1.75m,"5' 8.75""",Emory Classic,"Mar 30, 2018"
,"Henderson, Erik",JR-3,1.73m,"5' 8""",Monmouth College Fighting Scots Outdoor Invitational,"May 5, 2018"
,"Henderson, Erik",JR-3,1.73m,"5' 8""",Midwest Conference Outdoor Championships,"May 11, 2018"
,"Huelskamp, Ethan",SO-2,1.73m,"5' 8""",Midwest Conference Outdoor Championships,"May 11, 2018"
,"Huelskamp, Ethan",SO-2,1.72m,"5' 7.75""",Cornell Invitational,"Apr 4, 2018"
,"Huelskamp, Ethan",SO-2,1.70m,"5' 7""",2018 Dick Young Invite,"Apr 21, 2018"
,"Henderson, Erik",JR-3,1.70m,"5' 7""",Emory Classic,"Mar 30, 2018"
,"Huelskamp, Ethan",SO-2,1.70m,"5' 7""",Emory Classic,"Mar 30, 2018"
,"Huelskamp, Ethan",SO-2,1.68m,"5' 6""",Midwest Conference Outdoor Championships,"May 11, 2018"
,"Henderson, Erik",JR-3,1.68m,"5' 6""",Monmouth College Fighting Scots Outdoor Invitational,"May 5, 2018"
,"Huelskamp, Ethan",SO-2,1.68m,"5' 6""",Monmouth College Fighting Scots Outdoor Invitational,"May 5, 2018"
,"Huelskamp, Ethan",SO-2,1.67m,"5' 5.75""",Cornell Invitational,"Apr 4, 2018"
,"Huelskamp, Ethan",SO-2,1.65m,"5' 5""",2018 Dick Young Invite,"Apr 21, 2018"
,"Huelskamp, Ethan",SO-2,1.60m,"5' 3""",2018 Dick Young Invite,"Apr 21, 2018"
