Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Brunet, Chris",JR-3,41.86m,"137' 4""",2018 Kip Janvrin Open,"Apr 26, 2018"
,"Brunet, Chris",JR-3,41.30m,"135' 6""",Monmouth College Fighting Scots Outdoor Invitational,"May 5, 2018"
,"Brunet, Chris",JR-3,40.52m,"132' 11""",Monmouth College Fighting Scots Outdoor Invitational,"May 5, 2018"
,"Brunet, Chris",JR-3,39.30m,"128' 11""",2018 Kip Janvrin Open,"Apr 26, 2018"
,"Brunet, Chris",JR-3,39.15m,"128' 5""",Monmouth College Fighting Scots Outdoor Invitational,"May 5, 2018"
,"Brunet, Chris",JR-3,38.42m,"126' 0""",2018 Kip Janvrin Open,"Apr 26, 2018"
,"Brunet, Chris",JR-3,38.13m,"125' 1""",Midwest Conference Outdoor Championships,"May 11, 2018"
,"Brunet, Chris",JR-3,37.92m,"124' 5""",2018 Kip Janvrin Open,"Apr 26, 2018"
,"Brunet, Chris",JR-3,37.33m,"122' 6""",2018 Kip Janvrin Open,"Apr 26, 2018"
,"Brunet, Chris",JR-3,37.29m,"122' 4""",Midwest Conference Outdoor Championships,"May 11, 2018"
,"Brunet, Chris",JR-3,37.02m,"121' 5""",Cornell Invitational,"Apr 4, 2018"
,"Brunet, Chris",JR-3,36.67m,"120' 4""",Midwest Conference Outdoor Championships,"May 11, 2018"
,"Brunet, Chris",JR-3,36.33m,"119' 2""",Monmouth College Fighting Scots Outdoor Invitational,"May 5, 2018"
,"Brunet, Chris",JR-3,35.39m,"116' 1""",2018 Dick Young Invite,"Apr 21, 2018"
,"Brunet, Chris",JR-3,35.35m,"116' 0""",Monmouth College Fighting Scots Outdoor Invitational,"May 5, 2018"
,"Brunet, Chris",JR-3,35.18m,"115' 5""",2018 Dick Young Invite,"Apr 21, 2018"
,"Brunet, Chris",JR-3,34.11m,"111' 11""",2018 Dick Young Invite,"Apr 21, 2018"
,"Brunet, Chris",JR-3,33.60m,"110' 3""",Monmouth College Fighting Scots Outdoor Invitational,"May 5, 2018"
,"Brunet, Chris",JR-3,32.80m,"107' 7""",Mustang Open,"Apr 13, 2018"
,"Brunet, Chris",JR-3,32.46m,"106' 6""",Cornell Invitational,"Apr 4, 2018"
,"Brunet, Chris",JR-3,31.21m,"102' 5""",Mustang Open,"Apr 13, 2018"
,"Markegard, Carter",FR-1,20.05m,"65' 9""",2018 Dick Young Invite,"Apr 21, 2018"
,"Markegard, Carter",FR-1,18.62m,"61' 1""",2018 Dick Young Invite,"Apr 21, 2018"
,"Markegard, Carter",FR-1,17.72m,"58' 2""",Monmouth College Fighting Scots Outdoor Invitational,"May 5, 2018"
