Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Galowitz, Kylie",JR-3,12.41m,"40' 8.75""",Grinnell Opener Invite,"Dec 6, 2024"
,"Strovers, Maddy",JR-3,10.93m,"35' 10.5""",Grinnell Opener Invite,"Dec 6, 2024"
