Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2023 (Friday)",4:30 p.m.,Home,Wisconsin Lutheran College,"Ripon, Wis.",,,"T,1-1",Box ScoreRecap
"September 6, 2023 (Wednesday)",4:30 p.m.,Away,Edgewood College,"Verona, Wis.",,,"T,0-0",Box ScoreRecap
"September 9, 2023 (Saturday)",1:00 p.m.,Away,Eureka College,"Eureka, Ill.",,,"T,2-2",Box ScoreRecap
"September 12, 2023 (Tuesday)",4:00 p.m.,Away,Maranatha Baptist  University,"Watertown, Wis.",,,"W,9-0",Box ScoreRecap
"September 16, 2023 (Saturday)",1:30 p.m.,Home,Buena Vista University,"Ripon, Wis./Prairie Field",,,"W,4-1",Box ScoreRecap
"September 18, 2023 (Monday)",5:00 p.m.,Away,Coe College,"Cedar Rapids, Iowa",,,"L,1-3",Box ScoreRecap
"September 23, 2023 (Saturday)",1:30 p.m.,Home,Illinois College,"Ripon, Wis./Prairie Field",,,"L,1-2",Box ScoreRecap
"September 27, 2023 (Wednesday)",4:30 p.m.,Home,Lake Forest College,"Ripon, Wis./Prairie Field",,,"T,1-1",Box ScoreRecap
"September 30, 2023 (Saturday)",1:30 p.m.,Away,Grinnell College,"Grinnell, Iowa",,,"T,1-1",Box ScoreRecap
"October 7, 2023 (Saturday)",1:30 p.m.,Away,Beloit College,"Beloit, Wis.",,,"L,0-2",Box ScoreRecap
"October 10, 2023 (Tuesday)",7:15 p.m.,Home,Lakeland University,"Ripon, Wis./Hopp Stadium",,,"W,2-0",Box ScoreRecap
"October 14, 2023 (Saturday)",2:30 p.m.,Home,Cornell College,"Ripon, Wis./Hopp Stadium",,,"L,0-2",Box ScoreRecap
"October 17, 2023 (Tuesday)",7:15 p.m.,Home,Maranatha Baptist  University,"Ripon, Wis./Hopp Stadium",,,"W,5-0",Box ScoreRecap
"October 21, 2023 (Saturday)",11:30 a.m.,Home,Monmouth College,"Ripon, Wis./Prairie Field",,,"W,2-1",Box ScoreRecap
"October 23, 2023 (Monday)",1:00 p.m.,Home,Concordia College (Minn.),"Ripon, Wis./Hopp Stadium",,,"W,1-0",Box ScoreRecap
"October 25, 2023 (Wednesday)",7:00 p.m.,Away,Lawrence University,"Appleton, Wis.",,,"T,1-1",Box ScoreRecap
"October 28, 2023 (Saturday)",1:30 p.m.,Away,Knox College,"Galesburg, Ill.",,,"T,1-1",Box ScoreRecap
