Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"February 11, 2005 (Friday)",6:00,Away,St. John's,Collegeville,,,,
"February 19, 2005 (Saturday)",1:00,Away,Bethel,Arden Hills,,,,
"February 20, 2005 (Sunday)",1:00,Away,Carleton,Northfield,,,,
"February 26, 2005 (Saturday)",3:00,Away,Winona State,@ La Crosse,,,,
"February 26, 2005 (Saturday)",12:00,Away,UW-La Crosse,La Crosse,,,,
"March 5, 2005 (Saturday)",3:00,Home,Wartburg,St. Paul,,,,
"March 5, 2005 (Saturday)",12:00,Home,Simpson,St. Paul,,,,
"March 12, 2005 (Saturday)",12:00,Home,Concorida-Moorhead,St. Paul,,,,
"March 18, 2005 (Friday)",,Away,Spring Trip,,,,,
"April 2, 2005 (Saturday)",3:00,Away,Marian,@ Ripon,,,,
"April 2, 2005 (Saturday)",12:00,Away,Ripon,Ripon,,,,
"April 9, 2005 (Saturday)",12:00,Home,St. Thomas,St. Paul,,,,
"April 12, 2005 (Tuesday)",4:00,Away,Hamline,St. Paul,,,,
"April 16, 2005 (Saturday)",9:30am,Away,St. Mary's,Winona,,,,
"April 22, 2005 (Friday)",4:00,Home,Gustavus Adolphus,St. Paul,,,,
"April 23, 2005 (Saturday)",1:00,Home,St. Olaf,St. Paul,,,,
"April 29, 2005 (Friday)",,Away,MIAC Tournament,,,,,
