Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 10, 1998 (Thursday)",,Away,University of Chicago,"Chicago, IL",,,,"L,0-5",
"September 12, 1998 (Saturday)",,Home,Illinois College,"Lake Forest, IL",,,,"W,6-0",
"September 13, 1998 (Sunday)",,Away,University of Wisconsin-Whitewater,"Whitewater, WI",,,,"W,5-1",
"September 15, 1998 (Tuesday)",,Home,Carroll University,"Lake Forest, IL",,,,"W,1-0",
"September 19, 1998 (Saturday)",,Away,St. Norbert College,De Pere. WI,,,,"L,0-2",
"September 22, 1998 (Tuesday)",,Away,North Central University (MN),"Minneapolis, MN",,,,"W,2-0",
"September 24, 1998 (Thursday)",,Home,Carthage College,"Lake Forest, IL",,,,"L,0-1",
"September 29, 1998 (Tuesday)",,Away,University of Wisconsin-Oshkosh,"Oshkosh, WI",,,,"W,3-1",
"September 30, 1998 (Wednesday)",,Away,Wheaton College (Ill.),"Wheaton, IL",,,,"L,0-7",
"October 3, 1998 (Saturday)",,Away,Grinnell College,"Grinnell, IA",,,,"W,1-0",
"October 4, 1998 (Sunday)",,Away,Knox College,"Galesburg, IL",,,,"W,7-2",
"October 10, 1998 (Saturday)",,Away,Lawrence University,"Appleton, WI",,,,"W,3-1",
"October 11, 1998 (Sunday)",,Home,Monmouth College,"Lake Forest, IL",,,,"W,2-0",
"October 21, 1998 (Wednesday)",,Home,Beloit College,"Lake Forest, IL",,,,"W,5-0",
"October 25, 1998 (Sunday)",,Home,Ripon College,"Lake Forest, IL",,,,"W,4-0",
"October 31, 1998 (Saturday)",,Home,Carroll University,"Lake Forest, IL",,,Midwest Conference Tournament,"L,1-2",
