Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 21, 2024 (Wednesday)",5:30 p.m.,Home,Rockford University,"Beloit, Wis./Strong Complex Soccer Field",,,Scrimmage,,Live StatsHistory
"August 23, 2024 (Friday)",4 p.m.,Home,Marian University,"Beloit, Wis./Strong Complex Soccer Field",,,Scrimmage,,Live StatsHistory
"August 30, 2024 (Friday)",7:30 p.m.,Away,Saint Mary's University (Minn.),"Winona, MN/ Ochrymowycz Field",,,,"L,0-1",Box ScoreRecap
"September 1, 2024 (Sunday)",11 a.m.,Home,Eureka College,"Beloit, Wis./Strong Complex Soccer Field",,,,"L,1-2",Box ScoreRecap
"September 3, 2024 (Tuesday)",7 p.m.,Away,University of Wisconsin-Whitewater,"Whitewater, WI/ Robert Fiskum Field",,,,"L,0-7",Box ScoreRecap
"September 8, 2024 (Sunday)",3 p.m.,Home,Anderson University (IN),"Beloit, Wis./Strong Complex Soccer Field",,,,"L,1-2",Box ScoreRecap
"September 9, 2024 (Monday)",4 p.m.,Home,Lakeland University,"Beloit, Wis./Strong Complex Soccer Field",,,,"W,2-1",Box ScoreRecap
"September 11, 2024 (Wednesday)",7 p.m.,Away,Wisconsin Lutheran College,"Milwaukee, WI/ Warriors Soccer Field",,,,"L,0-4",Box ScoreRecap
"September 13, 2024 (Friday)",4 p.m.,Home,Elmhurst University,"Beloit, Wis./Strong Complex Soccer Field",,,Senior Day,"L,1-2",Box ScoreRecap
"September 21, 2024 (Saturday)",1 p.m.,Home,Principia College,"Beloit, Wis./Strong Complex Soccer Field",,,,"L,0-3",Box ScoreRecap
"September 22, 2024 (Sunday)",11 a.m.,Home,Westminster College (MO),"Beloit, Wis./Strong Complex Soccer Field",,,,"L,0-2",Box ScoreRecap
"September 28, 2024 (Saturday)",11 a.m.,Away,Cornell College,"Mount Vernon, IA/ Cornell Soccer Field",,,,"L,0-4",Box ScoreRecap
"October 2, 2024 (Wednesday)",7:30 p.m.,Away,University of Wisconsin-Stevens Point,"Stevens Point, WI/ Point Soccer Bowl",,,,"L,1-5",Box ScoreRecap
"October 5, 2024 (Saturday)",11 a.m.,Home,Monmouth College,"Beloit, Wis./Strong Complex Soccer Field",,,,"W,2-1",Box ScoreRecap
"October 9, 2024 (Wednesday)",3:30 p.m.,Home,Lawrence University,"Beloit, Wis./Strong Complex Soccer Field",,,,"L,0-4",Box ScoreRecap
"October 12, 2024 (Saturday)",11 a.m.,Away,Ripon College,"Ripon, WI/ Hopp Stadium",,,,"L,0-4",Box ScoreRecap
"October 19, 2024 (Saturday)",1 p.m.,Home,Knox College,"Beloit, Wis./Strong Complex Soccer Field",,,,"L,0-3",Box ScoreRecap
"October 23, 2024 (Wednesday)",4 p.m.,Home,Lake Forest College,"Beloit, Wis./Strong Complex Soccer Field",,,,"L,1-4",Box ScoreRecapGallery
"October 26, 2024 (Saturday)",11 a.m.,Away,Grinnell College,"Grinnell, IA/ Springer Field",,,,"L,2-8",Box ScoreRecap
"November 2, 2024 (Saturday)",11 a.m.,Away,Illinois College,"Jacksonville, IL/ England Stadium",,,,"L,1-4",Box ScoreRecap
