Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Bean, Garret",JR-3,13.59m,"44' 7""",Grinnell Invitational,"Jan 27, 2024"
,"Bean, Garret",JR-3,13.48m,"44' 2.75""",Liz Wuertz Indoor Meet,"Feb 17, 2024"
,"Bean, Garret",JR-3,13.14m,"43' 1.5""",Liz Wuertz Indoor Meet,"Feb 17, 2024"
,"Bean, Garret",JR-3,12.86m,"42' 2.25""",Grinnell Invitational,"Jan 27, 2024"
,"Bean, Garret",JR-3,12.77m,"41' 10.75""",Darren Young Classic,"Feb 10, 2024"
,"Bean, Garret",JR-3,12.73m,"41' 9.25""",Hilltop Invitational,"Jan 20, 2024"
,"Bean, Garret",JR-3,12.65m,"41' 6""",Hilltop Invitational,"Jan 20, 2024"
,"Bean, Garret",JR-3,12.47m,"40' 11""",Hilltop Invitational,"Jan 20, 2024"
,"Bean, Garret",JR-3,12.42m,"40' 9""",Darren Young Classic,"Feb 10, 2024"
,"Bean, Garret",JR-3,12.30m,"40' 4.25""",Hilltop Invitational,"Jan 20, 2024"
,"Bean, Garret",JR-3,12.02m,"39' 5.25""",Hilltop Invitational,"Jan 20, 2024"
,"Bean, Garret",JR-3,11.99m,"39' 4""",Darren Young Classic,"Feb 10, 2024"
,"Bean, Garret",JR-3,11.63m,"38' 2""",Hilltop Invitational,"Jan 20, 2024"
,"Bell, Jake",FR-1,11.61m,"38' 1.25""",Liz Wuertz Indoor Meet,"Feb 17, 2024"
,"Bean, Garret",JR-3,11.28m,"37' 0.25""",Grinnell Invitational,"Jan 27, 2024"
,"Bell, Jake",FR-1,11.21m,"36' 9.5""",Darren Young Classic,"Feb 10, 2024"
,"Bell, Jake",FR-1,11.16m,"36' 7.5""",Darren Young Classic,"Feb 10, 2024"
,"Bell, Jake",FR-1,10.91m,"35' 9.5""",Hilltop Invitational,"Jan 20, 2024"
,"Bell, Jake",FR-1,10.49m,"34' 5""",Grinnell Invitational,"Jan 27, 2024"
,"Bell, Jake",FR-1,10.19m,"33' 5.25""",Midwest Conference Indoor Championships,"Feb 23, 2024"
,"Bell, Jake",FR-1,9.97m,"32' 8.5""",Hilltop Invitational,"Jan 20, 2024"
,"Bell, Jake",FR-1,9.88m,"32' 5""",Grinnell Invitational,"Jan 27, 2024"
,"Bell, Jake",FR-1,9.60m,"31' 6""",Midwest Conference Indoor Championships,"Feb 23, 2024"
