Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Novelle, Jack",SO-2,1.81m,"5' 11.25""",Midwest Conference Indoor Championships,"Feb 23, 2024"
,"Novelle, Jack",SO-2,1.80m,"5' 10.75""",Liz Wuertz Indoor Meet,"Feb 17, 2024"
,"Novelle, Jack",SO-2,1.77m,"5' 9.75""",Darren Young Classic,"Feb 10, 2024"
,"Novelle, Jack",SO-2,1.76m,"5' 9.25""",Midwest Conference Indoor Championships,"Feb 23, 2024"
,"Novelle, Jack",SO-2,1.75m,"5' 8.75""",Liz Wuertz Indoor Meet,"Feb 17, 2024"
,"Novelle, Jack",SO-2,1.72m,"5' 7.75""",Darren Young Classic,"Feb 10, 2024"
,"Novelle, Jack",SO-2,1.71m,"5' 7.25""",Midwest Conference Indoor Championships,"Feb 23, 2024"
,"Novelle, Jack",SO-2,1.70m,"5' 7""",Hilltop Invitational,"Jan 20, 2024"
,"Novelle, Jack",SO-2,1.70m,"5' 7""",Liz Wuertz Indoor Meet,"Feb 17, 2024"
