Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Fornari, Luca",JR-3,4.58m,"15' 0.25""",Wartburg Qualifier,"Mar 1, 2024"
,"Fornari, Luca",JR-3,4.55m,"14' 11""",Liz Wuertz Indoor Meet,"Feb 17, 2024"
,"Fornari, Luca",JR-3,4.43m,"14' 6.25""",Wartburg Qualifier,"Mar 1, 2024"
,"Fornari, Luca",JR-3,4.40m,"14' 5.25""",Midwest Conference Indoor Championships,"Feb 23, 2024"
,"Fornari, Luca",JR-3,4.40m,"14' 5.25""",Liz Wuertz Indoor Meet,"Feb 17, 2024"
,"Fornari, Luca",JR-3,4.28m,"14' 0.5""",Wartburg Qualifier,"Mar 1, 2024"
,"Fornari, Luca",JR-3,4.27m,"14' 0""",Hilltop Invitational,"Jan 20, 2024"
,"Fornari, Luca",JR-3,4.25m,"13' 11.25""",Midwest Conference Indoor Championships,"Feb 23, 2024"
,"Fornari, Luca",JR-3,4.25m,"13' 11.25""",Darren Young Classic,"Feb 10, 2024"
,"Fornari, Luca",JR-3,4.25m,"13' 11.25""",Liz Wuertz Indoor Meet,"Feb 17, 2024"
,"Fornari, Luca",JR-3,4.11m,"13' 5.75""",Hilltop Invitational,"Jan 20, 2024"
,"Fornari, Luca",JR-3,4.10m,"13' 5.25""",Liz Wuertz Indoor Meet,"Feb 17, 2024"
,"Fornari, Luca",JR-3,4.10m,"13' 5.25""",Midwest Conference Indoor Championships,"Feb 23, 2024"
,"Fornari, Luca",JR-3,4.10m,"13' 5.25""",Grinnell Invitational,"Jan 27, 2024"
,"Fornari, Luca",JR-3,4.10m,"13' 5.25""",Darren Young Classic,"Feb 10, 2024"
,"Fornari, Luca",JR-3,3.96m,"12' 11.75""",Hilltop Invitational,"Jan 20, 2024"
,"Fornari, Luca",JR-3,3.95m,"12' 11.5""",Grinnell Invitational,"Jan 27, 2024"
,"Fornari, Luca",JR-3,3.80m,"12' 5.5""",Grinnell Invitational,"Jan 27, 2024"
,"Fornari, Luca",JR-3,3.65m,"11' 11.75""",Hilltop Invitational,"Jan 20, 2024"
