Unnamed: 0,Time,Athletes,Meet,Meet Date
,3:29.06,"Pfister, Chestovich, Heagy, Fadden",Midwest Conference Indoor Championships,"Feb 23, 2024"
,3:36.95,"Chestovich, Heagy, Welch-Groves, Robinson",Darren Young Classic,"Feb 10, 2024"
,3:41.08,"Block, Novelle, Pfister, Welch-Groves",Grinnell Invitational,"Jan 27, 2024"
,3:43.40,"Novelle, Pfister, Block, Snyder",Darren Young Classic,"Feb 10, 2024"
