Unnamed: 0,Time,Athletes,Meet,Meet Date
,52.67,"Bresnahan, Kessel, Maddaus, Bresette-Buccin",Monmouth College Fighting Scots Outdoor,"May 7, 2016"
,52.95,"Bresnahan, Kessel, Maddaus, Bresette-Buccin",16 Midwest Conference Championships,"May 13, 2016"
,53.66,"Bresnahan, Kessel, Maddaus, Holtzman",2016 Jim Duncan Invitational,"Apr 15, 2016"
,54.21,"Bresnahan, Kessel, Maddaus, Holtzman",Grinnell College Dick Young Classic,"Apr 23, 2016"
