Unnamed: 0,Time,Athletes,Meet,Meet Date
,4:16.24,"Kessel, Maddaus, Williams, Young",Grinnell College Dick Young Classic,"Apr 23, 2016"
,4:19.43,"Kessel, Maddaus, Young, Holtzman",16 Midwest Conference Championships,"May 13, 2016"
,4:20.24,"Kessel, Schmiechen, Williams, Young",2016 Jim Duncan Invitational,"Apr 15, 2016"
,4:37.33,"Holtzman, Schmiechen, Teagle, Schmiechen",Grinnell College Dick Young Classic,"Apr 23, 2016"
,4:39.58,"Ahrens, Androski, Arredondo, Baumgartel",Grinnell College Dick Young Classic,"Apr 23, 2016"
,4:42.92,"Holtzman, Schmiechen, Teagle, Williams",Monmouth College Fighting Scots Outdoor,"May 7, 2016"
,5:10.50,"Kessel, Maddaus, Holtzman, Schmiechen",2016 Cornell Outdoor Invite,"Apr 9, 2016"
