School,Gender,Sport,Year,Pct,CPct,Ranking
Illinois Col,Men,Football,2014,0.7,1,3
Cornell College,Men,Football,2014,0.556,0.6,4
Lake Forest,Men,Football,2014,0.4,0.4,5
Ripon,Men,Football,2014,0.3,0.4,6
Grinnell,Men,Football,2014,0.3,0.2,7
Lawrence,Men,Football,2014,0.2,0.2,8
St Norbert College,Men,Football,2014,0.6,0,9
Beloit,Men,Football,2014,0.3,0,10
Knox,Men,Football,2014,0.2,0,11
Monmouth IL,Men,Football,2014,0,0,12
Monmouth IL,Men,Football,2015,0.8,1,1
University of Chicago,Men,Football,2015,0.6,0.625,2
Ripon,Men,Football,2015,0.7,0.6,3
Cornell College,Men,Football,2015,0.5,0.6,4
Illinois Col,Men,Football,2015,0.5,0.6,4
Lake Forest,Men,Football,2015,0.4,0.6,5
Macalester College,Men,Football,2015,0.4,0.4,6
Beloit,Men,Football,2015,0.3,0.2,7
Knox,Men,Football,2015,0.3,0.2,7
St Norbert College,Men,Football,2015,0.909,0,8
Grinnell,Men,Football,2015,0.2,0,9
Lawrence,Men,Football,2015,0.1,0,10
Monmouth IL,Men,Football,2016,0.909,1,1
Lake Forest,Men,Football,2016,0.8,0.75,2
Macalester College,Men,Football,2016,0.7,0.75,3
Illinois Col,Men,Football,2016,0.6,0.625,4
Cornell College,Men,Football,2016,0.5,0.5,5
University of Chicago,Men,Football,2016,0.4,0.5,6
Lawrence,Men,Football,2016,0.3,0.25,7
Knox,Men,Football,2016,0.2,0.25,8
Ripon,Men,Football,2016,0.2,0.25,8
Beloit,Men,Football,2016,0.3,0.143,9
St Norbert College,Men,Football,2016,0.7,0,10
Grinnell,Men,Football,2016,0,0,11
Monmouth IL,Men,Football,2017,0.818,1,1
Lake Forest,Men,Football,2017,0.8,0.8,2
University of Chicago,Men,Football,2017,0.6,0.6,3
Illinois Col,Men,Football,2017,0.5,0.6,4
Macalester College,Men,Football,2017,0.5,0.6,4
Ripon,Men,Football,2017,0.5,0.6,4
Cornell College,Men,Football,2017,0.4,0.4,5
Knox,Men,Football,2017,0.5,0.333,6
Lawrence,Men,Football,2017,0.2,0.2,7
St Norbert College,Men,Football,2017,0.7,0,8
Beloit,Men,Football,2017,0.1,0,9
Grinnell,Men,Football,2017,0.1,0,9
Monmouth IL,Men,Football,2018,0.8,1,1
University of Chicago,Men,Football,2018,0.7,0.8,2
Lake Forest,Men,Football,2018,0.6,0.8,3
Ripon,Men,Football,2018,0.7,0.6,4
Cornell College,Men,Football,2018,0.5,0.4,5
Macalester College,Men,Football,2018,0.5,0.4,5
Illinois Col,Men,Football,2018,0.4,0.4,6
Knox,Men,Football,2018,0.2,0.4,7
Lawrence,Men,Football,2018,0.2,0.2,8
St Norbert College,Men,Football,2018,0.833,0,9
Grinnell,Men,Football,2018,0.2,0,10
Beloit,Men,Football,2018,0.1,0,11
Monmouth IL,Men,Football,2019,0.7,1,1
Lake Forest,Men,Football,2019,0.7,0.8,2
University of Chicago,Men,Football,2019,0.667,0.75,3
Ripon,Men,Football,2019,0.4,0.6,4
Illinois Col,Men,Football,2019,0.667,0.5,5
Macalester College,Men,Football,2019,0.4,0.4,6
Cornell College,Men,Football,2019,0.444,0.25,7
Beloit,Men,Football,2019,0.1,0.2,8
St Norbert College,Men,Football,2019,0.667,0,9
Knox,Men,Football,2019,0.333,0,10
Lawrence,Men,Football,2019,0.111,0,11
Grinnell,Men,Football,2019,0,0,12
Lake Forest,Men,Football,2020,0.909,1,1
Illinois Col,Men,Football,2020,0.8,0.778,2
Beloit,Men,Football,2020,0,0,3
Cornell College,Men,Football,2020,0,0,3
Grinnell,Men,Football,2020,0,0,3
Knox,Men,Football,2020,0,0,3
Lawrence,Men,Football,2020,0,0,3
Macalester College,Men,Football,2020,0,0,3
Monmouth IL,Men,Football,2020,0,0,3
Ripon,Men,Football,2020,0,0,3
St Norbert College,Men,Football,2020,0,0,3
University of Chicago,Men,Football,2020,0,0,3
Lake Forest,Men,Football,2021,0.909,1,1
Monmouth IL,Men,Football,2021,0.8,0.889,2
University of Chicago,Men,Football,2021,0.8,0.778,3
Ripon,Men,Football,2021,0.667,0.625,4
Illinois Col,Men,Football,2021,0.5,0.556,5
St Norbert College,Men,Football,2021,0.5,0.5,6
Cornell College,Men,Football,2021,0.4,0.444,7
Knox,Men,Football,2021,0.333,0.333,8
Macalester College,Men,Football,2021,0.3,0.25,9
Grinnell,Men,Football,2021,0.2,0.222,10
Lawrence,Men,Football,2021,0.222,0.125,11
Beloit,Men,Football,2021,0,0,12
Ripon,Men,Football,2022,0.9,0.889,1
Lake Forest,Men,Football,2022,0.818,0.889,2
Monmouth IL,Men,Football,2022,0.818,0.889,2
St Norbert College,Men,Football,2022,0.7,0.75,3
University of Chicago,Men,Football,2022,0.7,0.667,4
Illinois Col,Men,Football,2022,0.556,0.5,5
Knox,Men,Football,2022,0.5,0.444,6
Cornell College,Men,Football,2022,0.3,0.333,7
Macalester College,Men,Football,2022,0.5,0.25,8
Grinnell,Men,Football,2022,0.25,0.25,9
Beloit,Men,Football,2022,0.1,0.111,10
Lawrence,Men,Football,2022,0,0,11
Illinois Col,Men,Football,2023,0.818,0.889,1
Monmouth IL,Men,Football,2023,0.818,0.889,1
St Norbert College,Men,Football,2023,0.636,0.75,2
Lake Forest,Men,Football,2023,0.7,0.667,3
Cornell College,Men,Football,2023,0.6,0.667,4
University of Chicago,Men,Football,2023,0.6,0.667,4
Ripon,Men,Football,2023,0.5,0.556,5
Knox,Men,Football,2023,0.3,0.333,6
Grinnell,Men,Football,2023,0.2,0.222,7
Beloit,Men,Football,2023,0.2,0.111,8
Macalester College,Men,Football,2023,0.3,0,9
Lawrence,Men,Football,2023,0,0,10
Lake Forest,Men,Football,2024,0.909,1,1
Monmouth IL,Men,Football,2024,0.727,0.889,2
St Norbert College,Men,Football,2024,0.727,0.875,3
Illinois Col,Men,Football,2024,0.8,0.778,4
University of Chicago,Men,Football,2024,0.6,0.667,5
Cornell College,Men,Football,2024,0.5,0.556,6
Ripon,Men,Football,2024,0.4,0.444,7
Knox,Men,Football,2024,0.3,0.222,8
Grinnell,Men,Football,2024,0.2,0.222,9
Beloit,Men,Football,2024,0.1,0.111,10
Lawrence,Men,Football,2024,0.1,0.111,10
Macalester College,Men,Football,2024,0,0,11
Cornell College,Men,Football,2025,0,0,1
Lake Forest,Men,Football,2025,0,0,1
Lawrence,Men,Football,2025,0,0,1
Ripon,Men,Football,2025,0,0,1
St Norbert College,Men,Football,2025,0,0,1
Grinnell,Men,Soccer,1960,0.417,0,1
Grinnell,Men,Soccer,1961,0.667,0,1
Grinnell,Men,Soccer,1962,0.938,0,1
Lake Forest,Men,Soccer,1962,0.5,0,2
Lake Forest,Men,Soccer,1963,0.792,0,1
Grinnell,Men,Soccer,1963,0.75,0,2
Lake Forest,Men,Soccer,1964,0.688,0,1
Grinnell,Men,Soccer,1964,0.625,0,2
Grinnell,Men,Soccer,1965,0,0,1
Lake Forest,Men,Soccer,1966,0.538,0,1
Grinnell,Men,Soccer,1966,0,0,2
Lake Forest,Men,Soccer,1967,0.591,0,1
Grinnell,Men,Soccer,1967,0,0,2
Lake Forest,Men,Soccer,1968,0.5,0,1
Grinnell,Men,Soccer,1968,0,0,2
Lake Forest,Men,Soccer,1969,0.75,0,1
Grinnell,Men,Soccer,1969,0,0,2
Lake Forest,Men,Soccer,1970,0.7,0,1
Grinnell,Men,Soccer,1970,0.444,0,2
Grinnell,Men,Soccer,1971,0.5,0.4,1
Lake Forest,Men,Soccer,1971,0.364,0,2
Grinnell,Men,Soccer,1972,0.688,0.667,1
Lake Forest,Men,Soccer,1972,0.455,0,2
Grinnell,Men,Soccer,1973,0.312,0.312,1
Lake Forest,Men,Soccer,1973,0.111,0,2
Grinnell,Men,Soccer,1974,0.75,0.75,1
Lake Forest,Men,Soccer,1974,0.75,0.667,2
Lake Forest,Men,Soccer,1975,0.909,1,1
Grinnell,Men,Soccer,1975,0.5,0.5,2
Lake Forest,Men,Soccer,1976,0.7,1,1
Grinnell,Men,Soccer,1976,0.562,0.5,2
Lake Forest,Men,Soccer,1977,0.5,0.7,1
Knox,Men,Soccer,1977,0.5,0.625,2
Grinnell,Men,Soccer,1977,0.4,0.5,3
Grinnell,Men,Soccer,1978,0.727,0.75,1
Lake Forest,Men,Soccer,1978,0.545,0.75,2
Knox,Men,Soccer,1978,0.5,0.625,3
Lake Forest,Men,Soccer,1979,0.727,0.9,1
Grinnell,Men,Soccer,1979,0.727,0.75,2
Knox,Men,Soccer,1979,0.5,0.625,3
Lake Forest,Men,Soccer,1980,0.875,1,1
Grinnell,Men,Soccer,1980,0.583,1,2
Knox,Men,Soccer,1980,0.5,0.625,3
Lake Forest,Men,Soccer,1981,0.786,1,1
Grinnell,Men,Soccer,1981,0.708,1,2
Knox,Men,Soccer,1981,0.5,0.625,3
Knox,Men,Soccer,1982,0.5,0.625,1
Grinnell,Men,Soccer,1982,0.393,0.5,2
Grinnell,Men,Soccer,1983,0.533,1,1
Lake Forest,Men,Soccer,1983,0.667,0.8,2
Knox,Men,Soccer,1983,0.5,0.625,3
Grinnell,Men,Soccer,1984,0.633,1,1
Lake Forest,Men,Soccer,1984,0.6,1,2
Knox,Men,Soccer,1984,0.5,0.625,3
Grinnell,Men,Soccer,1985,0.5,0.8,1
Knox,Men,Soccer,1985,0.5,0.625,2
Grinnell,Men,Soccer,1986,0.467,1,1
Knox,Men,Soccer,1986,0.5,0.625,2
Grinnell,Men,Soccer,1987,0.567,0.9,1
Knox,Men,Soccer,1987,0.5,0.625,2
Lake Forest,Men,Soccer,1987,0.321,0.25,3
Grinnell,Men,Soccer,1988,0.75,0.8,1
Lake Forest,Men,Soccer,1988,0.714,0.625,2
Knox,Men,Soccer,1988,0.5,0.625,3
Grinnell,Men,Soccer,1989,0.719,1,1
Knox,Men,Soccer,1989,0.5,0.625,2
Lake Forest,Men,Soccer,1989,0.429,0.5,3
Grinnell,Men,Soccer,1990,0.625,0.95,1
Lake Forest,Men,Soccer,1990,0.656,0.875,2
Knox,Men,Soccer,1990,0.5,0.625,3
Lake Forest,Men,Soccer,1991,0.812,0.938,1
Grinnell,Men,Soccer,1991,0.531,0.7,2
Knox,Men,Soccer,1991,0.5,0.625,3
Grinnell,Men,Soccer,1992,0.75,0.9,1
Lake Forest,Men,Soccer,1992,0.8,0.889,2
Knox,Men,Soccer,1992,0.5,0.625,3
Grinnell,Men,Soccer,1993,0.875,0.9,1
Lake Forest,Men,Soccer,1993,0.75,0.85,2
Knox,Men,Soccer,1993,0.5,0.625,3
Grinnell,Men,Soccer,1994,0.806,1,1
Lake Forest,Men,Soccer,1994,0.706,0.8,2
Knox,Men,Soccer,1994,0.5,0.625,3
University of Chicago,Men,Soccer,1994,0,0,4
Grinnell,Men,Soccer,1995,0.658,0.9,1
Lake Forest,Men,Soccer,1995,0.941,0.889,2
Knox,Men,Soccer,1995,0.5,0.625,3
University of Chicago,Men,Soccer,1995,0.5,0.5,4
University of Chicago,Men,Soccer,1996,1,1,1
Lake Forest,Men,Soccer,1996,0.778,1,2
Grinnell,Men,Soccer,1996,0.471,0.7,3
Knox,Men,Soccer,1996,0.5,0.625,4
University of Chicago,Men,Soccer,1997,1,1,1
Grinnell,Men,Soccer,1997,0.353,0.667,2
Knox,Men,Soccer,1997,0.5,0.625,3
Lake Forest,Men,Soccer,1997,0.438,0.556,4
Lake Forest,Men,Soccer,1998,0.647,0.667,1
Grinnell,Men,Soccer,1998,0.5,0.667,2
Knox,Men,Soccer,1998,0.5,0.625,3
University of Chicago,Men,Soccer,1998,0.289,0.188,4
University of Chicago,Men,Soccer,1999,0.579,0.812,1
Grinnell,Men,Soccer,1999,0.588,0.778,2
Knox,Men,Soccer,1999,0.5,0.625,3
Lake Forest,Men,Soccer,1999,0.375,0.444,4
Lake Forest,Men,Soccer,2000,0.722,1,1
Grinnell,Men,Soccer,2000,0.5,0.667,2
Knox,Men,Soccer,2000,0.5,0.625,3
University of Chicago,Men,Soccer,2000,0.556,0.429,4
Macalester College,Men,Soccer,2000,0,0,5
Macalester College,Men,Soccer,2001,0.806,1,1
University of Chicago,Men,Soccer,2001,0.778,0.714,2
Knox,Men,Soccer,2001,0.5,0.625,3
Lake Forest,Men,Soccer,2001,0.5,0.556,4
Grinnell,Men,Soccer,2001,0.5,0.5,5
Macalester College,Men,Soccer,2002,0.714,0.95,1
Lake Forest,Men,Soccer,2002,0.5,0.667,2
Knox,Men,Soccer,2002,0.5,0.625,3
University of Chicago,Men,Soccer,2002,0.639,0.571,4
Grinnell,Men,Soccer,2002,0.433,0.5,5
Macalester College,Men,Soccer,2003,0.65,0.9,1
Lake Forest,Men,Soccer,2003,0.647,0.667,2
Knox,Men,Soccer,2003,0.5,0.625,3
Grinnell,Men,Soccer,2003,0.467,0.556,4
University of Chicago,Men,Soccer,2003,0.611,0.357,5
Lake Forest,Men,Soccer,2004,0.75,0.667,1
Macalester College,Men,Soccer,2004,0.556,0.65,2
Knox,Men,Soccer,2004,0.5,0.625,3
University of Chicago,Men,Soccer,2004,0.75,0.571,4
Grinnell,Men,Soccer,2004,0.333,0.333,5
Macalester College,Men,Soccer,2005,0.714,0.8,1
University of Chicago,Men,Soccer,2005,0.725,0.714,2
Lake Forest,Men,Soccer,2005,0.656,0.667,3
Knox,Men,Soccer,2005,0.5,0.625,4
Grinnell,Men,Soccer,2005,0.375,0.222,5
Grinnell,Men,Soccer,2006,0.594,0.722,1
Knox,Men,Soccer,2006,0.5,0.625,2
Lake Forest,Men,Soccer,2006,0.5,0.556,3
Macalester College,Men,Soccer,2006,0.5,0.5,4
University of Chicago,Men,Soccer,2006,0.632,0.429,5
Grinnell,Men,Soccer,2007,0.559,0.778,1
Knox,Men,Soccer,2007,0.5,0.625,2
Macalester College,Men,Soccer,2007,0.556,0.55,3
Lake Forest,Men,Soccer,2007,0.312,0.333,4
University of Chicago,Men,Soccer,2007,0.412,0.286,5
St Norbert College,Men,Soccer,2007,0,0,6
Grinnell,Men,Soccer,2008,0.658,0.722,1
Knox,Men,Soccer,2008,0.5,0.625,2
Macalester College,Men,Soccer,2008,0.528,0.45,3
Lake Forest,Men,Soccer,2008,0.25,0.389,4
University of Chicago,Men,Soccer,2008,0.361,0.214,5
St Norbert College,Men,Soccer,2008,0,0,6
University of Chicago,Men,Soccer,2009,0.711,0.786,1
Grinnell,Men,Soccer,2009,0.524,0.778,2
Macalester College,Men,Soccer,2009,0.614,0.7,3
Knox,Men,Soccer,2009,0.5,0.625,4
Lake Forest,Men,Soccer,2009,0.361,0.389,5
St Norbert College,Men,Soccer,2009,0,0,6
Macalester College,Men,Soccer,2010,0.725,0.8,1
Grinnell,Men,Soccer,2010,0.556,0.778,2
Lake Forest,Men,Soccer,2010,0.667,0.556,3
University of Chicago,Men,Soccer,2010,0.5,0.357,4
Knox,Men,Soccer,2010,0.139,0,5
Cornell College,Men,Soccer,2010,0.028,0,6
St Norbert College,Men,Soccer,2010,0,0,7
Beloit,Men,Soccer,2011,0.481,0.704,1
Lawrence,Men,Soccer,2011,0.417,0.7,2
Lake Forest,Men,Soccer,2011,0.763,0.667,3
Macalester College,Men,Soccer,2011,0.583,0.65,4
Illinois Col,Men,Soccer,2011,0.528,0.389,5
Grinnell,Men,Soccer,2011,0.353,0.389,6
University of Chicago,Men,Soccer,2011,0.5,0.286,7
St Norbert College,Men,Soccer,2011,0.147,0.278,8
Monmouth IL,Men,Soccer,2011,0.562,0,9
Knox,Men,Soccer,2011,0.059,0,10
Cornell College,Men,Soccer,2011,0.056,0,11
Lake Forest,Men,Soccer,2012,0.775,0.9,1
Grinnell,Men,Soccer,2012,0.528,0.6,2
St Norbert College,Men,Soccer,2012,0.528,0.6,2
Lawrence,Men,Soccer,2012,0.5,0.562,3
University of Chicago,Men,Soccer,2012,0.618,0.429,4
Ripon,Men,Soccer,2012,0.361,0.35,5
Monmouth IL,Men,Soccer,2012,0.206,0.35,6
Illinois Col,Men,Soccer,2012,0.472,0.3,7
Knox,Men,Soccer,2012,0.412,0.3,8
Macalester College,Men,Soccer,2012,0.25,0.2,9
Cornell College,Men,Soccer,2012,0.028,0.05,10
Beloit,Men,Soccer,2012,0,0,11
Lake Forest,Men,Soccer,2013,0.667,0.9,1
St Norbert College,Men,Soccer,2013,0.525,0.8,2
Knox,Men,Soccer,2013,0.684,0.6,3
Illinois Col,Men,Soccer,2013,0.611,0.55,4
Macalester College,Men,Soccer,2013,0.5,0.5,5
Lawrence,Men,Soccer,2013,0.417,0.5,6
Grinnell,Men,Soccer,2013,0.389,0.5,7
University of Chicago,Men,Soccer,2013,0.588,0.429,8
Monmouth IL,Men,Soccer,2013,0.306,0.3,9
Ripon,Men,Soccer,2013,0.167,0.3,10
Cornell College,Men,Soccer,2013,0.111,0,11
Beloit,Men,Soccer,2013,0,0,12
Knox,Men,Soccer,2014,0.789,0.9,1
University of Chicago,Men,Soccer,2014,0.65,0.857,2
Lake Forest,Men,Soccer,2014,0.421,0.7,3
St Norbert College,Men,Soccer,2014,0.694,0.65,4
Grinnell,Men,Soccer,2014,0.676,0.65,5
Macalester College,Men,Soccer,2014,0.632,0.65,6
Illinois Col,Men,Soccer,2014,0.579,0.65,7
Monmouth IL,Men,Soccer,2014,0.472,0.65,8
Lawrence,Men,Soccer,2014,0.306,0.3,9
Beloit,Men,Soccer,2014,0.118,0.2,10
Cornell College,Men,Soccer,2014,0.222,0.15,11
Ripon,Men,Soccer,2014,0.139,0,12
Macalester College,Men,Soccer,2015,0.786,0.9,1
St Norbert College,Men,Soccer,2015,0.69,0.85,2
Knox,Men,Soccer,2015,0.763,0.75,3
Lake Forest,Men,Soccer,2015,0.643,0.7,4
Grinnell,Men,Soccer,2015,0.588,0.7,5
University of Chicago,Men,Soccer,2015,0.675,0.5,6
Illinois Col,Men,Soccer,2015,0.556,0.4,7
Beloit,Men,Soccer,2015,0.333,0.4,8
Monmouth IL,Men,Soccer,2015,0.306,0.35,9
Lawrence,Men,Soccer,2015,0.25,0.3,10
Ripon,Men,Soccer,2015,0.417,0.2,11
Cornell College,Men,Soccer,2015,0.167,0.1,12
Knox,Men,Soccer,2016,0.737,0.889,1
Lake Forest,Men,Soccer,2016,0.579,0.889,2
University of Chicago,Men,Soccer,2016,0.9,0.857,3
St Norbert College,Men,Soccer,2016,0.786,0.833,4
Grinnell,Men,Soccer,2016,0.605,0.722,5
Macalester College,Men,Soccer,2016,0.725,0.7,6
Monmouth IL,Men,Soccer,2016,0.324,0.444,7
Cornell College,Men,Soccer,2016,0.556,0.333,8
Illinois Col,Men,Soccer,2016,0.306,0.333,9
Lawrence,Men,Soccer,2016,0.382,0.278,10
Beloit,Men,Soccer,2016,0.422,0.259,11
Ripon,Men,Soccer,2016,0.235,0,12
Knox,Men,Soccer,2017,0.75,0.944,1
St Norbert College,Men,Soccer,2017,0.75,0.944,1
University of Chicago,Men,Soccer,2017,0.87,0.857,2
Lake Forest,Men,Soccer,2017,0.625,0.778,3
Macalester College,Men,Soccer,2017,0.65,0.7,4
Grinnell,Men,Soccer,2017,0.5,0.667,5
Illinois Col,Men,Soccer,2017,0.528,0.5,6
Cornell College,Men,Soccer,2017,0.472,0.444,7
Monmouth IL,Men,Soccer,2017,0.222,0.333,8
Beloit,Men,Soccer,2017,0.333,0.259,9
Ripon,Men,Soccer,2017,0.167,0.056,10
St Norbert College,Men,Soccer,2018,0.921,1,1
Knox,Men,Soccer,2018,0.75,0.889,2
University of Chicago,Men,Soccer,2018,0.841,0.857,3
Macalester College,Men,Soccer,2018,0.625,0.75,4
Cornell College,Men,Soccer,2018,0.789,0.722,5
Lake Forest,Men,Soccer,2018,0.583,0.667,6
Grinnell,Men,Soccer,2018,0.533,0.556,7
Monmouth IL,Men,Soccer,2018,0.5,0.5,8
Illinois Col,Men,Soccer,2018,0.306,0.278,9
Beloit,Men,Soccer,2018,0.241,0.222,10
Lawrence,Men,Soccer,2018,0.222,0.111,11
Ripon,Men,Soccer,2018,0.219,0.056,12
University of Chicago,Men,Soccer,2019,0.763,1,1
Knox,Men,Soccer,2019,0.762,0.889,2
Lake Forest,Men,Soccer,2019,0.553,0.889,3
St Norbert College,Men,Soccer,2019,0.729,0.833,4
Monmouth IL,Men,Soccer,2019,0.556,0.556,5
Macalester College,Men,Soccer,2019,0.528,0.55,6
Lawrence,Men,Soccer,2019,0.5,0.444,7
Cornell College,Men,Soccer,2019,0.361,0.444,8
Grinnell,Men,Soccer,2019,0.441,0.389,9
Beloit,Men,Soccer,2019,0.315,0.333,10
Illinois Col,Men,Soccer,2019,0.35,0.222,11
Ripon,Men,Soccer,2019,0.083,0,12
Illinois Col,Men,Soccer,2020,0.7,0.875,1
Knox,Men,Soccer,2020,1,0,2
Lake Forest,Men,Soccer,2020,0.75,0,3
Cornell College,Men,Soccer,2020,0.667,0,4
Beloit,Men,Soccer,2020,0,0,5
Grinnell,Men,Soccer,2020,0,0,5
Lawrence,Men,Soccer,2020,0,0,5
Macalester College,Men,Soccer,2020,0,0,5
Monmouth IL,Men,Soccer,2020,0,0,5
Ripon,Men,Soccer,2020,0,0,5
St Norbert College,Men,Soccer,2020,0,0,5
University of Chicago,Men,Soccer,2020,0,0,5
Cornell College,Men,Soccer,2021,0.789,0.875,1
Knox,Men,Soccer,2021,0.632,0.875,2
St Norbert College,Men,Soccer,2021,0.65,0.833,3
Grinnell,Men,Soccer,2021,0.579,0.75,4
Lawrence,Men,Soccer,2021,0.421,0.625,5
University of Chicago,Men,Soccer,2021,0.717,0.571,6
Macalester College,Men,Soccer,2021,0.5,0.55,7
Lake Forest,Men,Soccer,2021,0.25,0.5,8
Illinois Col,Men,Soccer,2021,0.583,0.375,9
Beloit,Men,Soccer,2021,0.289,0.25,10
Ripon,Men,Soccer,2021,0.289,0.125,11
Monmouth IL,Men,Soccer,2021,0.133,0.125,12
University of Chicago,Men,Soccer,2022,0.978,0.929,1
Macalester College,Men,Soccer,2022,0.559,0.75,2
Lake Forest,Men,Soccer,2022,0.475,0.75,3
Grinnell,Men,Soccer,2022,0.553,0.688,4
Ripon,Men,Soccer,2022,0.5,0.625,5
St Norbert College,Men,Soccer,2022,0.5,0.625,5
Knox,Men,Soccer,2022,0.324,0.562,6
Cornell College,Men,Soccer,2022,0.559,0.5,7
Beloit,Men,Soccer,2022,0.289,0.417,8
Illinois Col,Men,Soccer,2022,0.526,0.312,9
Lawrence,Men,Soccer,2022,0.265,0.312,10
Monmouth IL,Men,Soccer,2022,0.294,0.25,11
Illinois Col,Men,Soccer,2023,0.639,0.75,1
University of Chicago,Men,Soccer,2023,0.7,0.714,2
St Norbert College,Men,Soccer,2023,0.526,0.667,3
Macalester College,Men,Soccer,2023,0.711,0.65,4
Lake Forest,Men,Soccer,2023,0.45,0.625,5
Cornell College,Men,Soccer,2023,0.447,0.625,6
Knox,Men,Soccer,2023,0.5,0.571,7
Grinnell,Men,Soccer,2023,0.575,0.5,8
Beloit,Men,Soccer,2023,0.244,0.458,9
Ripon,Men,Soccer,2023,0.559,0.375,10
Monmouth IL,Men,Soccer,2023,0.25,0.375,11
Lawrence,Men,Soccer,2023,0.188,0.25,12
Lake Forest,Men,Soccer,2024,0.548,0.938,1
Illinois Col,Men,Soccer,2024,0.7,0.875,2
Grinnell,Men,Soccer,2024,0.553,0.625,3
Knox,Men,Soccer,2024,0.5,0.625,4
Macalester College,Men,Soccer,2024,0.667,0.6,5
Ripon,Men,Soccer,2024,0.675,0.562,6
St Norbert College,Men,Soccer,2024,0.389,0.545,7
University of Chicago,Men,Soccer,2024,0.472,0.5,8
Cornell College,Men,Soccer,2024,0.265,0.312,9
Lawrence,Men,Soccer,2024,0.235,0.25,10
Monmouth IL,Men,Soccer,2024,0.25,0.188,11
Beloit,Men,Soccer,2024,0.111,0.125,12
Cornell College,Men,Soccer,2025,0,0,1
Grinnell,Men,Tennis,1956,1,0,1
Grinnell,Men,Tennis,1957,0.889,0,1
Grinnell,Men,Tennis,1958,0.75,0,1
Grinnell,Men,Tennis,1959,0.571,0,1
Grinnell,Men,Tennis,1960,0.625,0,1
Grinnell,Men,Tennis,1961,0.455,0,1
Grinnell,Men,Tennis,1962,0.778,0,1
Grinnell,Men,Tennis,1963,0.556,0,1
Grinnell,Men,Tennis,1964,0.667,0,1
Grinnell,Men,Tennis,1965,0.556,0,1
Grinnell,Men,Tennis,1966,0,0,1
Grinnell,Men,Tennis,1967,0.111,0,1
Grinnell,Men,Tennis,1968,0.417,0,1
Grinnell,Men,Tennis,1969,0.5,0,1
Grinnell,Men,Tennis,1970,0.545,0,1
Grinnell,Men,Tennis,1971,0.4,0,1
Grinnell,Men,Tennis,1972,0,0,1
Grinnell,Men,Tennis,1973,0.583,0,1
Grinnell,Men,Tennis,1974,0.5,0,1
Grinnell,Men,Tennis,1975,0.556,0,1
Grinnell,Men,Tennis,1976,0.5,0,1
Grinnell,Men,Tennis,1977,0.312,0,1
Grinnell,Men,Tennis,1978,0.333,0,1
Grinnell,Men,Tennis,1979,0.467,0,1
Grinnell,Men,Tennis,1980,0.091,0,1
Grinnell,Men,Tennis,1981,0.125,0,1
Grinnell,Men,Tennis,1982,0.571,0,1
Grinnell,Men,Tennis,1983,0.462,0,1
Grinnell,Men,Tennis,1984,0.667,0,1
Grinnell,Men,Tennis,1985,0.4,0,1
Grinnell,Men,Tennis,1986,0.462,0,1
Grinnell,Men,Tennis,1987,0.818,0,1
Grinnell,Men,Tennis,1988,0.727,0,1
Grinnell,Men,Tennis,1989,0.6,0,1
Grinnell,Men,Tennis,1990,0.5,0,1
Grinnell,Men,Tennis,1991,0.538,0,1
Grinnell,Men,Tennis,1992,0.5,0,1
Grinnell,Men,Tennis,1993,0.545,0,1
Grinnell,Men,Tennis,1994,0.615,0,1
Grinnell,Men,Tennis,1995,0.294,0,1
Grinnell,Men,Tennis,1996,0.684,0,1
Grinnell,Men,Tennis,1997,0.65,0,1
Grinnell,Men,Tennis,1998,0.714,0.667,1
Grinnell,Men,Tennis,1999,1,0,1
University of Chicago,Men,Tennis,1999,0.889,0,2
Grinnell,Men,Tennis,2000,0.647,1,1
University of Chicago,Men,Tennis,2000,0.889,0,2
Lake Forest,Men,Tennis,2000,0.167,0,3
Grinnell,Men,Tennis,2001,0.56,1,1
University of Chicago,Men,Tennis,2001,0.889,0,2
Lake Forest,Men,Tennis,2001,0.167,0,3
Grinnell,Men,Tennis,2002,0.458,1,1
University of Chicago,Men,Tennis,2002,0.889,0,2
Lake Forest,Men,Tennis,2002,0.167,0,3
Grinnell,Men,Tennis,2003,0.821,1,1
Macalester College,Men,Tennis,2003,0.208,0.231,2
University of Chicago,Men,Tennis,2003,0.889,0,3
Lake Forest,Men,Tennis,2003,0.167,0,4
Grinnell,Men,Tennis,2004,0.769,1,1
University of Chicago,Men,Tennis,2004,0.889,0,2
Lake Forest,Men,Tennis,2004,0.167,0,3
Macalester College,Men,Tennis,2004,0.143,0,4
Grinnell,Men,Tennis,2005,0.862,1,1
University of Chicago,Men,Tennis,2005,0.889,0,2
Lake Forest,Men,Tennis,2005,0.167,0,3
Macalester College,Men,Tennis,2005,0,0,4
Grinnell,Men,Tennis,2006,0.704,1,1
University of Chicago,Men,Tennis,2006,0.889,0,2
Macalester College,Men,Tennis,2006,0.429,0,3
Lake Forest,Men,Tennis,2006,0.167,0,4
Grinnell,Men,Tennis,2007,0.741,1,1
University of Chicago,Men,Tennis,2007,0.889,0,2
Macalester College,Men,Tennis,2007,0.412,0,3
Lake Forest,Men,Tennis,2007,0.167,0,4
St Norbert College,Men,Tennis,2007,0,0,5
Grinnell,Men,Tennis,2008,0.643,1,1
Macalester College,Men,Tennis,2008,0.333,0.222,2
University of Chicago,Men,Tennis,2008,0.889,0,3
