Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"February 26, 2023 (Sunday)",12:00 pm,Neutral,Benedictine University,"Decatur, IL",,,"L,0-6",Box ScoreRecap
"February 26, 2023 (Sunday)",3:00pm,Away,Millikin University,"Decatur, IL",,,"L,1-6",Box ScoreRecap
"March 1, 2023 (Wednesday)",1:00pm,Away,Eureka College,"Eureka, IL",,,"L,0-12",Box ScoreRecap
"March 5, 2023 (Sunday)",12:00 pm,Home,University of Health Sciences & Pharmacy in St. Louis,"Galesburg, IL/Blodgett Field",,,"W,10-0",Box ScoreRecap
"March 5, 2023 (Sunday)",3:00 pm,Home,University of Health Sciences & Pharmacy in St. Louis,"Galesburg, IL/Blodgett Field",,,"W,7-4",Box ScoreRecap
"March 14, 2023 (Tuesday)",5:00 pm (ET),Neutral,SUNY Canton,"Davenport, FL",,,"L,3-4",Box ScoreRecap
"March 15, 2023 (Wednesday)",4:00 pm (ET),Neutral,Lakeland University,"Davenport, FL",,,"W,13-3",Box ScoreRecap
"March 15, 2023 (Wednesday)",6:00 pm (ET),Neutral,Lakeland University,"Davenport, FL",,,"W,2-1",Box ScoreRecap
"March 16, 2023 (Thursday)",1:00 pm (ET),Neutral,Central College,"Auburndale, FL",,,"L,3-20",Box ScoreRecap
"March 17, 2023 (Friday)",9:30 am (ET),Neutral,Colby-Sawyer College,"Davenport, FL",,,"W,12-11",Box ScoreRecap
"March 18, 2023 (Saturday)",9:15 am (ET),Neutral,Mount St. Joseph University,"Davenport, FL",,,"L,2-5",Box ScoreRecap
"March 19, 2023 (Sunday)",12:00 pm (ET),Neutral,Purchase College,"Auburndale, FL",,,"W,7-2",Box ScoreRecap
"March 20, 2023 (Monday)",10:00 am (ET),Neutral,Williams College,"Davenport, FL",,,"L,6-11",Box ScoreRecap
"March 25, 2023 (Saturday)",12:00PM,Away,University of Chicago,"Chicago, IL",,,Postponed,
"March 26, 2023 (Sunday)",12:00PM,Away,University of Chicago,"Chicago, IL",,,Postponed,
"March 26, 2023 (Sunday)",2:30PM,Away,University of Chicago,"Chicago, IL",,,Postponed,
"March 29, 2023 (Wednesday)",12:00PM,Home,Monmouth College,"Galesburg, IL/Blodgett Field",,,"L,0-4",Box ScoreRecap
"March 29, 2023 (Wednesday)",2:30PM,Home,Monmouth College,"Galesburg, IL/Blodgett Field",,,"L,5-9",Box ScoreRecap
"April 1, 2023 (Saturday)",2:00PM,Home,Beloit College,"Galesburg, IL/Blodgett Field",,,"L,0-13",Box ScoreRecap
"April 2, 2023 (Sunday)",12:00PM,Away,Beloit College,"Beloit, WI",,,"L,0-10",Box ScoreRecap
"April 2, 2023 (Sunday)",2:30PM,Away,Beloit College,"Beloit, WI",,,"L,0-13",Box ScoreRecap
"April 5, 2023 (Wednesday)",1:00 pm,Away,University of Chicago,"Chicago, IL",,,"L,4-16",Box ScoreRecap
"April 5, 2023 (Wednesday)",3:30pm,Away,University of Chicago,"Chicago, IL",,,"L,8-18",Box ScoreRecap
"April 11, 2023 (Tuesday)",3:00 PM,Away,Monmouth College,"Monmouth, IL",,,"L,2-12",Box ScoreRecap
"April 12, 2023 (Wednesday)",6:30 pm,Away,Illinois Wesleyan University,"Bloomington, IL",,,"L,4-19",Box ScoreRecap
"April 15, 2023 (Saturday)",12:00 PM,Home,Cornell College,"Galesburg, IL/Blodgett Field",,,"W,9-7",Box ScoreRecap
"April 15, 2023 (Saturday)",2:30 PM,Home,Cornell College,"Galesburg, IL/Blodgett Field",,,"L,2-8",Box ScoreRecap
"April 16, 2023 (Sunday)",12:00 PM,Away,Cornell College,"Mt. Vernon, IA",,,Postponed,
"April 17, 2023 (Monday)",4:00 pm,Away,Cornell College,"Mount Vernon, IA",,,"L,5-15",Box ScoreRecap
"April 18, 2023 (Tuesday)",2:00 PM,Away,Illinois College,"Jacksonville, IL",,,"L,1-3",Box ScoreRecap
