Unnamed: 0,Time,Athletes,Meet,Meet Date
,3:30.39,"Hardman, Braun, Kolacia, Mertes",2015 Jim Duncan Invitational,"Apr 10, 2015"
,3:45.08,"Gallagher, Romeo, Kolacia, Braun",2015 Cornell Outdoor Invite,"Apr 4, 2015"
