Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"March 4, 2017 (Saturday)",6:00 p.m.,Neutral,Macalester College,"Rochester, MN",,,"L,1-2",Box ScoreRecap
"March 4, 2017 (Saturday)",8:00 p.m.,Neutral,Gustavus Adolphus College,"Rochester, MN",,,"L,0-7",Box ScoreRecap
"March 20, 2017 (Monday)",9:00 a.m.,Neutral,St. Olaf College,"Clermont, FL",,,"L,0-2",Box ScoreRecap
"March 20, 2017 (Monday)",11:30 a.m.,Neutral,Oberlin College,"Clermont, FL",,,"W,5-2",Box ScoreRecap
"March 21, 2017 (Tuesday)",9:00 a.m.,Neutral,Carthage College,"Clermont, FL",,,"L,2-6",Box ScoreRecap
"March 23, 2017 (Thursday)",9:00 a.m.,Neutral,D'Youville College,"Clermont, FL",,,"L,1-6",Box ScoreRecap
"March 23, 2017 (Thursday)",11:30 a.m.,Neutral,Oberlin College,"Clermont, FL",,,"W,6-4",Box ScoreRecap
"March 24, 2017 (Friday)",9:00 a.m.,Neutral,Carleton College,"Clermont, FL",,,"L,0-4",Box ScoreRecap
"March 28, 2017 (Tuesday)",1:00 p.m.,Home,#22 Central College,"Grinnell, IA",,,"L,0-6",Box ScoreRecap
"March 28, 2017 (Tuesday)",3:00 p.m.,Home,#22 Central College,"Grinnell, IA",,,"L,1-9",Box ScoreRecap
"April 1, 2017 (Saturday)",1:00 p.m.,Home,Knox College,"Grinnell, IA",,,"W,7-0",Box ScoreRecap
"April 1, 2017 (Saturday)",3:00 p.m.,Home,Knox College,"Grinnell, IA",,,"W,5-2",Box ScoreRecap
"April 2, 2017 (Sunday)",1:00 p.m.,Home,Marshalltown Community College (Exhibition),"Grinnell, IA",,,"L,7-10",RecapBox Score
"April 2, 2017 (Sunday)",3:00 p.m.,Home,Marshalltown Community College (Exhibition),"Grinnell, IA",,,"W,4-3",RecapBox Score
"April 6, 2017 (Thursday)",3:30 p.m.,Home,Loras College,"Grinnell, IA",,,"L,7-9",Box ScoreRecap
"April 6, 2017 (Thursday)",5:30 p.m.,Home,Loras College,"Grinnell, IA",,,"L,2-8",Box ScoreRecap
"April 8, 2017 (Saturday)",1:00 p.m.,Away,Lawrence University,"Appleton, WI",,,"W,9-1",Box ScoreRecap
"April 8, 2017 (Saturday)",3:00 p.m.,Away,Lawrence University,"Appleton, WI",,,"L,2-3",Box ScoreRecap
"April 9, 2017 (Sunday)",1:00 p.m.,Away,Lake Forest College,"Lake Forest, IL",,,"L,2-8",Box ScoreRecap
"April 9, 2017 (Sunday)",3:00 p.m.,Away,Lake Forest College,"Lake Forest, IL",,,"L,4-5",Box ScoreRecap
"April 13, 2017 (Thursday)",3:00 p.m.,Home,Iowa Wesleyan University,"Grinnell, IA",,,"W,5-1",Box ScoreRecap
"April 13, 2017 (Thursday)",5:00 p.m.,Home,Iowa Wesleyan University,"Grinnell, IA",,,"W,4-0",Box ScoreRecap
"April 15, 2017 (Saturday)",1:00 p.m.,Away,Illinois College,"Jacksonville, IL",,,"L,2-5",Box ScoreRecap
"April 15, 2017 (Saturday)",3:00 p.m.,Away,Illinois College,"Jacksonville, IL",,,"W,6-1",Box ScoreRecap
"April 18, 2017 (Tuesday)",2:00 p.m. (moved up from 3 p.m.),Home,Monmouth College,"Grinnell, IA",,,"L,0-4",Box ScoreRecap
"April 18, 2017 (Tuesday)",4:00 p.m.,Home,Monmouth College,"Grinnell, IA",,,"L,5-6(14 innings)",Box ScoreRecap
"April 22, 2017 (Saturday)",1:00 p.m.,Home,Beloit College,"Grinnell, IA",,,"W,5-0",Box ScoreRecap
"April 22, 2017 (Saturday)",3:00 p.m.,Home,Beloit College,"Grinnell, IA",,,"W,16-2(5 innings)",Box ScoreRecap
"April 23, 2017 (Sunday)",1:00 p.m.,Home,Ripon College (Senior Day),"Grinnell, IA",,,"L,6-9",Box ScoreRecap
"April 23, 2017 (Sunday)",3:00 p.m.,Home,Ripon College (Senior Day),"Grinnell, IA",,,"W,3-2",Box ScoreRecap
"April 25, 2017 (Tuesday)",6:30 p.m.,Away,Cornell College,"Mount Vernon, IA",,,"L,3-11",Box ScoreRecap
"April 25, 2017 (Tuesday)",8:30 p.m.,Away,Cornell College,"Mount Vernon, IA",,,"L,0-8",Box ScoreRecap
"April 29, 2017 (Saturday)",2:00 p.m.,Away,St. Norbert College,De Pere. WI,,,"L,2-3(8 innings)",Box ScoreRecap
"April 29, 2017 (Saturday)",4:00 p.m.,Away,St. Norbert College,De Pere. WI,,,"L,0-9",Box ScoreRecap
"May 2, 2017 (Tuesday)",6:00 p.m.,Away,Mount Mercy University,"Cedar Rapids, IA",,,"L,0-4",Box ScoreRecap
"May 2, 2017 (Tuesday)",8:00 p.m.,Away,Mount Mercy University,"Cedar Rapids, IA",,,"L,1-3",Box ScoreRecap
