Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 2, 2017 (Saturday)",1:00 p.m.,Away,St. Olaf College,"Northfield, MN",,,"L,13-56",Box ScoreRecap
"September 9, 2017 (Saturday)",2:00 p.m.,Away,Trinity Bible College,"Ellendale, ND",,,"W,15-6",Box ScoreRecap
"September 23, 2017 (Saturday)",1:00 p.m.,Home,St. Norbert College,"Grinnell, IA/Rosenbloom Field",,,"L,13-66",Box ScoreRecap
"September 30, 2017 (Saturday)",1:00 p.m.,Away,Ripon College,"Ripon, WI",,,"L,0-55",Box ScoreRecap
"October 7, 2017 (Saturday)",1:00 p.m.,Home,Monmouth College,"Grinnell, IA/Rosenbloom Field",,,"L,0-49",Box ScoreRecap
"October 14, 2017 (Saturday)",Noon,Away,Knox College,"Galesburg, IL",,,"L,14-56",Box ScoreRecap
"October 21, 2017 (Saturday)",1:00 p.m.,Away,Lake Forest College,"Lake Forest, IL",,,"L,6-70",Box ScoreRecap
"October 28, 2017 (Saturday)",1:00 p.m.,Home,Illinois College,"Grinnell, IA/Rosenbloom Field",,,"L,7-30",Box ScoreRecap
"November 4, 2017 (Saturday)",1:00 p.m.,Away,Cornell College,"Mount Vernon, IA",,,"L,20-41",Box ScoreRecap
"November 11, 2017 (Saturday)",Noon,Home,Beloit College,"Grinnell, IA/Rosenbloom Field",,,"L,0-35",Box ScoreRecap
