Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2009 (Tuesday)",,Away,Central,"Pella, IA",,,"L,0-1",
"September 5, 2009 (Saturday)",,Home,Dubuque,"Grinnell, IA",,,"L,0-2",
"September 9, 2009 (Wednesday)",,Away,Coe,"Cedar Rapids, IA",,,"W,1-0",
"September 12, 2009 (Saturday)",,Neutral,Augustana,"Oshkosh, WI",,,"W,1-0",
"September 13, 2009 (Sunday)",,Away,Wisconsin-Oshkosh,"Oshkosh, WI",,,"L,0-2",
"September 17, 2009 (Thursday)",,Away,Simpson,"Indianola, IA",,,"W,3-2",
"September 19, 2009 (Saturday)",,Home,Illinois College,"Grinnell, IA",,,"W,2-1",
"September 26, 2009 (Saturday)",,Home,Macalester,"Grinnell, IA",,,"L,2-3",
"September 27, 2009 (Sunday)",,Home,Wisconsin-Platteville,"Grinnell, IA",,,"L,0-2",
"October 2, 2009 (Friday)",,Away,Beloit,"Beloit, WI",,,"T,2-2",
"October 3, 2009 (Saturday)",,Home,Monmouth,"Grinnell, IA",,,"W,2-0",
"October 10, 2009 (Saturday)",,Away,Lawrence,"Appleton, WI",,,"T,1-1",
"October 11, 2009 (Sunday)",,Away,St. Norbert,"De Pere, WI",,,"W,3-1",
"October 17, 2009 (Saturday)",,Home,Carroll,"Grinnell, IA",,,"L,1-2",
"October 18, 2009 (Sunday)",,Home,Ripon,"Grinnell, IA",,,"W,3-2",
"October 24, 2009 (Saturday)",,Away,Lake Forest,"Lake Forest, IL",,,"W,3-1",
"October 28, 2009 (Wednesday)",,Home,Wartburg,"Grinnell, IA",,,"L,3-4",
"October 31, 2009 (Saturday)",,Home,Knox,"Grinnell, IA",,,"W,7-0",
"November 6, 2009 (Friday)",,Neutral,St. Norbert (MWC Tournament Semifinal),"Waukesha, WI",,,"T,0-0",
"November 7, 2009 (Saturday)",,Neutral,Beloit (MWC Tournament Championship),"Waukesha, WI",,,"T,2-2",
"November 14, 2009 (Saturday)",,Neutral,Macalester (NCAA Tournament First Round),"Dubuque, IA",,,"L,0-2",
