Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2015 (Tuesday)",,Away,Alverno College,"Milwaukee, Wis.",,,"L,2-323-25, 25-20, 22-25, 25-14, 12-15",
"September 4, 2015 (Friday)",,Home,Alverno College,"Beloit, Wis./Flood Arena (Sports Center)",,,"W,3-025-17, 25-9, 25-22",
"September 4, 2015 (Friday)",,Home,Illinois Institute of Technology,"Beloit, Wis./Flood Arena (Sports Center)",,,"L,2-325-21, 25-20, 24-26, 18-25, 6-15",
"September 5, 2015 (Saturday)",,Home,Rockford University,"Beloit, Wis./Flood Arena (Sports Center)",,,"L,1-323-25, 25-21, 22-25, 19-25",
"September 8, 2015 (Tuesday)",,Away,Milwaukee School of Engineering,"Milwaukee, Wis.",,,"L,0-39-25, 12-25, 9-25",
"September 12, 2015 (Saturday)",,Home,MacMurray College,"Beloit, Wis./Flood Arena (Sports Center)",,,"L,0-314-25, 22-25, 17-25",
"September 12, 2015 (Saturday)",,Home,Robert Morris University,"Beloit, Wis./Flood Arena (Sports Center)",,,"W,3-025-22, 25-8, 25-19",
"September 18, 2015 (Friday)",,Home,University of Dubuque,"Beloit, Wis./Flood Arena (Sports Center)",,,"L,0-312-25, 14-25, 19-25",
"September 18, 2015 (Friday)",,Home,University of St. Thomas,"Beloit, Wis./Flood Arena (Sports Center)",,,"L,0-312-25, 13-25, 15-25",
"September 19, 2015 (Saturday)",,Home,Averno College,"Beloit, Wis./Flood Arena (Sports Center)",,,"L,2-325-19, 25-15, 16-25, 24-26, 13-15",
"September 19, 2015 (Saturday)",,Home,Mount Mary University,"Beloit, Wis./Flood Arena (Sports Center)",,,"W,3-025-14, 25-15, 25-23",
"September 25, 2015 (Friday)",,Away,Monmouth College,"Monmouth, Ill.",,,"L,0-312-25, 22-25, 21-25",
"September 26, 2015 (Saturday)",,Away,Knox College,"Galesburg, Ill.",,,"L,0-320-25, 19-25, 22-25",
"September 29, 2015 (Tuesday)",,Home,Marian University,"Beloit, Wis./Flood Arena (Sports Center)",,,"L,0-314-25, 14-25, 22-25",
"October 2, 2015 (Friday)",,Home,St. Norbert College,"Beloit, Wis./Flood Arena (Sports Center)",,,"L,0-317-25, 24-26, 18-25",
"October 3, 2015 (Saturday)",,Home,Lawrence University,"Beloit, Wis./Flood Arena (Sports Center)",,,"L,0-315-25, 16-25, 16-25",
"October 6, 2015 (Tuesday)",,Away,Rockford University,"Rockford, Wis.",,,"W,3-025-17, 25-18, 25-14",
"October 9, 2015 (Friday)",,Away,Illinois College,"Jacksonville, Wis.",,,"L,1-319-25, 25-22, 23-25, 19-25",
"October 16, 2015 (Friday)",,Home,Cornell College,"Beloit, Wis./Flood Arena (Sports Center)",,,"L,0-317-25, 18-25, 20-25",
"October 17, 2015 (Saturday)",,Home,Grinnell College,"Beloit, Wis./Flood Arena (Sports Center)",,,"L,1-325-23, 19-25, 21-25, 23-25",
"October 24, 2015 (Saturday)",,Away,Lake Forest College,"Lake Forest, Ill.",,,"L,1-313-25, 22-25, 25-23, 18-25",
"October 27, 2015 (Tuesday)",,Home,Carroll University,"Beloit, Wis./Flood Arena (Sports Center)",,,"L,0-39-25, 16-25, 15-25",
"October 30, 2015 (Friday)",,Away,Ripon College,"Ripon, WIs.",,,"L,1-315-25, 25-22, 13-25, 9-25",
"October 31, 2015 (Saturday)",,Home,Mount Mary University,"Beloit, Wis./Flood Arena (Sports Center)",,,"W,-25-18, 25-21, 25-22",
