Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"April 1, 1981 (Wednesday)",,Home,Cornell,"Grinnell, IA",,,"L,2-12",
"April 1, 1981 (Wednesday)",,Home,Cornell,"Grinnell, IA",,,"L,2-12",
"April 2, 1981 (Thursday)",,Away,Indian Hills,"Ottumwa, IA",,,"L,11-22",
"April 2, 1981 (Thursday)",,Away,Indian Hills,"Ottumwa, IA",,,"W,11-6",
"April 17, 1981 (Friday)",,Neutral,Coe (MWC Tournament),"Mount Vernon, IA",,,"L,3-11",
"April 17, 1981 (Friday)",,Neutral,Monmouth (MWC Tournament),"Mount Vernon, IA",,,"L,0-11",
"April 18, 1981 (Saturday)",,Away,Cornell (MWC Tournament),"Mount Vernon, IA",,,"L,3-23",
"April 18, 1981 (Saturday)",,Neutral,Knox (MWC Tournament),"Mount Vernon, IA",,,"L,4-9",
"April 25, 1981 (Saturday)",,Away,Clarke,"Dubuque, IA",,,"W,14-3",
"April 25, 1981 (Saturday)",,Neutral,Muscatine Community College,"Dubuque, IA",,,"L,1-11",
"April 27, 1981 (Monday)",,Away,Coe,"Cedar Rapids, IA",,,"L,1-11",
"April 27, 1981 (Monday)",,Away,Coe,"Cedar Rapids, IA",,,"L,4-6",
"April 30, 1981 (Thursday)",,Home,Indian Hills,"Grinnell, IA",,,"W,21-15",
"April 30, 1981 (Thursday)",,Home,Indian Hills,"Grinnell, IA",,,"W,11-9",
"May 5, 1981 (Tuesday)",,Home,Wes Finch Chevrolet,"Grinnell, IA",,,"W,10-6",
"May 9, 1981 (Saturday)",,Home,Monmouth,"Grinnell, IA",,,"L,3-15",
"May 9, 1981 (Saturday)",,Home,Monmouth,"Grinnell, IA",,,"L,4-12",
