Year,School,Gender,Sport,Total Expense,Operating Expense,Undergrads
2012,Grinnell College,Women,Volleyball,55575,22440,880
2013,Grinnell College,Men,Baseball,118281,64740,750
2013,Grinnell College,Men,Basketball,105060,46445,750
2013,Grinnell College,Men,Football,191553,65123,750
2013,Grinnell College,Men,Golf,56307,21726,750
2013,Grinnell College,Men,Soccer,70627,29081,750
2013,Grinnell College,Men,Swimming and Diving,96097,36396,750
2013,Grinnell College,Men,Tennis,67375,21627,750
2013,Grinnell College,Men,Total,879165,215569,750
2013,Grinnell College,Men,Track and Field Indoor,43973,11435,750
2013,Grinnell College,Men,Track and Field Outdoor,63929,17152,750
2013,Grinnell College,Men,Cross Country,65963,13412,750
2013,Grinnell College,Women,Basketball,86529,33161,909
2013,Grinnell College,Women,Golf,60346,8639,909
2013,Grinnell College,Women,Soccer,54540,20995,909
2013,Grinnell College,Women,Softball,67022,30339,909
2013,Grinnell College,Women,Swimming and Diving,98709,36308,909
2013,Grinnell College,Women,Tennis,67323,21406,909
2013,Grinnell College,Women,Total,676655,201119,909
2013,Grinnell College,Women,Track and Field Indoor,44059,12390,909
2013,Grinnell College,Women,Track and Field Outdoor,63481,18585,909
2013,Grinnell College,Women,Cross Country,68455,17080,909
2013,Grinnell College,Women,Volleyball,66191,35377,909
2014,Grinnell College,Men,Baseball,117523,66355,746
2014,Grinnell College,Men,Basketball,105712,44581,746
2014,Grinnell College,Men,Football,215679,78818,746
2014,Grinnell College,Men,Golf,60143,21122,746
2014,Grinnell College,Men,Soccer,73531,32544,746
2014,Grinnell College,Men,Swimming and Diving,99985,36545,746
2014,Grinnell College,Men,Tennis,80877,23995,746
2014,Grinnell College,Men,Total,932278,346574,746
2014,Grinnell College,Men,Track and Field Indoor,45549,11782,746
2014,Grinnell College,Men,Track and Field Outdoor,65370,17674,746
2014,Grinnell College,Men,Cross Country,67909,13158,746
2014,Grinnell College,Women,Basketball,107577,41973,920
2014,Grinnell College,Women,Golf,71430,15265,920
2014,Grinnell College,Women,Soccer,65368,31295,920
2014,Grinnell College,Women,Softball,67602,36211,920
2014,Grinnell College,Women,Swimming and Diving,101173,38236,920
2014,Grinnell College,Women,Tennis,73327,16886,920
2014,Grinnell College,Women,Total,753965,255011,920
2014,Grinnell College,Women,Track and Field Indoor,42847,11068,920
2014,Grinnell College,Women,Track and Field Outdoor,62321,16601,920
2014,Grinnell College,Women,Cross Country,66163,14431,920
2014,Grinnell College,Women,Volleyball,96157,33045,920
2015,Grinnell College,Men,Baseball,161582,90014,744
2015,Grinnell College,Men,Basketball,118157,44640,744
2015,Grinnell College,Men,Football,226499,67867,744
2015,Grinnell College,Men,Golf,58804,22009,744
2015,Grinnell College,Men,Soccer,80359,31328,744
2015,Grinnell College,Men,Swimming and Diving,120105,46632,744
2015,Grinnell College,Men,Tennis,78698,22408,744
2015,Grinnell College,Men,Total,1058978,380148,744
2015,Grinnell College,Men,Track and Field Indoor,52051,14078,744
2015,Grinnell College,Men,Track and Field Outdoor,77472,21118,744
2015,Grinnell College,Men,Cross Country,85251,20054,744
2015,Grinnell College,Women,Basketball,118945,46672,916
2015,Grinnell College,Women,Golf,84120,19372,916
2015,Grinnell College,Women,Soccer,71278,34485,916
2015,Grinnell College,Women,Softball,73730,34772,916
2015,Grinnell College,Women,Swimming and Diving,122712,49076,916
2015,Grinnell College,Women,Tennis,76152,19597,916
2015,Grinnell College,Women,Total,809712,280525,916
2015,Grinnell College,Women,Track and Field Indoor,46869,11907,916
2015,Grinnell College,Women,Track and Field Outdoor,69518,17860,916
2015,Grinnell College,Women,Cross Country,71169,14316,916
2015,Grinnell College,Women,Volleyball,75219,32468,916
2016,Grinnell College,Men,Baseball,234970,131664,743
2016,Grinnell College,Men,Basketball,157008,42536,743
2016,Grinnell College,Men,Football,269786,76682,743
2016,Grinnell College,Men,Golf,84938,21420,743
2016,Grinnell College,Men,Soccer,102228,47272,743
2016,Grinnell College,Men,Swimming and Diving,150814,56782,743
2016,Grinnell College,Men,Tennis,68291,29019,743
2016,Grinnell College,Men,Total,1338423,465465,743
2016,Grinnell College,Men,Track and Field Indoor,75977,18657,743
2016,Grinnell College,Men,Track and Field Outdoor,86576,27986,743
2016,Grinnell College,Men,Cross Country,107835,13447,743
2016,Grinnell College,Women,Basketball,130850,38730,910
2016,Grinnell College,Women,Golf,97277,20602,910
2016,Grinnell College,Women,Soccer,80122,39185,910
2016,Grinnell College,Women,Softball,116610,47231,910
2016,Grinnell College,Women,Swimming and Diving,149415,57090,910
2016,Grinnell College,Women,Tennis,67586,28813,910
2016,Grinnell College,Women,Total,970430,327172,910
2016,Grinnell College,Women,Track and Field Indoor,71565,19464,910
2016,Grinnell College,Women,Track and Field Outdoor,82404,29196,910
2016,Grinnell College,Women,Cross Country,93916,11655,910
2016,Grinnell College,Women,Volleyball,80685,35206,910
2017,Grinnell College,Men,Baseball,205592,119071,768
2017,Grinnell College,Men,Basketball,164664,47773,768
2017,Grinnell College,Men,Football,295901,85084,768
2017,Grinnell College,Men,Golf,83343,15569,768
2017,Grinnell College,Men,Soccer,106485,40965,768
2017,Grinnell College,Men,Swimming and Diving,152772,54542,768
2017,Grinnell College,Men,Tennis,72099,29669,768
2017,Grinnell College,Men,Total,1369819,453772,768
2017,Grinnell College,Men,Track and Field Indoor,86971,17117,768
2017,Grinnell College,Men,Track and Field Outdoor,90720,23232,768
2017,Grinnell College,Men,Cross Country,111272,20750,768
2017,Grinnell College,Women,Basketball,151432,34526,888
2017,Grinnell College,Women,Golf,98572,17089,888
2017,Grinnell College,Women,Soccer,101678,41186,888
2017,Grinnell College,Women,Softball,146350,55120,888
2017,Grinnell College,Women,Swimming and Diving,153640,54538,888
2017,Grinnell College,Women,Tennis,68515,26891,888
2017,Grinnell College,Women,Total,1071200,329114,888
2017,Grinnell College,Women,Track and Field Indoor,81818,17588,888
2017,Grinnell College,Women,Track and Field Outdoor,85853,23938,888
2017,Grinnell College,Women,Cross Country,97571,18298,888
2017,Grinnell College,Women,Volleyball,85771,39940,888
2018,Grinnell College,Men,Baseball,203034,102870,763
2018,Grinnell College,Men,Basketball,125755,54654,763
2018,Grinnell College,Men,Football,332888,83365,763
2018,Grinnell College,Men,Golf,82075,15828,763
2018,Grinnell College,Men,Soccer,105196,36472,763
2018,Grinnell College,Men,Swimming and Diving,161114,26101,763
2018,Grinnell College,Men,Tennis,77004,27417,763
2018,Grinnell College,Men,Total,1394544,410650,763
2018,Grinnell College,Men,Track and Field Indoor,91383,15403,763
2018,Grinnell College,Men,Track and Field Outdoor,101091,26338,763
2018,Grinnell College,Men,Cross Country,115004,22202,763
2018,Grinnell College,Women,Basketball,138202,43142,916
2018,Grinnell College,Women,Golf,66355,20453,916
2018,Grinnell College,Women,Soccer,87011,30001,916
2018,Grinnell College,Women,Softball,147873,51311,916
2018,Grinnell College,Women,Swimming and Diving,164872,29515,916
2018,Grinnell College,Women,Tennis,74514,25531,916
2018,Grinnell College,Women,Total,1082696,297343,916
2018,Grinnell College,Women,Track and Field Indoor,85713,15234,916
2018,Grinnell College,Women,Track and Field Outdoor,98365,27614,916
2018,Grinnell College,Women,Cross Country,96923,15817,916
2018,Grinnell College,Women,Volleyball,122868,38725,916
2019,Grinnell College,Men,Baseball,155223,60654,795
2019,Grinnell College,Men,Basketball,117672,44597,795
2019,Grinnell College,Men,Football,372562,50434,795
2019,Grinnell College,Men,Golf,58620,6013,795
2019,Grinnell College,Men,Soccer,118306,42693,795
2019,Grinnell College,Men,Swimming and Diving,163634,26605,795
2019,Grinnell College,Men,Tennis,60712,12306,795
2019,Grinnell College,Men,Total,1311960,281116,795
2019,Grinnell College,Men,Track and Field Indoor,74165,8826,795
2019,Grinnell College,Men,Track and Field Outdoor,78127,11904,795
2019,Grinnell College,Men,Cross Country,112939,17084,795
2019,Grinnell College,Women,Basketball,151888,43728,899
2019,Grinnell College,Women,Golf,66249,11630,899
2019,Grinnell College,Women,Soccer,90249,33970,899
2019,Grinnell College,Women,Softball,111295,9368,899
2019,Grinnell College,Women,Swimming and Diving,161267,26421,899
2019,Grinnell College,Women,Tennis,61487,12717,899
2019,Grinnell College,Women,Total,1031809,215724,899
2019,Grinnell College,Women,Track and Field Indoor,76655,8703,899
2019,Grinnell College,Women,Track and Field Outdoor,81079,11718,899
2019,Grinnell College,Women,Cross Country,100639,16738,899
2019,Grinnell College,Women,Volleyball,131001,40731,899
2020,Grinnell College,Men,Baseball,145590,51352,681
2020,Grinnell College,Men,Golf,64300,8480,681
2020,Grinnell College,Men,Tennis,33026,7772,681
2020,Grinnell College,Men,Total,292738,78496,681
2020,Grinnell College,Men,Track and Field Outdoor,49822,10892,681
2020,Grinnell College,Women,Golf,55752,13666,776
2020,Grinnell College,Women,Softball,95227,18019,776
2020,Grinnell College,Women,Tennis,31305,6085,776
2020,Grinnell College,Women,Total,243710,50534,776
2020,Grinnell College,Women,Track and Field Outdoor,61426,12764,776
2021,Grinnell College,Men,Baseball,257680,121029,809
2021,Grinnell College,Men,Basketball,130999,51770,809
2021,Grinnell College,Men,Football,468784,113421,809
2021,Grinnell College,Men,Golf,81045,10389,809
2021,Grinnell College,Men,Soccer,133338,58119,809
2021,Grinnell College,Men,Swimming and Diving,153318,38441,809
2021,Grinnell College,Men,Tennis,84396,20800,809
2021,Grinnell College,Men,Total,1500168,471653,809
2021,Grinnell College,Men,Track and Field Indoor,71547,16095,809
2021,Grinnell College,Men,Track and Field Outdoor,81141,25979,809
2021,Grinnell College,Men,Cross Country,37920,15610,809
2021,Grinnell College,Women,Basketball,150627,37833,900
2021,Grinnell College,Women,Golf,74673,20279,900
2021,Grinnell College,Women,Soccer,84580,31842,900
2021,Grinnell College,Women,Softball,155180,54711,900
2021,Grinnell College,Women,Swimming and Diving,158099,43111,900
2021,Grinnell College,Women,Tennis,90754,27213,900
2021,Grinnell College,Women,Total,1054780,321429,900
2021,Grinnell College,Women,Track and Field Indoor,79658,15796,900
2021,Grinnell College,Women,Track and Field Outdoor,80634,25561,900
2021,Grinnell College,Women,Cross Country,38520,15996,900
2021,Grinnell College,Women,Volleyball,142055,49087,900
2022,Grinnell College,Men,Baseball,325050,153640,805
2022,Grinnell College,Men,Basketball,140454,45773,805
2022,Grinnell College,Men,Football,500148,130990,805
2022,Grinnell College,Men,Golf,128794,20821,805
2022,Grinnell College,Men,Soccer,134072,49173,805
2022,Grinnell College,Men,Swimming and Diving,169843,32025,805
2022,Grinnell College,Men,Tennis,86944,28805,805
2022,Grinnell College,Men,Total,1703731,347426,805
2022,Grinnell College,Men,Track and Field Indoor,77386,17806,805
2022,Grinnell College,Men,Track and Field Outdoor,92300,27601,805
2022,Grinnell College,Men,Cross Country,48740,17555,805
2022,Grinnell College,Women,Basketball,194253,48499,898
2022,Grinnell College,Women,Golf,117587,20409,898
2022,Grinnell College,Women,Soccer,113952,37513,898
2022,Grinnell College,Women,Softball,195682,65341,898
2022,Grinnell College,Women,Swimming and Diving,170753,31818,898
2022,Grinnell College,Women,Tennis,88699,30181,898
2022,Grinnell College,Women,Total,1284212,305012,898
2022,Grinnell College,Women,Track and Field Indoor,76193,16945,898
2022,Grinnell College,Women,Track and Field Outdoor,90744,26310,898
2022,Grinnell College,Women,Cross Country,51805,19705,898
2022,Grinnell College,Women,Volleyball,184544,56790,898
2003,Illinois College,Men,All Track Combined,30411,14133,440
2003,Illinois College,Men,Baseball,62630,32022,440
2003,Illinois College,Men,Basketball,78877,32925,440
2003,Illinois College,Men,Football,181529,61815,440
2003,Illinois College,Men,Golf,9049,5749,440
2003,Illinois College,Men,Soccer,16755,12605,440
2003,Illinois College,Men,Tennis,9304,6304,440
2003,Illinois College,Men,Total,431416,172414,440
2003,Illinois College,Men,Wrestling,42861,6861,440
2003,Illinois College,Women,All Track Combined,29813,13535,563
2003,Illinois College,Women,Basketball,62440,29967,563
2003,Illinois College,Women,Golf,21223,6236,563
2003,Illinois College,Women,Soccer,21534,14184,563
2003,Illinois College,Women,Softball,25947,13883,563
2003,Illinois College,Women,Tennis,10003,7003,563
2003,Illinois College,Women,Total,204555,104339,563
2003,Illinois College,Women,Volleyball,33595,19531,563
2004,Illinois College,Men,All Track Combined,33349,13428,467
2004,Illinois College,Men,Baseball,75434,36504,467
2004,Illinois College,Men,Basketball,98540,36192,467
2004,Illinois College,Men,Football,238201,83808,467
2004,Illinois College,Men,Golf,10282,6882,467
2004,Illinois College,Men,Soccer,20516,14516,467
2004,Illinois College,Men,Tennis,7398,4298,467
2004,Illinois College,Men,Total,544075,202831,467
2004,Illinois College,Men,Wrestling,60355,7203,467
2004,Illinois College,Women,All Track Combined,35319,15399,555
2004,Illinois College,Women,Basketball,71510,32088,555
2004,Illinois College,Women,Golf,29812,11401,555
2004,Illinois College,Women,Soccer,14453,10453,555
2004,Illinois College,Women,Softball,42101,21143,555
2004,Illinois College,Women,Tennis,9666,6566,555
2004,Illinois College,Women,Total,240475,113706,555
2004,Illinois College,Women,Volleyball,37614,16656,555
2005,Illinois College,Men,All Track Combined,39033,18767,475
2005,Illinois College,Men,Baseball,66924,27257,475
2005,Illinois College,Men,Basketball,90151,32931,475
2005,Illinois College,Men,Football,221449,68532,475
2005,Illinois College,Men,Golf,9789,6389,475
2005,Illinois College,Men,Soccer,16356,12356,475
2005,Illinois College,Men,Tennis,8960,5860,475
2005,Illinois College,Men,Total,517547,182762,475
2005,Illinois College,Men,Wrestling,64885,10670,475
2005,Illinois College,Women,All Track Combined,34185,13919,535
2005,Illinois College,Women,Basketball,70979,30821,535
2005,Illinois College,Women,Golf,31781,13002,535
2005,Illinois College,Women,Soccer,19950,13950,535
2005,Illinois College,Women,Softball,49726,28193,535
2005,Illinois College,Women,Tennis,8272,5172,535
2005,Illinois College,Women,Total,254694,123325,535
2005,Illinois College,Women,Volleyball,39801,18268,535
2006,Illinois College,Men,All Track Combined,38970,6957,475
2006,Illinois College,Men,Baseball,77145,35775,475
2006,Illinois College,Men,Basketball,86477,29582,475
2006,Illinois College,Men,Football,210121,76298,475
2006,Illinois College,Men,Golf,14270,5408,475
2006,Illinois College,Men,Soccer,22338,16261,475
2006,Illinois College,Men,Tennis,15100,4780,475
2006,Illinois College,Men,Total,464421,175061,475
2006,Illinois College,Women,All Track Combined,38970,6957,534
2006,Illinois College,Women,Basketball,66049,21045,534
2006,Illinois College,Women,Golf,32383,12396,534
2006,Illinois College,Women,Soccer,18404,11470,534
2006,Illinois College,Women,Softball,40441,19752,534
2006,Illinois College,Women,Tennis,9120,2588,534
2006,Illinois College,Women,Total,243407,91069,534
2006,Illinois College,Women,Volleyball,38040,16861,534
2007,Illinois College,Men,All Track Combined,54473,15860,476
2007,Illinois College,Men,Baseball,82568,38242,476
2007,Illinois College,Men,Basketball,90348,30884,476
2007,Illinois College,Men,Football,225146,82570,476
2007,Illinois College,Men,Golf,13308,5602,476
2007,Illinois College,Men,Soccer,23789,16243,476
2007,Illinois College,Men,Tennis,5921,2317,476
2007,Illinois College,Men,Total,495553,191718,476
2007,Illinois College,Women,All Track Combined,46831,13709,508
2007,Illinois College,Women,Basketball,82906,35808,508
2007,Illinois College,Women,Golf,29952,11807,508
2007,Illinois College,Women,Soccer,14083,9033,508
2007,Illinois College,Women,Softball,47872,22708,508
2007,Illinois College,Women,Tennis,10029,4343,508
2007,Illinois College,Women,Total,269550,116590,508
2007,Illinois College,Women,Volleyball,37877,19182,508
2008,Illinois College,Men,All Track Combined,47307,15630,417
2008,Illinois College,Men,Baseball,83183,38802,417
2008,Illinois College,Men,Basketball,89537,28523,417
2008,Illinois College,Men,Football,225021,69474,417
2008,Illinois College,Men,Golf,34409,7307,417
2008,Illinois College,Men,Soccer,32648,14799,417
2008,Illinois College,Men,Swimming,18968,2745,417
2008,Illinois College,Men,Tennis,9419,4595,417
2008,Illinois College,Men,Total,540492,181875,417
2008,Illinois College,Women,All Track Combined,47978,16302,447
2008,Illinois College,Women,Basketball,85043,37603,447
2008,Illinois College,Women,Golf,38970,17589,447
2008,Illinois College,Women,Soccer,33201,14980,447
2008,Illinois College,Women,Softball,40631,20543,447
2008,Illinois College,Women,Swimming,18403,2180,447
2008,Illinois College,Women,Tennis,10170,3245,447
2008,Illinois College,Women,Total,313516,132490,447
2008,Illinois College,Women,Volleyball,39120,20048,447
2009,Illinois College,Men,All Track Combined,66538,23076,425
2009,Illinois College,Men,Baseball,100018,51325,425
2009,Illinois College,Men,Basketball,98037,36234,425
2009,Illinois College,Men,Football,264668,107560,425
2009,Illinois College,Men,Golf,37923,11330,425
2009,Illinois College,Men,Soccer,29692,20731,425
2009,Illinois College,Men,Swimming,22777,9620,425
2009,Illinois College,Men,Tennis,10820,5785,425
2009,Illinois College,Men,Total,630473,265661,425
2009,Illinois College,Women,All Track Combined,63497,20102,434
2009,Illinois College,Women,Basketball,80759,35148,434
2009,Illinois College,Women,Golf,25799,5030,434
2009,Illinois College,Women,Soccer,30996,19162,434
2009,Illinois College,Women,Softball,59273,31173,434
2009,Illinois College,Women,Swimming,23115,9690,434
2009,Illinois College,Women,Tennis,12686,5297,434
2009,Illinois College,Women,Total,347952,156347,434
2009,Illinois College,Women,Volleyball,51827,30745,434
2010,Illinois College,Men,All Track Combined,62320,23182,433
2010,Illinois College,Men,Baseball,91571,41106,433
2010,Illinois College,Men,Basketball,107714,41436,433
2010,Illinois College,Men,Football,293785,125149,433
2010,Illinois College,Men,Golf,49533,21113,433
2010,Illinois College,Men,Soccer,44268,16121,433
2010,Illinois College,Men,Swimming,20769,8456,433
2010,Illinois College,Men,Tennis,8281,5565,433
2010,Illinois College,Men,Total,678241,282128,433
2010,Illinois College,Women,All Track Combined,60323,21491,413
2010,Illinois College,Women,Basketball,82524,29975,413
2010,Illinois College,Women,Golf,36693,14371,413
2010,Illinois College,Women,Soccer,44581,14679,413
2010,Illinois College,Women,Softball,60826,31785,413
2010,Illinois College,Women,Swimming,26055,8178,413
2010,Illinois College,Women,Tennis,10688,2612,413
2010,Illinois College,Women,Total,378895,145764,413
2010,Illinois College,Women,Volleyball,57205,22673,413
2011,Illinois College,Men,All Track Combined,69731,23701,476
2011,Illinois College,Men,Baseball,122523,49344,476
2011,Illinois College,Men,Basketball,88225,38861,476
2011,Illinois College,Men,Football,288201,123445,476
2011,Illinois College,Men,Golf,34163,15027,476
2011,Illinois College,Men,Soccer,55055,21250,476
2011,Illinois College,Men,Swimming,23072,7488,476
2011,Illinois College,Men,Tennis,22222,3994,476
2011,Illinois College,Men,Total,703192,283110,476
2011,Illinois College,Women,All Track Combined,51685,18451,427
2011,Illinois College,Women,Basketball,80496,38999,427
2011,Illinois College,Women,Golf,44212,13689,427
2011,Illinois College,Women,Soccer,60427,22067,427
2011,Illinois College,Women,Softball,66342,34098,427
2011,Illinois College,Women,Swimming,22564,7192,427
2011,Illinois College,Women,Total,366392,148885,427
2011,Illinois College,Women,Volleyball,40666,14389,427
2012,Illinois College,Men,All Track Combined,70763,20958,485
2012,Illinois College,Men,Baseball,126131,46283,485
2012,Illinois College,Men,Basketball,125952,40716,485
2012,Illinois College,Men,Football,298744,115952,485
2012,Illinois College,Men,Golf,32998,12885,485
2012,Illinois College,Men,Soccer,60419,25439,485
2012,Illinois College,Men,Swimming,26271,8635,485
2012,Illinois College,Men,Tennis,16301,4293,485
2012,Illinois College,Men,Total,757579,275161,485
2012,Illinois College,Women,All Track Combined,60448,19816,468
2012,Illinois College,Women,Basketball,87489,42143,468
2012,Illinois College,Women,Golf,36980,12938,468
2012,Illinois College,Women,Soccer,62667,24030,468
2012,Illinois College,Women,Softball,56730,28768,468
2012,Illinois College,Women,Swimming,26505,8910,468
2012,Illinois College,Women,Tennis,29944,5882,468
2012,Illinois College,Women,Total,408441,162548,468
2012,Illinois College,Women,Volleyball,47678,20061,468
2013,Illinois College,Men,All Track Combined,73280,19754,484
2013,Illinois College,Men,Baseball,142962,66908,484
2013,Illinois College,Men,Basketball,148800,42137,484
2013,Illinois College,Men,Football,354518,124427,484
2013,Illinois College,Men,Golf,29304,9887,484
2013,Illinois College,Men,Soccer,59136,30424,484
2013,Illinois College,Men,Swimming,26832,8802,484
2013,Illinois College,Men,Tennis,21524,4816,484
2013,Illinois College,Men,Total,856356,140591,484
2013,Illinois College,Women,All Track Combined,67171,19648,490
2013,Illinois College,Women,Basketball,83331,41022,490
2013,Illinois College,Women,Golf,42720,13031,490
2013,Illinois College,Women,Soccer,58348,29387,490
2013,Illinois College,Women,Softball,65329,30325,490
2013,Illinois College,Women,Swimming,27045,9032,490
2013,Illinois College,Women,Tennis,33514,5180,490
2013,Illinois College,Women,Total,425611,131608,490
2013,Illinois College,Women,Volleyball,48153,25005,490
2014,Illinois College,Men,All Track Combined,57633,20953,472
2014,Illinois College,Men,Baseball,175427,71447,472
2014,Illinois College,Men,Basketball,163545,45487,472
2014,Illinois College,Men,Football,362695,117924,472
2014,Illinois College,Men,Golf,24584,9811,472
2014,Illinois College,Men,Soccer,71501,36837,472
2014,Illinois College,Men,Swimming,29806,10930,472
2014,Illinois College,Men,Tennis,36224,6654,472
2014,Illinois College,Men,Total,921415,320043,472
2014,Illinois College,Women,All Track Combined,54998,19549,473
2014,Illinois College,Women,Basketball,107733,43506,473
2014,Illinois College,Women,Golf,29017,11686,473
2014,Illinois College,Women,Soccer,90287,28054,473
2014,Illinois College,Women,Softball,77285,30336,473
2014,Illinois College,Women,Swimming,29981,10858,473
2014,Illinois College,Women,Tennis,24633,4117,473
2014,Illinois College,Women,Total,481854,171203,473
2014,Illinois College,Women,Volleyball,67920,23097,473
2015,Illinois College,Men,All Track Combined,83429,19133,453
2015,Illinois College,Men,Baseball,164796,57366,453
2015,Illinois College,Men,Basketball,146718,44829,453
2015,Illinois College,Men,Football,380039,125859,453
2015,Illinois College,Men,Golf,32381,14579,453
2015,Illinois College,Men,Soccer,107468,37721,453
2015,Illinois College,Men,Swimming,32268,11476,453
2015,Illinois College,Men,Tennis,25705,7892,453
2015,Illinois College,Men,Total,972804,318855,453
2015,Illinois College,Women,All Track Combined,92117,28247,487
2015,Illinois College,Women,Basketball,115867,40264,487
2015,Illinois College,Women,Golf,31029,12891,487
2015,Illinois College,Women,Soccer,119785,36204,487
2015,Illinois College,Women,Softball,91686,42522,487
2015,Illinois College,Women,Swimming,31990,11192,487
2015,Illinois College,Women,Tennis,26553,9145,487
2015,Illinois College,Women,Total,633509,219651,487
2015,Illinois College,Women,Volleyball,124482,39186,487
2016,Illinois College,Men,All Track Combined,98257,17907,449
2016,Illinois College,Men,Baseball,166698,61686,449
2016,Illinois College,Men,Basketball,139542,40164,449
2016,Illinois College,Men,Football,398359,91218,449
2016,Illinois College,Men,Golf,31575,13044,449
2016,Illinois College,Men,Soccer,108473,27749,449
2016,Illinois College,Men,Swimming,40516,13655,449
2016,Illinois College,Men,Tennis,25481,7812,449
2016,Illinois College,Men,Total,1008901,273235,449
2016,Illinois College,Women,All Track Combined,102205,22268,500
2016,Illinois College,Women,Basketball,138332,32445,500
2016,Illinois College,Women,Golf,30463,11729,500
2016,Illinois College,Women,Soccer,109284,28161,500
2016,Illinois College,Women,Softball,96093,45868,500
2016,Illinois College,Women,Swimming,40422,13766,500
2016,Illinois College,Women,Tennis,25015,6921,500
2016,Illinois College,Women,Total,665588,193781,500
2016,Illinois College,Women,Volleyball,123774,32623,500
2017,Illinois College,Men,All Track Combined,108689,20216,463
2017,Illinois College,Men,Baseball,183174,61082,463
2017,Illinois College,Men,Basketball,105240,30670,463
2017,Illinois College,Men,Football,375873,78304,463
2017,Illinois College,Men,Golf,40417,14134,463
2017,Illinois College,Men,Soccer,114228,28271,463
2017,Illinois College,Men,Swimming,48034,15210,463
2017,Illinois College,Men,Tennis,31077,11148,463
2017,Illinois College,Men,Total,1006732,259035,463
2017,Illinois College,Women,All Track Combined,109491,23086,480
2017,Illinois College,Women,Basketball,134645,30907,480
2017,Illinois College,Women,Golf,40445,13272,480
2017,Illinois College,Women,Soccer,112996,25523,480
2017,Illinois College,Women,Softball,111079,54944,480
2017,Illinois College,Women,Swimming,47802,15145,480
2017,Illinois College,Women,Tennis,26056,5315,480
2017,Illinois College,Women,Total,726699,202409,480
2017,Illinois College,Women,Volleyball,144185,34217,480
2018,Illinois College,Men,All Track Combined,95707,27965,477
2018,Illinois College,Men,Baseball,149558,47158,477
2018,Illinois College,Men,Basketball,154353,32011,477
2018,Illinois College,Men,Football,381111,99846,477
2018,Illinois College,Men,Golf,37655,11187,477
2018,Illinois College,Men,Soccer,108698,30836,477
2018,Illinois College,Men,Swimming,43883,13089,477
2018,Illinois College,Men,Tennis,26056,8059,477
2018,Illinois College,Men,Total,997021,270151,477
2018,Illinois College,Women,All Track Combined,100636,31596,492
2018,Illinois College,Women,Basketball,150674,35755,492
2018,Illinois College,Women,Golf,39565,10500,492
2018,Illinois College,Women,Soccer,112328,25820,492
2018,Illinois College,Women,Softball,117413,54438,492
2018,Illinois College,Women,Swimming,46645,16227,492
2018,Illinois College,Women,Tennis,28139,6482,492
2018,Illinois College,Women,Total,722817,225206,492
2018,Illinois College,Women,Volleyball,127417,44388,492
2019,Illinois College,Men,All Track Combined,82582,13151,499
2019,Illinois College,Men,Baseball,130195,40559,499
2019,Illinois College,Men,Basketball,154688,37602,499
2019,Illinois College,Men,Football,343448,71027,499
2019,Illinois College,Men,Golf,38356,6211,499
2019,Illinois College,Men,Soccer,103032,27374,499
2019,Illinois College,Men,Swimming,40803,12181,499
2019,Illinois College,Men,Tennis,23822,1876,499
2019,Illinois College,Men,Total,916926,209981,499
2019,Illinois College,Women,All Track Combined,80168,15842,538
2019,Illinois College,Women,Basketball,149457,35111,538
2019,Illinois College,Women,Golf,46678,11790,538
2019,Illinois College,Women,Soccer,83316,27814,538
2019,Illinois College,Women,Softball,86354,29241,538
2019,Illinois College,Women,Swimming,42527,14904,538
2019,Illinois College,Women,Tennis,25967,3929,538
2019,Illinois College,Women,Total,627606,180851,538
2019,Illinois College,Women,Volleyball,113139,42220,538
2020,Illinois College,Men,All Track Combined,83861,10163,536
2020,Illinois College,Men,Baseball,129794,38603,536
2020,Illinois College,Men,Basketball,101496,17285,536
2020,Illinois College,Men,Football,252474,46557,536
2020,Illinois College,Men,Golf,36521,5222,536
2020,Illinois College,Men,Soccer,113145,28526,536
2020,Illinois College,Men,Swimming,33259,3751,536
2020,Illinois College,Men,Tennis,12318,4459,536
2020,Illinois College,Men,Total,762868,154566,536
2020,Illinois College,Women,All Track Combined,85845,16657,593
2020,Illinois College,Women,Basketball,113548,16387,593
2020,Illinois College,Women,Golf,33396,3636,593
2020,Illinois College,Women,Soccer,101822,12869,593
2020,Illinois College,Women,Softball,95326,31571,593
2020,Illinois College,Women,Swimming,36769,7963,593
2020,Illinois College,Women,Tennis,13855,3451,593
2020,Illinois College,Women,Total,577505,105669,593
2020,Illinois College,Women,Volleyball,96944,13135,593
2021,Illinois College,Men,All Track Combined,109184,26728,511
2021,Illinois College,Men,Baseball,215268,102268,511
2021,Illinois College,Men,Basketball,182194,45567,511
2021,Illinois College,Men,Football,438125,90960,511
2021,Illinois College,Men,Golf,55768,15021,511
2021,Illinois College,Men,Soccer,145106,25085,511
2021,Illinois College,Men,Swimming,49220,9322,511
2021,Illinois College,Men,Tennis,33478,6071,511
2021,Illinois College,Men,Total,1228343,321022,511
2021,Illinois College,Women,All Track Combined,106449,23988,555
2021,Illinois College,Women,Basketball,178399,42361,555
2021,Illinois College,Women,Golf,50997,11316,555
2021,Illinois College,Women,Soccer,147169,24413,555
2021,Illinois College,Women,Softball,153051,56307,555
2021,Illinois College,Women,Swimming,58504,17181,555
2021,Illinois College,Women,Tennis,32136,7060,555
2021,Illinois College,Women,Total,885884,231602,555
2021,Illinois College,Women,Volleyball,159179,48976,555
